#node1	node2
P42224	Q13287
P22694	Q13972
P28908	P41182
O00459	Q7L0Q8
O95786	Q14164
Q9HCU4	Q9NWK9
P01589	Q14765
P04839	P08253
O95166	P40939
P09455	Q9HCU9
P09038	P62195
P56747	P57739
P30511	Q14952
P11362	Q9Y264
P18621	P39023
O95487	P55735
P12004	Q15714
O00716	P14635
P35222	Q9H461
P23396	Q13077
Q13625	Q8NHQ8
P06241	Q9ULD4
P19793	P48552
P19838	P63261
Q13111	Q9Y294
P56524	Q9HCU9
P09651	P52756
O43542	O43543
P01111	Q9Y397
P29372	Q9UPN3
Q00975	Q09428
P05771	Q13224
P49711	Q9BQS6
P16402	Q86U86
O00303	P18206
P0CG47	P68036
O60684	P39687
P23229	Q08043
Q4KWH8	Q9ULU4
P12931	P53355
P42766	P61313
P06241	Q9Y5K6
P08887	P29460
P59768	Q92633
O95816	Q99558
Q14103	Q15427
O95433	P17844
P29466	Q7Z434
P04637	P68133
P01909	P04233
O00214	P02647
Q13547	Q9NRA0
P49747	Q05397
P16220	Q8N752
Q00653	Q07325
O75643	P11387
P30511	Q99706
P15311	P19320
P98082	Q14689
P08754	P48544
P51398	P62993
P34932	Q12933
O95602	P17480
Q92794	Q9P2R6
P08238	P49642
P08047	Q16665
Q6IBS0	Q9BY76
Q15843	Q9UBW8
O60341	Q96BD5
P62266	Q99873
Q15365	Q8IWZ8
P16104	P60510
O14986	Q06187
P06241	Q15427
P15735	P36873
P04183	P60510
P84095	Q7Z6B7
P35813	Q9H6Z4
P20823	P25054
O60641	P19438
O00221	P27708
Q13315	Q9NQV6
Q01968	Q9UKG1
P61981	Q96F86
P26012	P63261
P15880	P49841
O60739	P61247
P29762	Q13368
Q13485	Q92905
Q16595	Q99798
P28562	P53779
Q14161	Q15052
P32519	P41182
P22694	Q14432
P01106	Q9UNL2
P25942	Q04864
P10275	Q04917
P42338	Q9P2W3
P19784	Q92997
O75716	Q6UY14
P01308	P48736
P62136	Q13454
Q6ZVK8	Q8TBN0
P13725	Q13261
P24394	P25942
P30291	Q9HC98
B0I1T2	P02786
O95208	P22455
Q8IXJ6	Q92831
P38405	Q8NGI7
P23508	P62633
P17301	Q9UKX5
P19086	P21918
O75643	Q9BUQ8
O00232	Q9UET6
Q13547	Q16665
O14965	Q9UQK1
Q96GM8	Q9Y4Z0
P14866	P22607
P62158	Q00005
P62258	Q9UKI8
P05386	P83731
P61073	Q14847
Q99547	Q9Y448
Q15172	Q9BXT2
O00483	O95169
O14576	Q13885
Q9UHD9	Q9Y3C5
Q08043	Q13813
O96015	Q96FJ2
Q15038	Q9NY61
P38398	Q14676
O15520	Q07890
O00631	P26678
P52564	Q9Y2U5
P43354	P62195
P38606	P38936
P10515	Q9UBE8
Q06330	Q9UK32
P54257	Q15154
P06132	P08246
P02671	P09486
O75694	Q9Y4K3
P18077	P62945
Q16584	Q9Y4K3
Q13191	Q6UXL0
P27361	Q13554
P56134	Q9UET6
O00329	P14616
O95714	P60953
O15530	P07900
O15379	P67870
P62158	Q08462
O75815	Q9Y265
P15018	Q969J5
Q13315	Q63ZY3
Q15906	Q52LR7
Q8N7W2	Q9H190
P48634	Q9UI95
P26045	Q9BZL6
P06899	P56524
P63165	Q00653
P62328	Q13418
P08253	Q08050
P07766	Q9Y2R2
P18827	P49746
P01588	P16871
P17301	P53708
O00442	Q99459
P27986	P54710
Q14185	Q92730
O15399	P05129
P08581	Q96PU5
O95256	Q14116
P00533	Q13596
Q9HAP6	Q9UQB8
P28482	Q13733
P16333	P31273
P63215	Q8NFM4
P49454	Q02224
P07900	Q15785
P46776	P83881
P16333	Q13905
P52597	Q07955
P04839	P19320
Q13467	Q15147
P24928	Q86UL8
P62875	Q15370
O15264	Q12778
Q02241	Q05823
Q9C0J8	Q9UKF6
O75582	Q16539
P0CG48	Q86WV6
P51965	Q5RIA9
Q68CZ6	Q9H6D7
P62070	Q9UI14
P45983	Q9Y4K3
P11362	Q16254
O75592	P51668
Q01780	Q9NQT4
Q05195	Q13490
Q96L14	Q9BQD3
P52948	Q9GZY0
Q13501	Q8NEY8
P53708	P60709
P30154	Q9NY47
P04637	Q96PM5
O15031	Q14164
P55316	P98177
P20290	Q13177
O15264	P00338
Q96B02	Q9BZR9
P54284	Q969Q6
P62899	P62945
P30304	P63104
O60684	P49448
P17302	Q13748
P63010	Q16626
P01570	Q00653
A1X283	P48023
Q8WWY3	Q9H9G7
O95819	P15104
Q14011	Q9BS40
P02768	Q9Y383
P11362	P49763
P59768	Q14831
P23471	P49023
P01861	P42226
Q13009	Q96L33
P19474	Q9H9G7
P07478	P55085
O95071	Q9Y5V3
Q29RF7	Q9Y2Q3
P68104	Q16891
P28482	Q9UN42
O14625	Q00653
P28749	Q9ULA0
P42331	Q8IXI1
O95400	P52756
O43915	P41235
Q8WXD5	Q9H840
P33176	P61981
P31749	Q12778
Q08828	Q9P2W3
Q9GZT6	Q9NX18
P27361	P63211
O75376	Q13227
P04035	P54619
P33993	Q9HC98
P84022	Q8WYQ5
P24723	Q12802
O75886	P0CG48
P06213	Q05209
O00422	Q9UL03
Q6Q0C0	Q8N2W9
O14929	Q16695
P12931	P48736
P08754	P51684
P26641	Q53FA7
P41218	Q9BXL5
P09327	Q8IYF3
P16333	Q9UL42
P08047	Q13393
O14503	Q15047
O95777	P42898
P19875	P49682
P08670	Q96DF8
O00311	Q13111
P05386	P49841
O94929	P60763
O14905	Q9UP38
P26367	Q13394
P30281	P49918
O43542	Q06609
P01243	P60981
O43187	P14778
P08238	Q00653
O14939	Q9UET6
O95757	Q9Y4K3
P02462	P05106
Q9H173	Q9Y4G8
P04637	Q92922
Q9BYG5	Q9NQ66
O00505	O95376
P49674	Q14469
O95644	P17612
P04439	P43629
P35269	P35548
P32969	P61513
P03372	Q86VZ2
Q16637	Q9HB58
P27348	Q07812
P26358	P62979
P04839	P63000
P25025	P80098
O75528	Q8N2W9
P08648	P26012
P43405	Q8IWV1
Q02156	Q9NSI5
P35251	Q13535
P46459	Q15262
P35227	Q8IY57
Q13571	Q6ZVM7
O14681	P51668
P01137	P49747
P25025	P67775
O00144	Q9H1J7
Q13332	Q14240
O75197	P41221
P20701	P46109
Q16539	Q9HBY0
P36896	Q9HCE7
P32121	Q8NGY9
P10914	Q03518
O60244	P52630
P31939	Q14164
Q6P2Q9	Q96DI7
P25054	Q15047
O60260	Q00535
P25786	Q14164
Q9BVP2	Q9Y5J5
O76094	Q99459
P27348	Q9NSK0
A0JLT2	P10809
O15264	Q86XL3
P04628	Q9NPG1
Q14164	Q3ZAQ7
P03915	Q9UI09
P13612	Q9UQP3
P01100	P53778
P19784	P35222
O75448	Q9UHV7
P11142	Q15653
O43175	Q13573
P49321	Q05397
P59768	Q92569
P19838	P41279
Q99460	Q9UL46
P08575	P17931
Q16695	Q9NPI1
P00519	Q9BZM3
O43699	O60880
P28067	P28068
P42336	P55211
O96014	Q9ULW2
P23508	P61019
P55735	Q15437
P35240	Q9Y2J2
O14649	P18146
Q8TAM1	Q9NRH1
P10275	Q99638
P00533	P01138
Q13216	Q9HCS7
O75051	Q8N3X1
P32780	P51948
P01225	P41587
P34932	Q99683
P33993	Q8WYH8
P49407	Q16627
P33991	Q08945
O76093	P06213
O00238	Q9UF11
P54253	Q13085
P05387	Q9Y6K9
Q13347	Q13573
P08865	Q5VVX9
Q8WTV0	Q9BT22
P38919	Q9H1B4
P19784	Q15287
P63279	Q9UBE0
P18146	Q9H8W5
P06576	P63104
P46937	Q15562
P23508	P68402
P38936	Q9H324
Q8IXI1	Q8IZD9
P13224	Q8WYR1
P05014	P19235
Q92985	Q9ULE6
P62263	Q16594
P32121	Q8NGY1
P02774	Q5T3J3
P12111	P16070
P14136	Q12857
P04406	P52756
P02775	P08311
P62750	P84098
Q12996	Q13573
P01236	P40189
P18124	P26373
P05771	P25098
Q13315	Q6KC79
O75116	P35579
O95433	P31995
P18146	Q05193
P31749	Q15173
Q14197	Q9P015
Q08209	Q96EV8
P62263	Q9Y2V7
P21246	Q16363
Q13573	Q9P2I0
P15884	P17931
P67870	Q13886
P61923	Q07021
O00501	Q16625
P43681	P67870
Q03468	Q13619
P54259	Q9NP73
P62993	Q9C0E4
P06493	P30260
O95400	Q12986
O15534	P78543
O60264	P62993
O14763	Q15628
P01569	P38484
P63096	Q8WZA2
O00168	P14415
O15315	P68431
O15492	P04637
Q66LE6	Q7Z3S7
Q92956	Q9HC36
O00329	P10827
P0CAP2	P35998
114614	Q13485
P27448	Q04917
Q13315	Q9UIU6
O00231	P62195
O95873	P09104
P10721	P16885
P36543	Q9Y4K3
P18084	Q9Y6N6
P28347	P46937
P06753	P84022
P02675	P05106
P27361	Q01196
P41134	Q14469
P30837	Q14197
P51681	P78423
P82675	Q9NR30
P20718	P42574
P01112	P10721
Q13263	Q9UBN6
O75928	P42224
O00159	P62158
P23025	Q9UPV0
Q93077	Q9UBN7
O00161	P51116
P78347	Q10586
P63104	Q9Y4D8
Q53ET0	Q9UGI9
O60840	P63211
407043	P00533
P68133	Q9H2F5
P61981	Q96IZ7
Q15003	Q9Y2Q3
Q13616	Q969U6
P02751	P02787
P62258	P98175
Q96KM6	Q9NRR4
P30305	Q8WZA2
P35222	P98161
O43524	P49674
P23258	Q6PEY2
Q12933	Q13200
Q02763	Q05209
P45985	Q9NYJ8
P32927	Q07812
O43633	Q9UN37
Q16576	Q96ST3
Q14194	Q9Y333
P28070	Q99436
P12931	P31946
O00755	Q5T4F7
Q15796	Q8TEW0
Q92993	Q9BVJ7
Q96AH8	Q9Y6G9
P22455	Q9Y264
Q13315	Q15772
P01106	Q8NBJ4
P31946	P48730
Q96LR5	Q9UII4
O14727	Q07812
P35626	Q8NGF3
P01566	P40189
P04275	P13224
P31947	Q86X27
P07333	P09603
P22694	P50151
Q00534	Q7L590
P45985	Q9Y2U5
A7KAX9	Q9H0R8
P04150	P14316
Q8NEB9	Q9P2Y5
P11171	Q9UDY2
Q93079	Q9BTM1
Q14687	Q96MT8
P42575	P78560
P22612	P48051
Q9H9F9	Q9Y5K5
Q13523	Q9H1D9
P01574	Q13568
P08238	P13805
P13631	Q96JE9
P08047	Q03518
P62263	Q04206
A1A4S6	P15153
P09601	Q12906
O15056	P63000
O95049	Q9Y5I7
P49916	Q9UNE7
P30307	Q8WZA2
O75817	O94817
P28749	P41732
O75581	Q14332
O76003	O76081
Q7L0Q8	Q8N264
P0CG47	Q07820
A6NL26	P32121
Q86YS3	Q92624
P10721	P52797
P46776	Q9Y3U8
P01583	P18146
O14763	Q96P48
Q13315	Q9Y6J9
P09486	Q9HB31
O75925	P63279
P13645	P49642
P27448	Q92527
100008589	P52434
P05091	P10809
Q9GZT5	Q9Y5W5
O95886	P12931
P04899	P61073
O43615	Q99595
P52333	Q08334
P48454	P63098
O75197	Q9NPG1
P40937	Q15714
P0CG47	Q16621
P10275	P14921
Q92835	Q96B97
O75582	P22612
P48643	Q9Y2T4
O75365	Q8TC07
P31749	Q6R327
P38405	Q8NH37
Q05397	Q8TAM1
O43264	O95229
O60318	P60953
Q15393	Q15843
P62070	Q15052
P16220	Q99501
P40933	Q8IU57
O95400	P14866
Q13573	Q9H1I8
O95067	O95257
Q99558	Q9NR30
P10916	Q99972
P01106	Q1RMZ1
P10145	P35222
Q12933	Q9Y6Q6
P14778	Q15628
O14904	P56704
O43295	P08134
P84996	Q9UP65
P60709	Q9HBI0
P01579	Q08334
P38405	Q8NGK1
P21246	Q9BX70
P24522	Q8N205
P30954	P32121
P05771	Q16236
P20248	P21675
P29460	P31785
P57678	Q13573
O75410	Q13535
P43088	P50148
Q96Q15	Q9HAU5
Q9BSI4	Q9NUX5
P67775	Q13698
P19838	Q16539
O60244	Q9H2G2
P25054	Q8NF91
P01106	Q8TEX9
O60244	Q13535
P01568	Q969J5
P32004	Q96S59
O00471	Q07890
P41586	Q9P2W3
P04439	Q8N423
O14641	P05771
P59998	Q9Y6W5
64397	P25054
Q15102	Q9H190
O14508	P17181
O43561	O60496
P28749	Q9P1U1
Q15118	Q16513
P06400	Q9UQ80
P38405	Q8NH18
O75293	Q9Y6R4
P0CG48	Q96S55
Q06546	Q9UBK2
P15884	P56545
P08134	Q52LW3
P21246	P21673
O96013	P60763
P12956	Q96HA7
O15111	P63261
O00422	O94925
Q13188	Q8WWW0
P41279	Q8NFZ5
P20042	P43146
P38936	Q99741
P10275	Q9BQG0
O43889	P22612
Q7Z2G1	Q96DB2
P62158	P63098
P14625	Q14573
Q13705	Q96S42
O00144	Q9Y6F9
P61981	Q8TEW0
P62328	Q04724
P15923	Q9Y230
Q93077	Q9BY41
P26583	P27695
P46776	P62829
O00141	P50395
P09341	P25024
Q08828	Q9NZT1
P62081	P62269
P36897	Q96F10
P14921	P63279
P01106	Q4LE39
P05015	Q969J5
P08253	P63096
P08648	P25940
P41240	Q16827
P51828	P61952
P35626	P47887
P04632	Q00535
P05455	P49863
O75533	Q13435
P23588	Q15418
O60840	P51817
P01889	Q8TAF3
P18505	P54257
O60353	P56706
P31749	Q12972
Q01955	Q13797
Q14164	Q9UMS4
O75800	Q15819
Q92932	Q9H254
P15880	P62841
P31749	Q05655
P02461	P08514
P84243	Q13111
Q12873	Q14790
P01374	P19438
P25445	Q9UNN5
P40429	Q9UL18
Q13438	Q9UBV2
P16104	P63104
P17066	Q99459
Q14240	Q9UBQ5
P09871	P0C0L4
P50453	Q8N8V2
P12931	P13987
P56537	Q9HB71
A8K7I4	P13569
P40763	Q16666
Q08379	Q9P289
Q99759	Q9NWS0
P04406	P37840
A6NEW6	O76070
O95999	P61088
Q92574	Q9Y478
P60568	Q13261
Q00653	Q9Y6K9
P15923	Q02363
P55212	Q8WUI4
P35626	Q8NGB4
P15976	P31749
P08887	P40225
Q96HP0	Q9H4E5
P07900	Q8TDR0
P10398	P17252
P20618	P49721
Q13233	Q96P11
P78386	Q9NX58
Q07817	Q96PG8
Q5T4F7	Q9H1J5
P35916	Q00722
P22557	Q9P2R7
P26038	Q9Y478
P01127	P06213
P41220	Q9BVA1
A8K6C2	Q99650
P41595	Q01668
O60496	P00533
P62136	Q01668
P48443	Q96RI1
P30307	P63104
Q9UN86	Q9Y6E0
574033	P38936
P60953	Q9BRR9
Q04864	Q96EB6
P16871	Q15084
Q13618	Q53G59
Q10570	Q12996
Q15555	Q9Y5J5
P16104	Q16778
P63218	Q08828
P35580	Q96KM6
O15111	P15509
P32969	P61353
P04004	Q96RG2
P04626	P23467
406889	P52926
O15514	Q9BTT4
P19012	Q53FD0
O00144	Q00722
P01100	P01375
P06241	Q9BZJ6
P41743	Q8ND90
P27348	Q8IUF1
P46527	P52565
O15516	Q09472
Q15078	Q7L5N1
P06241	Q12947
Q96B26	Q9H0D6
P10721	P46108
Q13573	Q15393
Q9H492	Q9HAU5
P84022	Q16539
574447	Q9Y4K3
Q86UT6	Q9H2V7
Q9P286	Q9UGJ1
Q14197	Q9H845
P51668	Q96GF1
Q02641	Q9UQM7
O95400	P81605
P01130	P98082
O00329	P23458
P41586	P63215
P01106	Q96DA6
P0C1H6	Q8WUI4
Q09028	Q9UET6
P61081	Q13564
Q14061	Q9BW62
Q13509	Q15012
P17980	P40337
P18146	P23511
P62158	Q8IU85
P20132	Q9H2V7
Q8IX12	Q9BYV6
P60174	Q9GZR7
P17612	Q02930
P25398	P60866
P52434	Q9NX70
P12882	P61586
P06241	P42336
Q15029	Q9Y5J5
P19438	Q9BPZ7
P01106	P61964
O14493	O75970
P01282	Q9NRR5
O14654	Q04206
P08708	P62979
407018	Q13158
P29597	P42702
P35222	P35637
P78552	Q9NYY1
P32881	Q08334
P16870	Q14181
P78406	Q9UKX7
P05412	Q16520
P12980	P78543
O14775	P48051
P32121	Q6IF36
P30154	Q9BXT2
P51665	Q00653
A4D0S4	O75578
P35626	Q8NGS5
Q04637	Q71F23
Q13315	Q15435
P12757	Q9UJ78
Q16778	Q92769
Q14980	Q9UM73
Q13315	Q8IZ07
P19525	Q9UL40
P10914	Q9UGP8
P01106	Q9H0J9
P22681	Q96B97
Q07890	Q9Y5S8
Q9GZT8	Q9Y3Q8
P00374	P04637
P07948	Q8WYR1
P05451	P40763
O00459	Q9UM73
Q5RL73	Q9H0Q3
P01241	P16871
Q14209	Q15021
P38405	Q96R30
Q7L5N1	Q9BWC9
P01584	Q8WX94
P51617	Q9HAT8
P45985	P49407
P50613	Q00534
Q86XR7	Q9NPH3
Q05513	Q66LE6
Q6QNY0	Q9UL45
P06756	P16144
P61244	Q15759
P63010	Q9NVV9
Q15393	Q99638
P61981	Q05519
P17947	P30740
P53567	Q9NR55
O95696	Q14566
P29466	Q9NWB7
P02794	Q9NPI1
P27986	Q9Y6X6
O76093	P08069
Q6QNY1	Q9NWB7
Q13233	Q9Y6K9
P09341	P32248
Q8WXC3	Q9ULZ3
P11021	P11142
P63098	Q9UJX3
P13498	P19320
P27037	Q15796
P11802	Q14188
P01106	P35251
P68431	Q99549
O60885	O95433
P19793	Q9BT22
Q86SQ4	Q9Y4K3
Q8WXH5	Q9Y4H2
P35222	Q9UJU2
Q12791	Q13698
P01106	Q9H9S3
Q9H4E5	Q9UNA1
P26641	Q16236
P61086	Q96EQ8
O14641	Q13145
P02458	P06756
P41159	Q08334
Q00975	Q6NV75
O75369	Q9UQM7
P57739	Q9UDY2
O60306	Q96NB3
P19447	P51946
P46100	Q13472
Q8IZI9	Q9HBE5
P08107	P13866
P19838	P22612
O75914	Q92730
Q13573	Q9NV70
P17858	Q9BQ66
O60563	O94992
P01891	Q9NYU1
P04085	P08138
P49773	Q9Y265
P51686	Q9Y4X3
P20929	P52907
P39060	Q7Z6L1
P01133	P27986
P07333	P46108
P12980	P40616
P01137	Q03167
P53355	Q15257
P05388	P39023
P01889	P31689
P05412	P07900
P53355	Q15796
Q8NEU8	Q9HCB6
P68400	P83916
P42224	Q92985
Q96RN5	Q9NX70
P38432	Q96CN9
Q52LJ0	Q9Y478
Q14197	Q8IY92
P18206	Q53TS8
Q09472	Q6AZZ1
O95810	Q6ZVK8
P62136	Q5C9Z4
P02794	P51116
P12644	P50458
P49368	P68402
P06731	Q01844
P36406	Q96HA1
P11473	Q9HC29
P08754	Q9HAV0
P23458	P60568
O15121	Q53HC9
O60674	P01589
P18848	P62140
P68431	Q9NQ92
O00329	P05107
P01562	P08887
O15230	P05106
P04406	P42858
Q8IY92	Q9Y5V3
P12110	P16070
P00441	P13473
P21675	P24385
P47871	P50148
O14543	Q9HBE5
Q15370	Q8N668
P06702	P15153
P62753	Q96RG2
P49674	P56645
P01569	P10912
P16144	P60709
P53618	Q96RT1
Q04759	Q9Y6K9
P15884	Q02363
P51955	Q16254
P19438	Q9NS23
Q01844	Q96QG7
P07437	Q99558
P05112	P10242
P01100	P16220
P17509	P19012
O00463	P53779
Q96CV9	Q9BTV5
P14625	Q12904
P30305	Q92608
Q03060	Q9Y2W7
O60739	P30049
P24394	P78552
P16220	Q155Q3
P15408	P17544
O14920	P11142
O00308	Q15796
P33681	Q04206
P46777	P61513
O00217	O95168
O43156	Q9Y4R8
P16520	P49286
O00232	Q15008
P11166	P54619
Q9H422	Q9NQ87
P20700	P41219
P04629	Q9Y371
P61952	Q14832
P52272	Q15287
P17252	P42574
Q02556	Q13133
O75925	Q8TAD8
O75223	P01106
P00519	P08631
O60684	Q96EK6
Q8NFH5	Q96EE3
P32121	Q8NGQ2
O60885	Q99459
Q9P2A4	Q9Y6W5
P22694	Q9UN42
Q8N5S9	Q8TD86
P23511	P27797
P54253	Q03989
P14618	P38936
P63165	Q99607
P06213	P19174
P22681	Q96J02
P51681	Q13625
P10276	Q14686
Q15047	Q9Y383
P46109	Q92569
P06748	Q9BQG0
Q15714	Q9Y241
O14950	Q9H1R3
O00273	O76075
P17676	P84022
O95067	P30307
P01106	Q7Z6J4
P62256	Q9BWF2
P40429	Q9UNX3
P22612	Q8WXS5
P27348	P42345
P62847	P63220
P06241	P18583
P08581	P09603
P05556	Q03135
Q01118	Q9UQM7
O60739	P16152
O94910	P01106
P18146	P35226
P17483	P49716
O95398	O95622
P05067	Q03135
O43390	P52756
O95782	Q6WCQ1
Q16576	Q9Y4K3
P07948	P67870
Q13315	Q9NQS1
P62491	Q96EV8
P17947	P35637
P21741	P23458
P50552	P60953
Q7RTX0	Q8TE23
P10644	P35250
Q01085	Q13148
O15360	Q92925
O15169	Q92837
Q16637	Q99459
P52198	Q5T5U3
O14933	Q96EP1
P61586	Q92888
P00558	P27540
Q14164	Q92844
Q15427	Q6P2Q9
O75400	P24347
P18146	Q96J65
406991	P36952
P26447	Q99075
P48051	P50150
P55060	P61981
O95402	Q96HR3
P16591	Q8IZP0
Q7L576	Q8WUW1
Q92769	Q96QV6
P62424	Q9UL18
Q13573	Q8TAQ2
P30480	P41091
Q13315	Q15007
P84090	Q9NQY0
P15056	Q16659
Q13555	Q8IZS8
P04141	Q13651
P38936	P62820
406906	P30825
O00459	P50150
P12074	P62993
P01570	P78552
O14544	P15260
P01116	Q01201
Q12955	Q14643
P54289	Q9Y2T4
O95343	Q13330
O76082	P08047
P58753	Q9Y4K3
P35579	Q9BUZ4
P05388	P84098
P62158	Q14318
O95757	P01889
P07585	P14555
P11387	P46013
P49841	Q9NWM8
Q8TEX9	Q9HC98
P25786	Q15008
P49841	Q9BZV1
P28562	Q01085
Q13555	Q8NFM4
P62158	Q96RR4
P14784	P52333
O43561	P01730
P08887	P26441
P18206	Q9Y4G6
Q0VG06	Q8NB91
P02462	P26006
Q07955	Q9BTC0
O00168	Q9UN42
P29622	Q92956
P62993	Q16513
P48551	Q13191
P26232	P61981
P60953	Q99683
P29275	Q5JWF2
P46821	Q9H2C0
P05230	P19784
P63151	Q13188
P67870	Q13216
P52272	Q15365
P07942	P26010
Q9NVC6	Q9NWA0
P25208	P30307
Q70Z53	Q8IWX8
O60840	P28223
P43657	P63215
O75419	Q15714
P04843	Q9Y2Q3
Q14164	Q8N163
Q6Y7W6	Q8TF46
P31273	P55157
P23468	P40763
P10644	Q16659
P04637	Q96KQ4
Q16537	Q7Z3S7
P51817	Q9UBN1
P13747	P43632
Q13237	Q13733
P0C1Z6	Q8NBZ0
P38570	Q05397
P53350	P68366
Q5SRE5	Q8N1F7
P35609	Q13683
P08572	P16144
O00743	P36897
O14653	O15155
Q15942	Q8N8S7
O60262	P63092
P63211	Q15759
Q68DC2	Q96CW1
P23381	Q9UBC3
P00519	P61764
P01563	Q99665
P14868	Q13155
O00744	O75581
O00212	Q13009
P06241	P08174
O75448	Q9BTT4
P33992	P55201
Q7L1Q6	Q96QZ7
O14980	P62826
P40425	Q8NB16
P61587	Q5T5U3
P01903	P04233
O95257	Q9BVJ6
O75578	P02452
P33993	Q9BRX2
P17275	P17544
P09619	Q92914
O43889	Q13554
P06756	Q8IZC6
Q14562	Q96FV9
P48736	P52333
O60880	Q15052
O43586	P37268
P27361	Q16827
P61353	Q9HCK5
P54646	Q16822
P50502	P60953
Q9GZP1	Q9H8Y5
P98170	Q15819
O75914	P84095
P06241	Q13796
P12931	P42229
P31749	Q15027
P01112	Q8N9B8
Q00535	Q01105
P22612	P54710
P51817	Q7Z2W7
P05771	Q02930
P01568	Q6UXL0
P35222	Q9ULV1
Q13315	Q6ZN55
Q14197	Q9NYY8
O14746	P00519
Q9HC24	Q9UM00
P08173	P63215
O43889	P05771
O15264	Q8N5C8
O14827	P62873
P51617	Q16543
407007	P46527
Q13387	Q9UBS0
Q12933	Q13137
P55157	Q9NYQ7
P48023	Q9UNF0
P15153	P46940
O95453	P33240
Q96EY7	Q9UKV8
Q13188	Q7L9L4
P07550	Q8WTQ7
O95167	O96000
Q99816	Q9BUJ2
P36897	P49703
O43295	Q92730
P05014	P42701
P12931	P60709
P18206	P68104
Q14566	Q53TS8
O43639	Q13153
P31947	Q6P4F7
P0CAP2	Q9P2H0
P10070	Q9UKB1
O43242	P01243
P09429	Q13432
P62424	P83731
Q00987	Q15466
P03372	Q05516
P60520	Q9NT62
O00459	Q07889
P17948	Q92914
Q92765	Q9H1J5
P78344	Q14240
P10828	Q93074
P23258	Q9BSJ2
P18848	Q9BUB5
P61962	Q9Y463
O00487	P62191
P40763	Q9HBE4
P48357	P51460
Q16666	Q86WV6
O75943	Q9UM73
P49716	Q01094
P35626	Q8NGD2
Q9NRC1	Q9UBF9
P42768	P63000
P10301	Q92565
P51686	P55773
P04632	Q9H1Y0
P61289	Q9UNM6
P41182	Q9HC56
O95831	Q0VDF9
P26373	P61513
O75676	P68400
O00329	P35916
P42345	Q12933
P10768	P23508
P01889	P30520
P16220	Q9NZN1
O15379	P10276
P48643	Q66LE6
P48643	Q9HCK5
P11802	Q9UJX2
P37198	Q8WYP5
P25963	Q9Y618
P17612	P45984
P61077	Q96EP1
O00291	P42858
P15735	P27482
P26641	Q15046
Q86V81	Q9GZY0
O43390	P61978
P84243	Q12888
O15287	Q8NB91
Q06481	Q93074
Q7L0Q8	Q9P2F6
Q96KB5	Q9P2H0
Q14457	Q9UQE7
P27361	Q15349
Q96PM5	Q9Y2X8
P20936	P54762
O75376	Q9BQ87
P27986	P61981
P61353	P62913
P18754	P55084
574455	P03372
P49674	Q12778
Q3ZCM7	Q8NCM8
O95232	Q13535
P06241	Q13283
O00308	P78563
Q01081	Q86V81
P04637	P35354
O14640	Q9NYF0
O00124	P01106
P78537	Q9H8E8
P00797	Q92824
P22314	Q9BXL5
P51991	Q07955
Q05397	Q14451
P0CG47	Q07812
Q16543	Q9BQI3
O43683	Q9UK32
P04049	P62258
Q09472	Q15788
P35222	Q96QZ7
P24752	P29372
O43572	P13861
P51965	Q86UD3
P08887	Q9NZ08
P48643	Q6WCQ1
Q12840	Q13625
Q8IXM3	Q969Q1
P01112	Q8WWW0
Q70Z53	Q96N46
P56545	Q8WW38
P98175	Q9HCK5
P27540	Q07654
Q15853	Q9NQA5
Q16254	Q99856
P62993	Q8WWI1
P20701	P61224
P22455	Q9H4P4
Q09472	Q13105
Q04759	Q8TAA9
P51610	Q9H8E8
P19838	Q9Y239
P12814	P25054
P16234	Q92529
Q14807	Q8NG27
P56270	Q12830
P40933	Q9HC73
Q8IV31	Q9HAU4
O15264	Q99733
P05067	P78352
O43677	P03886
P01567	Q13651
P67775	Q92736
P63165	Q9C0J8
P27986	Q9UN42
P06493	Q99640
Q53HC9	Q8NC51
O14867	Q86YC2
Q15788	Q92831
Q15714	Q8N6L1
P57739	Q8N6F1
P40692	P54277
P04637	Q92754
P18621	P36578
O43143	Q8IWZ8
Q92838	Q9HAV5
O15162	P00519
P32929	P63104
O15131	Q15274
Q15788	Q99828
P56524	Q9UQR1
P62280	Q9H4L4
P08047	Q6VMQ6
Q86TJ2	Q9H0E3
P11233	Q9NZL6
P52434	P53803
P10914	P51532
P07741	P16871
O43318	P08107
P26196	Q9UKV8
P14618	P52790
Q08043	Q15942
P17693	Q14952
P02786	Q15027
P09382	P16150
O60271	Q13315
P15248	Q01344
Q96IZ7	Q9P1U1
P01889	P61970
O00311	P33991
P38405	Q8NGP4
Q00722	Q9NPG1
Q12988	Q9UJY1
P16144	P51636
Q15102	Q9NPI1
P08138	Q92529
Q13115	Q15759
P13987	P21926
P05231	P23458
Q9BRQ0	Q9Y6J9
P16885	Q9H204
O96019	Q9Y265
P31751	P62714
O60503	P63215
P01106	Q8N8A6
Q9UK45	Q9Y4Z0
Q13761	Q9NQB0
P29460	Q9HBE5
O96019	P06400
P67775	Q06432
P00519	Q15427
P63000	Q9P286
P48023	Q96JB8
P07355	Q14164
Q13315	Q9UJD0
Q4KWH8	Q9NRD5
P49427	P62140
P51003	Q15366
P01569	P26992
P07237	P13674
Q15398	Q9Y297
P19387	P24928
O60603	Q15654
Q13233	Q9Y230
P37108	P49458
O94830	P53618
P32969	P98095
P04637	Q969H0
Q13616	Q9UKT7
