#node1	node2
P62310	P68104
P0C5Z0	Q96RL1
P17301	Q01955
Q15628	Q9NPH3
Q15052	Q15797
O15230	Q7L0J3
O94921	P30304
P05231	P19235
P55209	Q92793
Q14738	Q9UBN1
P15311	P68032
P13612	P46108
P37231	Q9UBL3
P80511	Q15109
O95832	Q96AP7
Q15653	Q15750
P01889	Q14952
P55060	P63104
P12931	Q04759
P35916	P52798
Q6P4R8	Q9C086
P29353	Q13526
P08047	Q92769
O95484	Q96B33
O95989	Q16643
P30154	Q13573
P61088	Q96FW1
Q07011	Q12933
O75521	Q9Y2Y9
O95396	Q9BTM9
O43566	P11215
O60721	P18146
O75970	Q9H205
Q07020	Q92901
P22694	Q05397
Q05513	Q96RI1
406905	P23560
O60885	Q96EP1
P37108	Q96BK5
P39656	Q8TCJ2
O60674	P42338
P05067	P09471
O75582	Q96BA8
P00519	Q9ULV8
P25788	Q00987
Q8IXI1	Q9NQU5
Q13257	Q9H1A4
P08908	Q9UBU3
P13637	P27361
P58876	Q8WUI4
P33993	Q14209
Q8IX04	Q8N9I9
100008588	P53803
Q8TBB1	Q96BR9
Q9UD71	Q9Y2H0
P98161	Q6VMQ6
P00533	Q05397
O96019	Q9GZN1
P24468	P49715
P01848	P01850
407026	Q9UBC3
Q86UL8	Q8IY63
P63208	Q02224
Q86Y39	Q9UI09
P22694	P62955
P31939	Q9Y375
P33240	P46379
O60244	Q93074
O95163	Q99728
P43026	Q13873
P28482	Q13501
P10114	Q8N4C8
P10275	P84022
P00533	P08107
O00506	P63104
P33991	Q08945
Q13573	Q8NI27
Q15628	Q9Y5S8
O15264	Q15233
P22681	P63104
P04908	Q8WUI4
Q02108	Q02556
Q9HAU4	Q9NP98
P84022	Q9HCE7
P05556	P49023
Q9Y286	Q9Y4K3
Q03468	Q15843
P12931	Q9Y6K9
406919	P09603
P12931	P78345
O00459	P42336
P35250	Q13573
O60516	O60573
P49023	Q16827
O95168	O96000
P01138	P09619
O43252	Q96I34
P00491	Q5RL73
Q96D42	Q96H15
P46778	Q9UL18
O00257	P12757
P30939	P50150
Q13813	Q9HAU0
Q13315	Q9P0P0
P84077	Q9ULH1
P50750	Q9UHB7
P11274	Q13588
P49918	P63208
O15534	P56645
O15258	Q16891
Q14165	Q9Y4K3
O14950	P62136
O95136	P08754
P31943	Q86V81
P01106	Q14839
P13501	P51685
P27635	P46779
P57678	Q13233
Q9UMR2	Q9Y2U9
P20248	Q9NYG5
O00213	P54253
Q13557	Q14643
Q05519	Q92620
P07910	Q08211
P08134	Q96HP0
O75746	P01106
Q07890	Q07960
Q12873	Q15714
P19174	Q05193
P22694	P50150
P22736	Q9HC38
Q07021	Q14197
O00482	Q15466
O43921	P10721
Q13315	Q9UPV0
P61981	Q9NSK0
P38646	Q15653
P17844	P55795
P46094	P47992
Q08881	Q8WYR1
Q12933	Q8TBE0
Q8WVM8	Q9UPT9
O95199	Q9BT78
P62136	P62140
P15170	Q9Y4K3
O15350	P46937
Q8N9I9	Q96LR5
P29992	P32238
P19174	Q7Z408
P04637	P46695
P40425	Q13315
P41235	Q9UBC2
P45983	Q9BPZ7
P16035	P50281
Q8N2Z9	Q9NPD8
P55160	Q7L576
Q06547	Q8NHU6
P15559	Q8NHM5
P63261	Q9UI47
P62979	Q13077
P24522	P52564
O60934	P04637
P51149	Q7Z3C6
P56545	Q13465
P49454	Q9Y6A5
P18074	P19447
P20073	Q9Y600
P02675	Q13155
Q6PIL6	Q9NS61
P24522	P68104
Q3ZCQ8	Q9H8T0
P05067	Q96BI3
P05015	P26992
P26599	Q05519
Q99623	Q9Y4G8
P10916	P63261
P17980	Q06323
P00533	Q14318
O75159	P52630
P34897	P62993
P81877	Q9UBH0
P30281	P49918
O14929	Q16695
P84243	Q96KQ7
P49792	P84022
P13612	P26012
P31749	Q8WYR1
P27487	P51671
