#node1	node2
P24385	P51948
Q96DE5	Q9UJX3
P48736	P50993
P26368	Q9NVV9
P36873	Q9BQI3
P11279	Q92542
P01889	Q9P258
P61088	Q96P09
P12271	Q92781
P18146	Q9BYV1
Q96HT8	Q99598
P05412	P48507
P15153	Q04206
P13569	P34925
Q99759	Q9H4A3
O00744	O95813
Q13555	Q14571
P24385	Q99612
P06400	Q13522
P62841	P62851
P10827	Q15648
Q2QGD7	Q99962
P49675	P58012
P36956	P63279
P50395	Q9GZN1
Q9H9B4	Q9Y6K9
P27348	Q96F86
O14610	Q14833
O00222	P63211
O14682	P06400
P09681	P48546
Q9NX58	Q9UKY1
O95271	Q9NRI5
P14923	P52565
P49918	Q00534
P04637	P68133
Q15075	Q8NEB9
P50876	P62256
P62491	Q9BXF6
P51817	P59768
Q13573	Q15427
Q01844	Q9Y3F4
P31943	Q92597
Q12905	Q9Y230
P84095	P98171
O14543	P52333
P10301	P67775
P56278	Q01844
P41595	P50148
P29275	Q5JWF2
P17676	Q9Y6Y9
P30154	Q9H7D0
P08631	Q92556
Q13432	Q15486
Q16630	Q92945
O43818	Q9HCE7
O94906	Q15428
O14737	P01889
P53671	Q13153
P04626	P42680
P35250	P40937
Q13233	Q93008
P24557	P37231
P46459	Q9P2H0
P41182	Q9NYK1
P49901	Q9BQ66
O43678	Q9Y328
P00451	Q76LX8
A8MVX0	Q14161
Q13485	Q99717
Q07889	Q8NHR9
O60739	Q96FW1
P08514	Q86UX7
P01023	Q92890
P08910	Q96PU8
O15264	P30153
P52735	Q6WCQ1
O43318	Q16539
P10275	Q15020
P62955	Q13554
P17948	Q92569
P22607	P62993
O14610	Q92633
P19338	Q9UL18
P23396	Q00653
Q12778	Q9UGJ0
Q12923	Q9BUL8
O76081	Q92504
P06454	P40763
P20333	Q02978
P60033	Q99684
P27986	Q13191
Q13547	Q99684
Q99459	Q9Y266
P10636	Q7KZI7
Q01101	Q13368
Q14781	Q99496
P36873	P62136
O75900	Q09472
P06899	P51610
P14416	Q66LE6
P04637	Q14191
P14598	Q04206
P22612	P30307
P10809	P55212
P12270	P78406
Q71F56	Q9Y2X0
P57059	P63104
P26010	P51636
P36873	Q08289
P20248	Q96EV8
407035	Q9NPG1
P18848	P19387
P47992	P49238
Q9H8Y8	Q9UHY8
O15524	P15260
P04839	P31260
P31946	P45983
Q01892	Q92793
P08700	P16471
P11216	P46019
P78362	Q8WYA6
Q00978	Q14765
Q15382	Q8N122
P05019	P10721
P20823	Q16270
Q13418	Q9H2U1
P45973	P46100
O00459	Q9HBH0
P49821	P56181
Q14566	Q16254
Q13884	Q6AI08
P27540	P61073
P19012	Q9H4K1
P08631	P08754
P46783	Q9Y4K3
Q96BR9	Q96JP2
Q9ULK4	Q9UPW0
O95639	Q6UXN9
Q9H0E2	Q9Y5V3
Q15365	Q9UKM9
P50502	Q96BK5
407019	P37231
Q15019	Q9UHD8
O75478	Q16594
P46531	Q86UW9
O43374	Q9H910
O94953	P68431
P11940	Q9NZC7
O60684	Q02252
Q14197	Q16795
Q9H3P7	Q9UBF8
Q15139	Q8TAA9
O15355	Q9Y4K3
Q16531	Q9Y6J9
Q15029	Q9Y2Q3
Q13227	Q9BQ87
P27482	Q16566
P09471	P48051
P12931	P48736
Q9GZQ8	Q9UBC3
Q08945	Q86Y13
P20333	P62263
P20042	P68400
P16035	P22234
P02748	P13987
P55795	Q15287
P05023	P20333
O43927	P46092
Q16513	Q96B18
Q13114	Q13489
P08631	Q14289
Q00653	Q9BUF5
P08047	Q92769
Q03135	Q9H1Q7
P49674	Q8NFZ8
P07948	Q15723
O76100	P32121
P61586	Q9UKX3
P19532	P49321
Q96ES7	Q9H8E8
P51805	Q16637
P39023	Q13573
P05019	P06213
Q04864	Q13748
P04843	Q9UHD9
P49703	Q15797
P34932	P45983
P08107	Q04206
P01568	Q00653
Q9Y4K3	Q9Y6K9
O15350	Q96KQ4
Q99848	Q9NX58
P50613	Q13889
P08648	Q9HBI1
Q14197	Q9NUL7
Q13705	Q15796
Q06124	Q96LC7
Q16539	Q9UK08
P25205	Q8WYB5
O43795	Q99759
P30260	Q9H1A4
P06213	P29353
P25398	P42677
P18084	P55268
P26599	Q8IU81
Q07021	Q9Y572
P22612	Q8IWT1
P13611	P16070
O43189	Q9NVV9
Q9BTT4	Q9Y3C7
O00505	P19838
P01106	P0CG48
P33992	Q7L590
O60684	Q9UI14
P15498	P43403
P06400	P30281
O14641	Q13145
Q13535	Q8IYD8
O14640	O75084
P01100	Q03060
O00329	P06401
P05000	P15509
Q00005	Q7Z2W4
Q6WCQ1	Q9Y230
P05771	P62993
P05026	Q8IZ69
P51805	P67870
P51825	Q9UHB7
P25963	Q13233
Q08211	Q13573
O15121	Q9ULC4
Q07444	Q15596
O60684	P12956
Q9BZE4	Q9NX58
Q15303	Q9H201
406913	P31269
9757	P46108
Q6DN03	Q9C005
Q15139	Q9NRA0
A6ND48	P38405
Q13573	Q6UN15
P08648	P35442
P04637	P12004
P23508	P41252
Q8WUM4	Q9Y5J5
O14625	P49682
Q13315	Q9NUW8
P31785	Q9UHD0
Q08945	Q71UI9
O94762	P24928
P08134	Q07890
P17844	P19174
O15111	P35579
P04629	P29350
P51654	Q93097
P40337	P41252
Q96D15	Q9UMX1
Q15714	Q92616
Q13363	Q9H307
P28702	Q9Y6Q9
Q02818	Q14790
Q8WUD4	Q9BZJ0
P61586	Q8IZD9
P51685	Q16663
Q16778	Q7L7L0
O60814	Q9UKV0
O43187	P10398
P22681	Q9UHF4
O75019	P08637
P36873	Q96C90
P25098	Q9Y2X7
P52756	Q6P2Q9
P15260	Q8IZJ0
Q12872	Q15287
P43146	P61586
P05423	Q9NVU0
Q00341	Q96IP4
P12814	Q92831
Q99523	Q9UJY5
P52333	Q07666
Q92733	Q9UMS4
P08588	Q8TDG2
O95989	Q00765
P10415	Q8IVG9
Q13885	Q92974
P36406	Q9H4K1
P15407	P53567
P19793	Q13393
P13612	P26010
P30480	P37108
P11831	Q14192
O95067	Q17RY0
Q14344	Q86XP0
Q5T0N5	Q92995
Q9NR45	Q9UKE5
P12931	P49916
P63000	Q04206
P33993	Q01094
P10415	Q9C000
Q9H2M9	Q9Y2Q3
O43889	P35638
Q15427	Q9BQA1
O60925	P56182
P33993	P46527
Q92956	Q9Y3U8
P05771	Q9ULU4
P01241	P40189
P60709	Q9UDY2
P61254	P62993
Q16665	Q9UIJ7
O95816	Q13077
O95084	Q99653
Q12933	Q16584
P51784	Q9Y4E8
P16870	P20382
P17612	P54840
P24593	P46379
P41220	Q9BVA1
P62424	P62987
Q14191	Q92519
O60925	Q96DF8
P49354	P49356
P51686	Q07325
P42229	P45983
P11362	Q15464
B5ME96	O75015
P27986	P48023
P51681	Q03405
O95503	P68431
P08069	Q13322
P05556	P56539
P33778	Q5VTR2
Q15147	Q8TEW0
P29460	Q00653
O14974	P10916
P18206	Q9GZM8
Q15834	Q8N8B7
P27695	Q96EB6
P08047	P49585
P51398	Q92731
P55201	Q92794
O14907	P25208
P43246	Q99459
O95831	P54652
P33991	Q08945
P07910	Q15834
Q13535	Q15596
Q13315	Q6IPX3
P20807	P25963
P41235	P49848
P02751	P27658
P08754	P27361
407011	O94925
O00442	P46779
P04637	Q9BY41
P07498	P10398
P63104	Q9Y224
P35626	Q8NGE0
Q00597	Q9HB96
P62877	Q96L50
P30511	Q13241
P99999	Q9H0C2
P49023	Q16827
Q9UBT2	Q9Y4K3
P06870	P30411
Q13526	Q9GZR7
P08588	P32121
P20073	Q15047
O15055	Q9Y297
O15524	P31785
P04632	Q00535
O00562	P61586
P01889	P35241
P10636	Q96RG2
P27348	Q9Y6J0
P17542	Q9C0K0
Q15102	Q9H190
P31689	Q9Y2Q3
P01106	Q9UIL8
P06241	P16144
P01106	Q92673
O95760	P55210
Q96D31	Q9BRQ5
P34947	P51686
P50616	Q9H361
Q71UI9	Q9UKV0
P62304	Q969L4
O00590	P80098
P12883	Q9NRI5
P06493	P18074
O95813	Q9UJU2
O15027	Q13315
O60262	P42336
Q15788	Q9H204
O60869	P20226
P01857	P11362
O75943	P55769
P61952	Q8TCU6
P00533	P31947
P51681	P62310
P46094	Q8NHW4
P17612	Q08493
Q96BD6	Q9UBF6
O00329	Q9Y243
P15509	P32927
P55212	Q96P09
O75044	Q9HBH0
P11177	P20073
O43318	O43541
P04628	Q9UP38
P07237	Q99689
P42702	Q13007
O14544	Q9HBE5
P04637	Q00978
P01106	Q9Y678
P46527	Q12933
P0CG48	Q8NFZ5
P68431	Q13185
P26006	P35609
P63165	Q5T5X7
P04731	P63096
P46734	P49407
P54252	Q9BUB5
P31947	Q8TF72
O94864	P21246
Q13535	Q9Y2D5
P23508	Q9H0U4
Q9UL03	Q9Y478
P04406	P63167
Q6XZF7	Q9NQY0
O60244	Q9H2G2
406977	P08581
P01106	Q5QJE6
P36897	Q15669
P16473	Q14344
P17081	Q6ZUM4
P22694	Q8TCU5
407008	O15111
Q13315	Q86XL3
Q16539	Q9Y243
P14778	Q86XR7
Q86Z02	Q8TAD8
P50914	Q92901
P04350	Q9Y6N7
O96000	Q9Y6M9
O43390	P26599
O75694	P52948
Q7L5N1	Q99417
P15924	Q00005
Q16665	Q9NWT6
P17948	Q9HCE7
O60391	P62136
Q14627	Q9HBE4
P16104	Q14697
P46108	Q92569
O43927	P61073
P42766	P63173
