#node1	node2
P13500	P46094
P06400	P09429
P16220	Q9Y243
O94817	Q9BQ66
Q14164	Q9Y230
P40763	Q9UGJ0
P11387	Q9NR30
P62993	Q9H204
P31947	Q12778
P35268	P62750
Q8NDV3	Q9UQE7
P54253	Q53G59
P27694	Q14191
O95257	Q8TAE8
P22301	Q99062
P25205	P55201
P01137	Q13018
O94921	P38936
P22612	Q09472
Q01844	Q13418
P01589	Q9UHD0
Q86UD3	Q96B02
Q9Y3A3	Q9Y4G8
P51817	Q5MIZ7
O14936	Q9Y2J0
P62888	P62945
P27105	Q13617
P08648	P12109
Q13535	Q96JP5
P09693	P42338
P12830	Q9UNH5
Q6UX06	Q9P0J0
P37173	P61586
O14508	P35568
Q13315	Q9H4A3
O60381	P01106
P49368	Q9H9G7
Q13310	Q8IYD1
O43676	P03905
Q96AV8	Q9Y265
O60262	O75899
P53355	Q9H553
O14807	P21359
P49792	Q13426
P21741	Q02543
P08581	P20827
P01111	Q04771
P15153	P98171
P21860	P46934
O15315	P68431
O75563	P36897
P56545	Q03014
P22695	P62330
P40937	P40938
Q99879	Q9C005
O43542	O75771
P18031	Q9H1D0
Q86SE5	Q99598
407003	Q13555
P01106	Q92769
P06241	Q9HCM9
P63104	Q92974
P62701	Q00653
P01106	Q9UIJ7
O15287	Q8N2Z9
B1A4H9	P78552
P46781	P62244
Q06413	Q15759
P17844	P62993
O95747	Q9Y376
P32121	Q8NGP8
P68036	Q7Z419
P38405	Q8NGA6
P62491	Q6WKZ4
P13861	P15311
O00411	Q9H5Q4
Q8N5V2	Q9UF33
O95644	P22694
O43306	P05129
P26998	P62993
P00492	P60520
P17181	Q9UBD9
O14576	P04183
P02741	P19838
Q13769	Q9H1B4
P55036	P55209
O43504	Q96AW1
P68402	Q07352
O95168	P03905
O75582	P68431
Q01113	Q92993
O14610	Q08462
O60936	P04637
P20073	P27694
P04222	P49591
P54257	Q9UFN0
P49641	Q9Y2X7
P14784	Q9HBE4
O14929	Q99525
Q05655	Q14289
P20138	P29350
P98177	Q9UGI9
O75529	Q86TJ2
O75478	O94864
P12110	P26010
P61586	Q07960
P49792	Q12802
P04637	Q13164
P12931	P18433
P12814	Q9BUZ4
O95758	Q99459
P48443	Q92793
O15379	O60566
O95221	P35626
P11021	Q6WCQ1
O43765	P07900
Q01844	Q06187
P42263	Q14957
P28702	Q15466
O00744	Q8N474
O14980	Q15910
P04839	Q02556
P04049	P06239
P15374	Q13315
O14901	Q13547
P12004	Q9Y253
Q06265	Q13526
O14654	Q02156
P01137	Q14839
O43924	Q8IW50
O95182	P03891
P19838	Q13464
O95467	P51828
Q05519	Q15365
P51681	Q9NWA0
O95373	Q9Y4K3
P43686	Q92753
P13747	P26715
P32121	Q96RA2
O43908	P30466
P01241	Q01105
P31946	Q9Y4H2
Q99459	Q9H0D6
P22681	Q07889
P09919	P42702
P05013	Q9UHF4
P01570	Q09472
Q01094	Q16877
P52198	Q9BRR9
P01106	P62158
P05783	P52735
O75161	P01106
P62258	Q02878
O43765	P46379
O75038	P41743
Q14919	Q9HBM6
Q13315	Q5TGY3
P21802	Q96J02
P63000	Q9P286
Q07157	Q16625
P07992	P23025
P31749	Q14643
Q14197	Q9BYC8
P48729	P63104
P49959	Q96PY6
Q96B97	Q99962
O00329	O00463
O00311	P42771
Q15834	Q9UPT5
P01189	P40763
P11021	Q13233
P46782	P62277
Q9H5J8	Q9UNN5
P17301	P56945
Q13237	Q13733
P02768	Q9H5V8
O00459	P07359
P31995	P62993
O95166	Q08117
P31749	Q3V6T2
Q99650	Q9ULV8
P31273	P55157
P22681	Q16827
P22694	Q9NPA1
P30273	P48736
P12814	P62736
P48544	Q92769
P37231	P48443
P35626	Q8NGA8
P62826	P68104
P36894	Q7Z5Y6
P52292	Q13573
O14964	P08727
P01764	P01857
P51817	Q9NZT1
P32121	Q8NHC7
P26951	P29460
O95484	O95500
P55210	Q96P09
P42338	Q9NSC5
Q13137	Q9H6S1
P46937	Q9Y297
O43491	Q13315
O75352	O95714
P10070	Q13547
P84996	Q86XP0
O00257	P84022
P26639	Q14164
Q05516	Q9Y333
O43395	P54727
Q07864	Q9NRF9
P62258	Q99759
Q00653	Q9Y6K9
Q01844	Q8IVA1
P41182	Q9BZK7
P08865	P62847
O75167	Q15788
Q8WWW0	Q92624
P13569	P20823
P10809	Q9Y375
Q92993	Q9H0E9
P14672	P63279
P16333	Q9HCU4
P61073	Q9Y4X3
P62993	Q92953
P05060	Q99700
P63104	Q07352
O95201	P19544
O15524	P06213
P38484	Q969D9
P01567	P16471
P13945	P32298
P24394	P35225
Q9HBE4	Q9UHF4
Q8IXK0	Q96GD3
P60228	Q9HAU4
Q15797	Q8TAI7
O43303	O60641
Q6P3W6	Q96MW5
O95251	P53350
O95251	Q9H079
P35498	Q9UKL0
P07437	P19438
Q9ULH1	Q9Y5X1
O95503	Q99496
407047	Q01453
P08572	P16144
P00519	P05107
Q9NWA0	Q9NX70
O00459	P14672
O75396	P35609
P31040	Q14164
O14641	Q96BR9
P25963	P78527
Q96A08	Q99878
O00329	P08069
P62993	Q16695
O75116	Q99459
P26367	Q96HF1
P04632	Q9Y295
P45985	Q15750
P61081	Q13617
O75800	Q96BK5
O60684	Q13573
Q96B02	Q9Y508
P53708	Q07889
O95644	P22612
Q8IUQ4	Q9H422
P20042	P49770
Q6WKZ4	Q9H4M9
P62136	Q8NG31
P24385	Q13547
Q13315	Q9Y248
P14784	P22301
P17181	P29350
P08700	Q99062
Q16659	Q7L190
P54259	Q86UL8
Q71UM5	Q9UL18
P01889	Q9H9B4
P14784	P31785
P15090	Q93063
P40337	P56134
P23763	Q16623
P24941	Q92831
P63104	Q99459
P12236	Q12873
P51149	Q9BQE3
P29590	P45973
Q0VDF9	Q99683
P16220	Q9Y4E5
P19438	Q9BPZ7
O14908	P17252
O43147	P00533
P08754	P49682
P12980	Q9H7Z6
P38398	Q8NEM0
P02461	P26010
P35372	P50151
Q8NBJ4	Q9H840
P01563	Q92985
Q14164	Q9Y6K9
P67870	Q08945
P61978	Q15560
P08047	Q8NCS7
P10586	Q6S5L8
Q13643	Q15654
Q8NFP7	Q9NS23
O15444	P51681
O15392	Q15329
P14625	Q00613
O75937	P31943
O60262	P05129
P15153	Q15052
Q99638	Q9UIF7
P04156	Q86Y79
P15036	P18146
P47898	Q9UBI6
P51668	Q9BV68
O43353	P21796
P22736	P54253
Q16576	Q99459
P05113	Q99650
Q13136	Q14738
P18146	P26651
P16520	P28482
O14610	O43306
Q96GD3	Q9NRR5
Q8WU90	Q9H7E9
Q96PU8	Q9BX46
Q9NWZ8	Q9UHI6
B1A4H9	Q13651
O75323	Q9H0R8
P63208	Q9UMR2
P40145	P63215
P08047	Q16665
P0CG47	P0CG48
O75626	Q9Y490
P39023	P62917
Q96FW1	Q9UFF9
Q9UBZ4	Q9Y2I6
Q7Z434	Q8IUC6
O15162	P29353
Q16659	Q96IZ6
Q9NRR5	Q9Y5P3
O14920	P02511
P12931	Q99704
O75821	Q13526
O60551	P20073
P01106	Q9H5J8
P14550	Q03001
O95817	P34932
O94761	P09874
P08581	Q92914
Q15714	Q96E40
P26373	Q9UL18
P67870	Q6UXH1
Q9BZ29	Q9H4E5
P63165	Q99856
P10275	Q16543
P22455	P52797
Q13555	Q86YW0
P0C5Z0	Q92769
P18848	Q9BY44
Q13077	Q96GX9
P42224	P52630
O15455	P14316
407053	Q9HCU4
Q86WN2	Q99062
P57075	Q9UM73
P62256	Q9Y613
Q9HCE7	Q9UJX4
Q92786	Q92858
P47914	Q07020
Q9NX58	Q9UKE5
Q9BYG4	Q9BYG5
P25963	Q9H2S9
O14733	P53779
P41220	Q14194
O60244	Q93074
Q16363	Q9Y3C7
P12956	P60568
P36507	Q969H4
P21580	Q15025
P48736	Q9HAV0
Q7L590	Q9UJX2
Q13164	Q14789
Q9H2G2	Q9NZV5
P08151	P22612
P53567	Q8TEY5
406993	P10721
P32969	P63173
P32927	Q9GZX6
P24844	P61586
P21673	P49903
P22455	P22681
P32121	P51686
P46100	Q13573
O15428	P10636
P43243	Q9Y6E0
O60784	Q7Z3T8
O00501	O75508
O60244	Q9NPJ6
O15533	P17693
P07737	P63267
P55157	Q9UBS5
P62269	P62854
P36894	Q99717
P11802	P28749
Q16890	Q96J77
P08559	P11177
P30154	P42224
P08069	Q13322
P45983	P54652
P46531	P49810
Q16082	Q9UER7
P01579	P38484
A8MTJ3	P16499
P0CJ75	P25090
Q9NY65	Q9Y6G9
P19429	Q15172
O60266	Q8TD86
P55055	Q9UGU5
O60216	Q8NDV3
406956	Q13315
P06681	P48740
P82930	Q9UBC1
P62987	Q9UNE7
Q6P2C8	Q9NX70
P10275	Q9NQU5
P36543	P61421
P54257	Q5T7V8
P19388	P61218
P20962	Q9UGN5
O15355	P49286
O15399	P41594
P38570	P46109
O95343	P48431
O60716	Q7Z6J6
Q14653	Q92844
P11047	P17301
P62993	Q9HCM9
Q06187	Q9Y6Q6
P04899	Q14832
P38405	Q9H207
Q6UN15	Q9P2I0
O15144	P12830
O14641	Q9UM47
O14558	Q9Y243
O75578	P05106
P31785	Q9NPH9
O75528	Q9H0E3
P60953	Q00587
P07199	P67870
P31751	Q53ET0
P22612	P41181
O60341	O95863
Q14571	Q86YM7
P38405	Q8NG81
P62891	P62917
Q96JN8	Q9UJU6
O43678	Q9Y328
P04637	Q9BXH1
Q70Z53	Q9BPX7
P17081	Q9H0H5
O00459	P01112
O43463	P24941
P15391	Q13315
P01225	P58012
P00403	Q96BK5
Q9HCM9	Q9Y577
P35499	Q13424
P04183	P29400
Q96FF9	Q9UQE7
P51148	Q9NPF4
P25787	Q99436
Q04721	Q15797
P27540	Q9Y2N7
Q8NFZ4	Q9ULB1
P04085	P35916
P03915	Q9P0J0
P10275	Q9UER7
Q02556	Q14344
P61981	Q8TEW0
O14610	P45984
P41182	Q99836
P12931	P48023
P31749	Q96S96
Q92831	Q9Y605
P10398	Q9UNS2
Q9BZS1	Q9H334
P38398	Q9BX63
Q8TD86	Q93100
Q13111	Q9H9D4
Q04917	Q92934
Q7L590	Q99459
Q13573	Q9NV70
P56537	Q9NX58
P25942	Q9BS26
P10145	P18827
Q13467	Q93097
Q12933	Q96EK7
P14416	Q969Q6
P07996	P18084
P18146	Q13813
O00463	Q9NYJ8
P17540	Q5T3J3
P55735	Q9Y6B6
O43889	Q8TEY5
O43175	Q13573
P68400	Q96EZ8
P45973	Q13185
P04049	Q04206
P25105	P49407
P30050	P62906
O15516	P48730
P63208	Q9UKC9
P61956	Q96HD1
O14497	Q6STE5
O15105	P36896
O00311	Q9UBU7
P08514	P49746
P52735	Q58F21
P51531	Q86U86
Q13415	Q96CS2
O00203	Q12955
O43524	Q08050
P51148	Q15075
Q16671	Q7Z5Y6
Q13118	Q96J02
Q8TBB1	Q9NTM9
Q14032	Q9UPY5
O60262	P48051
P06576	Q14451
P35579	P51681
P20073	Q14194
P22681	Q06187
O75528	Q9Y4A5
P32248	Q16663
P38936	P62879
O15392	P06493
P04626	P42338
P51828	P63215
P63000	Q14185
P13639	Q15843
P04222	Q9Y262
406961	P24864
Q9GZR7	Q9NQ34
O14933	O75369
Q14332	Q9Y6F9
O43776	P54253
O95484	P56746
P18621	P27635
P10912	P32881
P01106	Q8TAQ2
O15211	P62070
P04439	P30457
P04179	Q9UKE5
O75400	Q13485
P40855	Q7Z412
P63000	Q99755
O14543	Q13651
P07437	Q6PEY2
P15884	Q02363
P34130	Q16288
P10912	Q9P0W0
P19174	Q9UM73
P15498	Q07666
O00217	O43677
P50148	Q9H461
P06213	P15692
P62314	Q8WXD5
P30480	P49189
P02751	P05556
P27361	Q16828
P62979	Q9NYB0
P07550	P13569
P55327	Q14164
P02462	P05556
P01241	Q9UHF4
O14494	Q13393
O75554	Q12874
P05231	P08887
P84022	Q9C0E2
P27986	P61981
P29590	Q15583
Q14627	Q9GZX6
Q99567	Q9UKX7
P0CG47	P35998
P04637	Q13043
P00918	P10809
P63092	Q13639
P38405	Q9H2C8
P31749	P38936
P49286	Q15084
O95671	P48775
O43318	Q99558
P55273	Q00534
P78406	Q8NFH3
P57678	Q15287
P35626	Q8NGL9
Q8N7P3	Q96AP7
Q96CF2	Q9UN37
Q05397	Q13546
P04637	P06748
Q14197	Q9H9B4
Q5VVX9	Q96K19
Q99717	Q9BT81
P14317	Q07157
P62136	Q6UN15
P04278	P41222
Q12905	Q9Y265
P42229	P43365
P25788	P53350
O60293	Q15834
O75582	P18846
P36873	Q06432
Q06124	Q14289
O75312	Q96SN8
P52294	P63104
P05230	P22455
O14788	O95865
Q8IW50	Q8IX03
P10276	P31268
P27987	P62158
P05106	Q9HBI1
O95398	P53778
P36406	Q13263
P56192	Q9Y6K9
P04637	P61086
Q96EY1	Q99759
Q8N5V2	Q9H5J8
P08047	Q6VMQ6
P24941	Q15714
P19388	Q8WVC0
O00459	P13637
P22607	Q92569
P43487	Q9UKE5
P04637	P78423
A8K6C2	P48551
P17181	P26441
Q14653	Q8NEV9
P51991	Q9BXL5
P05112	Q8N6P7
P62745	Q9H7D0
Q9HD15	Q9NRR5
Q96BK5	Q9ULE0
P01241	Q15185
P36873	P62140
O00743	Q9UPN7
A6NND4	P32121
O43741	P11166
P07437	Q13748
P82914	Q92552
O75956	Q9NZJ5
P62487	Q15560
A5YKK6	P78543
P30480	P99999
P0CG47	Q15078
P05129	P15056
Q8N0W4	Q9ULB1
P05015	Q14627
P53803	Q8WVC0
O15511	P62993
P11055	P60709
O00253	P54619
P05556	P05771
P46937	Q9H3D4
Q13885	Q92974
P06729	P13987
P21281	P25705
Q14164	Q8NC51
O00161	P54920
Q03164	Q12948
P05090	P21281
O00459	Q9UK08
P33992	Q99750
O95400	Q6P2Q9
P10644	Q15750
P10275	P51946
P41279	Q9Y243
O00590	Q99616
P62487	Q8WVC0
P25024	Q9H2A7
Q92925	Q96GM5
P07900	Q02790
P05129	Q13224
P29466	Q96P20
O94811	P04406
Q96G25	Q9NX70
Q13573	Q92785
O75937	Q13243
P08151	P22694
P35236	P45983
P10914	Q9BTT4
P04406	Q16363
P53602	Q13541
P60953	Q9BYG4
P62879	Q00975
P11940	Q9UPQ9
Q8IZJ0	Q9HC73
P00338	P20823
Q8N5U6	Q969T4
Q12824	Q13573
P46976	Q96HA1
O00221	P14923
A6ND48	P38405
P16070	Q13753
P15884	P35222
P01375	P14921
P11473	Q15466
O14775	P40145
P51114	Q5UIP0
P49888	Q13432
P49917	Q9H9Q4
P46108	P53779
O60503	P50151
P06899	Q16594
O60925	Q5JY77
P05019	P27986
O95084	P34896
Q92769	Q9HD15
P13805	P62195
Q15645	Q96JB6
Q92995	Q9BWH2
Q7L7L0	Q9UBN7
Q13555	Q9P212
P21333	Q9NYA1
P24385	Q96ST3
Q9NWB1	Q9Y6R0
P22301	Q5VWK5
P46778	Q9UKV8
Q71U36	Q99595
P15509	P32927
P62877	P63208
O43237	Q6PEY2
P21246	Q9H8M9
P13569	P25490
P11362	P15692
P68104	Q00613
Q9BYD1	Q9Y4K3
Q8IZI9	Q9UHF4
Q10586	Q969G3
Q15797	Q9Y692
P30050	P83916
P63096	Q9NQ66
P31946	Q96B36
Q16520	Q16649
P55273	Q9HA65
O60218	Q13085
Q9H173	Q9Y678
O00459	P08069
Q92769	Q9UER7
P78337	Q9BQY4
P29350	P40259
Q9BTT4	Q9UBN7
P62491	Q8TBN0
O14610	P27986
Q01113	Q9NPH9
O75815	P53396
Q01151	Q15717
Q08945	Q99880
O96011	P40855
Q99650	Q9NPF7
P17612	Q14432
P63146	Q12888
O75182	P38936
P51149	P68371
P47985	Q14197
O75925	P51692
O15335	O75578
P12318	P27986
Q14332	Q8N474
P05783	Q6WCQ1
P29460	Q99062
Q92569	Q9Y243
P43146	Q9HD67
Q13315	Q96MT8
O14818	P01106
P31947	Q6ICG6
P27037	P58166
P22626	Q14103
P51681	P80098
P01570	Q14626
Q13573	Q99848
P53779	Q9H257
O15524	P42702
P41586	P50150
O00233	Q9UL46
Q96EN9	Q99750
P0C869	P63096
Q06124	Q8WYR1
P32121	Q8NGJ5
P26367	P50553
P51693	Q99547
O00574	P47992
O75376	Q9UQL6
P32248	P43250
P05023	Q92597
P18146	P22392
P23443	P42345
P12110	Q9NRI5
P17612	P20020
P99999	Q15759
P12111	P26010
P31269	P40425
P52294	Q9GZX7
P09341	P51684
Q8NFH4	Q8WUM0
P62993	Q13322
P26951	P29350
P27986	P30086
P0CG48	P12931
P22301	P35228
P01871	Q06187
Q09472	Q9NQB0
P08107	Q9HCK5
P31785	Q9UBD9
O15400	P54920
P01111	Q8TDF6
O96013	P18084
O76081	P40222
O00217	O95168
Q13794	Q92843
P50395	Q9H1Y0
O43524	P30048
P18146	Q8IVS8
P51668	Q96EP1
P62841	P63220
Q63HM2	Q9NRI5
P09874	Q12933
P48729	Q13158
P10914	Q9BQI3
Q7Z2E3	Q9UID6
Q15428	Q8IX12
P08581	P63104
Q16557	Q6VMQ6
P10636	P19174
P61266	P63027
Q13315	Q9HCF6
P20226	Q09472
P02776	P41597
P46060	Q99459
Q02952	Q13315
Q02750	Q8IVT5
O43463	P24864
Q15669	Q5T3J3
Q15369	Q15370
Q13315	Q9Y462
P33993	Q8WXE1
O60739	Q13155
P61088	Q9H6Y7
O15259	P98161
O95400	Q14558
P62266	P62841
O95685	Q16816
P32243	P62195
P08476	P27037
P08047	Q04206
P31946	Q6PKG0
Q14457	Q9NYJ8
P30291	P67870
P03956	P08123
O15264	P61204
P62993	Q96RD6
P17948	Q12913
P05783	Q06124
P20339	Q9H1K0
P53350	P82094
P42338	Q9Y243
P63165	Q14865
P62318	Q13573
P12931	Q07890
P08588	Q99962
P40337	P61626
O95343	Q9HD42
P10244	P78396
P26006	Q9HBI1
P04040	P42684
Q13573	Q92922
O15488	P46976
Q13616	Q9H469
406991	Q00534
P05112	Q5VWK5
P63092	Q16602
P01130	Q8NBP7
O14709	Q13263
P01889	P61769
Q8TCW9	Q96EZ8
P04049	P10301
Q15561	Q15834
P00403	P52735
P05141	P21796
P61218	P62875
P01116	P06756
P11388	Q9UKV8
Q13573	Q8IYB8
P36406	Q96HA1
P0CG48	Q00653
P53539	Q15759
P55157	Q9H2G2
P01106	P42224
P55072	Q9BZE9
P10606	P11171
P47914	P62899
P55769	Q13573
O95985	Q04206
P51991	Q9GZS1
P01225	Q9UBR4
P25786	Q9Y4K3
P63261	Q9BZW7
P48443	Q15648
P11177	Q14164
P35226	Q14781
P37287	Q92535
Q16821	Q96SB3
O60664	P12980
P14616	Q9NRA1
P49639	Q99750
P85298	Q9HBH0
Q13315	Q9UBS4
P09619	Q15256
P01112	P81274
P23508	Q01813
O43318	O95999
Q07889	Q9NZN5
P04217	Q969H0
P28335	P29992
O15533	P10914
P25025	P80098
P46778	P62945
P06241	P98161
P42330	P43364
P53816	Q9UMX0
P12644	Q13253
P53985	P61966
P41240	P98082
O60496	P01588
P62277	Q04206
P38936	Q9H3D4
P05937	Q9H1D0
P01730	Q9NZD8
P62136	Q9P2I0
P27635	Q07020
P62993	Q16288
Q5VYV7	Q9BQ83
P23921	Q5T3J3
P47992	P51686
P05107	Q03405
P55157	Q9UQ16
P20671	Q92769
P48634	Q9NWB1
P08637	Q6PI73
P42229	Q92905
P46695	P67775
O95837	P35368
P00519	P42166
O96013	Q02750
Q9UKR5	Q9UQB8
P01106	P38398
P08107	Q9Y4K3
Q14197	Q96A35
P52306	P63000
Q01668	Q13554
P35626	Q8NGE3
P55157	Q15036
Q13535	Q9NRL2
P40225	Q8N6P7
P18754	Q9Y4K3
P16471	Q06124
P17252	Q15109
O14920	P49407
O96006	Q86YR5
O43524	P29474
P01236	Q12778
P32121	Q8NHA4
P62826	Q08945
P01568	Q8IU57
P47871	Q5JWF2
O75084	P09544
P62070	Q92569
P00533	Q13596
P22694	P51828
P12931	P55774
P11940	P61978
P15248	P31785
Q01780	Q7L2H7
P27986	Q9P2W3
O95467	Q96PN6
Q5VYV7	Q8IY92
P0CG48	Q9UMX0
P13569	Q9UQ84
P05556	Q9Y4G6
P06756	P49023
Q13144	Q14232
P33992	Q9UNS1
P63279	Q9NPI1
O14788	P53350
Q13573	Q7Z333
P45983	Q16584
Q13573	Q9UBP9
O15111	P41279
P46779	P84098
P22492	Q86U86
O15524	P15498
O94880	Q13535
P04637	Q96EB6
Q05513	Q5JVS0
P56537	Q9Y5M8
O14874	Q9H9S4
Q5VT06	Q9HAU0
O75688	P09327
P16333	Q9ULH1
P54098	Q9UHN1
Q9BQA5	Q9UBB5
P63173	Q9HCK5
Q9NRI5	Q9UPT5
Q9NR31	Q9Y4K3
Q01105	Q562F6
Q96C92	Q9UHQ7
P11532	Q13535
O75385	P54619
P02768	Q9UBP0
P60520	Q9Y286
P27540	P53041
O43306	P04899
O75592	P63104
Q16637	Q9BRK5
P28702	P43354
Q9NVC6	Q9Y2X0
P49662	Q8N1F7
Q06587	Q8IXK0
P36888	P42338
P14923	P35222
P30050	P39023
P28482	Q14790
406887	P52926
P35609	P53708
O15197	P21673
O15265	Q12962
P27658	P49023
Q99755	Q9ULU8
Q9UM73	Q9Y581
O96019	Q53TQ3
P22626	P52597
P45983	Q07812
P36873	Q7Z2W7
P32302	P51671
O15264	P02686
Q9H1J5	Q9ULV1
Q86UE4	Q9NWQ8
Q9UBD5	Q9UJX2
P01111	Q9P212
O75815	P18754
P63104	Q99959
Q969T4	Q9P0P0
O15239	P03901
P28482	Q9BUB5
P23763	Q13277
P53365	Q96EV8
P84022	Q13873
P05423	P52434
P18146	Q6UX53
P54253	Q96N03
O75159	P48357
P05771	Q9UBI6
P31629	P62258
P01236	P14653
P29350	P52735
P21802	Q9GZV9
O75928	P63165
Q14CB8	Q9H4E5
Q92956	Q9Y5M8
O15530	P23467
Q96I24	Q96PU8
Q05516	Q16828
Q92796	Q9NSB4
Q01130	Q08211
407037	P02786
P01889	P23921
O00483	P03897
Q14155	Q9NZN5
Q3ZCQ8	Q9Y572
P12643	P27037
P14778	Q13158
O43320	P00533
P16333	Q15661
O43306	P62873
P04350	Q13546
P01241	P99999
O75461	Q9H2F5
O60739	P43487
P16402	P49916
P39687	Q01105
P31946	Q12778
O60262	P27986
P06241	P35222
Q15366	Q8IWZ8
P07910	P52272
Q00653	Q8IZL8
P55957	Q9UKR5
P40424	P55072
O94906	Q13573
P08138	P16104
P50616	Q96GD3
P34947	P49407
P32246	Q16663
P07437	P17302
Q15797	Q99460
P62333	Q99460
O00141	P52292
P42681	Q8WYR1
P13725	P17181
P78406	Q96EE3
P55081	Q01081
P45985	P46108
O43809	Q9P2G9
P16499	P35913
P23396	P63220
P07237	Q92956
406913	P19320
P28482	Q15633
P61077	Q13233
P51398	Q14197
P55209	Q9UET6
O15162	P49639
Q14643	Q9NSC5
Q16629	Q96SB4
O60674	P51679
P32121	Q9UKL2
P25490	Q8N488
P09958	P27540
P16870	Q5UIP0
P01106	Q16739
406902	Q15853
P60709	Q01201
P02751	P55001
Q14687	Q99459
Q01844	Q96AX2
P31153	Q9Y478
Q53ET0	Q5MIZ7
P26992	P62993
P01579	Q14765
P54762	P98172
O75582	Q13432
P53779	Q9Y6W6
O95298	O95299
O75582	P27361
P17612	P48058
O00762	Q86Y01
P50914	Q969T4
O60264	P62993
P30304	Q9UQ88
P58876	Q8WUI4
Q9NZ52	Q9Y3C5
P05412	Q9UPN3
407054	O75896
P00450	Q16665
P54105	Q9Y333
P30550	P50148
Q16891	Q9NRI5
P30518	P84996
O75494	P31946
O15068	Q9UL18
A1L0T0	P01106
P68431	Q9BY66
P62140	Q05586
Q13310	Q9UBN6
A7KAX9	P62993
P29317	P61328
O43290	Q15428
Q68CP9	Q9UJX2
P60484	P62136
P21673	Q13574
P49321	Q14164
P68133	Q9NPF5
P42766	P62891
P25942	Q12933
O00231	Q9UKY1
O95347	Q6IBW4
P06493	P38936
P05015	P26992
O14796	Q9BZW8
Q6P474	Q9HAW0
Q8IWX8	Q8WUA2
O14939	P11233
Q71U36	Q9H9G7
P43146	Q9GZV4
O60840	P62873
O60925	Q16630
P84090	Q7L5N1
P49768	Q6EMK4
O96020	P24941
P35626	P62879
P30154	Q05513
P13984	P35269
O95685	P46019
O75038	P14314
P14778	P52564
P17096	P60568
O75376	Q86Y13
P03950	P51864
P78344	Q14240
P20248	Q8WXE1
P62495	Q14145
P10600	P22897
Q4G163	Q9UKB1
P62987	Q969F2
P29590	P63279
P56746	Q16625
Q92796	Q99250
P01570	P14784
P30307	Q16539
P23409	Q02535
Q07157	Q9UDY2
P20963	P42574
P27695	Q01105
O00716	P52292
A8TX70	P16144
P63104	Q86YV0
P32121	Q8NGX3
P05783	P53680
O15392	O43464
P62979	Q9UNE7
A0JLT2	P60842
P17480	Q9Y2S0
P01024	Q9Y279
Q9HCP0	Q9Y4X0
P22626	Q00839
P28482	Q02156
Q7L1Q6	Q96QZ7
O75604	Q96ED9
Q07889	Q92747
P31947	Q92625
A9UHW6	O14964
Q92806	Q9UBI6
O43765	Q9UET6
P68431	Q12888
P15336	P22694
P00519	Q92874
P15692	P29317
P01112	Q15283
Q92736	Q9UQM7
P07948	P12314
O96009	P63104
P51636	Q92993
P27986	Q9ULV8
P22612	Q6IN85
P61981	Q9H4L5
Q5JSP0	Q9UBI6
O95831	P16104
Q05195	Q15418
O14686	O15198
P21796	Q9BWD1
P56545	Q9BQ52
P16118	P27361
P09525	P17405
Q9BXW9	Q9NVI1
P22694	P27361
P06241	P49023
P35790	Q12967
P36873	Q13464
P28906	Q13952
O75508	Q8N7P3
P17405	P20073
O00212	Q13153
P27708	P31152
P55209	Q10586
P11021	Q9BPU6
P22888	Q5JWF2
79948	Q9NRL3
P63162	Q15369
P49207	P61313
O14775	P08173
O75928	Q13426
P15336	Q8WYK2
O96019	Q9NXR8
Q07343	Q16566
Q13111	Q9UIS9
P10275	P35869
P12931	Q8NER1
Q16635	Q99594
P16333	Q96RT1
P02776	Q16570
P60709	Q7Z406
P62136	Q96A00
P84022	Q96PU5
P62070	Q12967
P15408	P35638
407024	P56817
P05231	P40763
P08648	P21926
P62316	Q9HCK5
Q01094	Q06609
P10145	P49238
P06400	P24941
Q01629	Q9H1J1
P05388	Q07020
P62136	Q9BUA6
P02751	Q14766
P16520	Q14416
P22681	Q9NR46
P56545	Q03112
P55060	P63104
Q6UXL0	Q8IU54
Q96QK1	Q9Y478
Q13418	Q9NV58
P49736	Q8IXK0
O60500	Q9NP85
Q8N3R9	Q9BUF7
P05556	P05997
P38936	Q13263
P21333	P68133
Q13526	Q8IZ69
P20073	P40306
P50616	Q15797
A6NHL2	Q13509
O43674	Q86Y39
Q00013	Q96CV9
P62158	Q15051
P15882	P17081
P31749	Q15173
O00470	P12980
P61513	P83881
O14610	P17252
Q96EY1	Q9Y5J5
O60814	Q9C005
Q92841	Q9NQT5
O43318	Q9NYJ8
P20073	P38606
O00329	P63244
Q16539	Q9NZJ5
P23526	Q96BK5
Q14194	Q9NY59
P08708	P62837
P05386	P61353
P23508	Q9UM73
P51685	Q07325
P54252	Q15418
O14625	P14316
Q8IUQ4	Q9H9Q2
P06756	P49747
O00231	P04406
Q86YM7	Q9BYB0
Q12923	Q16513
P51571	Q15714
Q07890	Q8NHR9
Q8NHG7	Q8TAT6
P48736	Q13094
P35998	P62195
P62140	Q8TCU5
O43900	P00519
P14784	P48736
O00444	Q5JR59
P49286	Q9UBI6
P16104	Q8IVF5
P54840	Q9UGJ0
Q5VWK5	Q9NPH9
Q13485	Q9BXP8
P63104	Q8IX03
P46781	P62847
P54257	Q13368
Q15788	Q92918
O15264	P01112
Q8IY92	Q9BQ83
P16298	Q01668
P67936	P68032
P04141	Q13261
P52272	Q9Y2Q3
O14950	O75116
P36405	Q5UIP0
O14561	O95169
