#node1	node2
P49720	P56537
O95295	Q96AW1
P12004	Q9UET6
P63104	Q2NL82
O75159	Q6UXL0
Q15111	Q16445
P10071	Q92793
O94906	P10398
P68363	Q13509
P16070	Q12955
P05455	Q9Y478
P10275	Q15233
P24752	P30504
P53779	P54652
Q8NBZ0	Q9Y230
P16471	P49069
O43278	Q9NRR5
P09466	P68104
P51679	Q07325
P28482	P54709
P10451	Q9UKX5
P30461	Q6VMQ6
P41182	Q9UKV0
O14672	P29320
P23508	P25786
P08107	Q15628
P31946	Q92574
P30480	Q14444
O14976	O15169
O00459	P63211
P04049	P27986
P62306	Q13243
O95994	Q9Y3C7
P0CG47	Q9HC16
P27361	P53778
O15530	Q9Y383
O15155	O75396
P53350	Q8WWL7
P08571	Q14689
Q6ZRS2	Q9Y265
P01106	Q13488
O94856	P78357
P19532	Q9HB71
P50151	P84996
Q93034	Q9Y575
P11473	P19793
P60228	Q13347
O15162	P17509
P24941	P39748
Q01130	Q86V81
P62995	Q13247
P13987	P21926
P03923	Q16795
O14746	Q9BUR4
P49286	P62873
P14780	P15692
P14784	P32881
O15357	Q9BX66
P21802	Q92914
O75925	Q16527
P35236	P53778
Q12873	Q15424
P60673	Q7Z5R6
P17693	P43632
P05556	Q96P44
P34931	Q99683
P08581	P09038
P23396	P60866
P06493	P30291
P40337	Q9HAV7
O60603	Q15654
P06241	Q15036
P08670	Q7L5N1
P04406	P07738
P12931	P16234
P12830	Q9UNH5
P01889	P41250
O15145	Q16659
P01106	P57081
P52272	Q00839
Q13243	Q15418
P17612	Q08493
Q13885	Q96NA2
O95396	Q9H0D6
Q71DI3	Q92793
O43752	Q9H270
P63000	P85298
Q13501	Q9NWM8
O43684	Q15428
P08581	P11487
P28566	Q9P2W3
O75886	Q9NRR5
Q9HC29	Q9NRD8
O75533	Q9UL18
P62158	Q9BQ83
P62750	Q13177
O00221	P49642
P27361	Q53H76
Q00975	Q14654
P46937	Q9H204
P15407	Q15759
Q04206	Q8IUH5
P11362	P52798
P15018	Q99650
P84243	Q96KQ7
P07900	Q9HCK5
Q99623	Q9HAU5
P30480	Q9UGP8
P27540	Q02363
P55789	Q92905
P05067	P16220
P04637	P18146
Q92574	Q9UGI9
O95467	P11229
Q13573	Q7KZF4
O15524	P52333
P84090	Q15047
P54198	Q92900
P24941	Q99728
P25774	Q13952
O60674	Q14469
P04156	P36507
P10398	Q16539
O75015	Q6PI73
P15559	Q9UK53
P30613	Q2TB90
P68133	Q16658
P61981	Q13427
P15336	Q8WYK2
O00443	Q9H492
Q04206	Q16539
P27361	Q13733
P46108	Q13285
O43765	P10451
Q15517	Q8IY92
Q99750	Q9NX55
P05129	P26012
P55212	Q13489
P04792	Q13315
P60953	Q13009
P98175	Q13123
P22612	Q08499
Q08211	Q92956
P68363	Q96RT8
P62745	Q53QZ3
Q01629	Q9H1J1
P33992	Q6IE81
P15153	Q9NYB9
Q9Y5J5	Q9Y5Y2
O43491	Q14980
Q96RL1	Q9C086
P16144	P35443
P08758	P38484
P45983	Q13202
P38405	Q8NGJ0
O75663	Q8IY92
P27482	Q14012
Q9BUV8	Q9UBB4
P57739	Q16625
P62736	P63104
P01106	Q99612
Q14999	Q9ULL4
P27930	Q04206
P60866	P62241
P04626	P0CG47
Q8N715	Q9NR12
P43307	P48723
Q12933	Q9Y4K3
O95352	Q9GZQ8
P62308	P62310
P04792	P43360
P08238	P49642
P31947	Q9H8W4
O95072	Q14683
P07437	Q13077
O95785	Q9H7E9
O14512	P40189
P30153	Q9UBN1
Q14674	Q9UQE7
P01106	Q96HA1
O95136	P63096
P05556	Q14192
Q09028	Q99459
P46094	P80098
Q04206	Q9HC29
P51684	Q8NHW4
P46108	Q9UBS5
P01106	P21860
P0C1Z6	Q13535
P49792	Q96RY7
P35222	Q09472
P16520	P41586
P0C0S8	P63104
P15408	P32519
P68104	Q8N5U6
P33176	Q92597
P61626	Q9P2S5
P29466	P51878
P08107	P25963
Q04724	Q9BX70
P10914	Q96AZ6
O00459	Q9UJM3
P13501	P46092
P16284	P29350
P34903	Q9NQX3
P61586	Q9P286
P10275	Q12796
P28065	Q03518
P42680	Q07021
P53779	Q13114
O43561	Q13239
P33241	Q8IVT5
P01566	Q14626
P46778	P47914
P06239	Q05209
P62834	Q9BZL6
P02545	P13569
P38405	Q8NGB9
Q13136	Q13332
Q6VMQ6	Q96CS7
P38405	Q6IF00
Q9H9G7	Q9Y262
P08572	Q9HCN6
P07602	P55072
Q9HAW0	Q9NVI1
Q13145	Q9ULW2
Q16514	Q8NEM7
O14672	P05067
P82650	Q14197
P10636	Q7KZI7
P04004	Q96RG2
P68431	Q9UGL1
P60842	Q04637
P08069	Q07889
P04183	Q9UMN6
P12757	Q9H0M0
Q13202	Q16539
O15111	P60709
O43505	O95461
P02461	P17301
P16471	Q13191
P40337	P61086
P18146	P28482
P12757	P78317
Q00013	Q9Y2J4
Q00325	Q15628
P19440	P43490
Q14596	Q99828
P14618	P22694
O75051	Q8WUM4
P16520	P17612
P22607	P22681
Q8IY92	Q9Y2J2
P62266	P62277
O60921	P27695
P15153	P53779
O75223	P01106
406935	Q13164
Q92558	Q9Y2A7
O15297	P23025
Q13748	Q14204
O14827	P22694
Q07890	Q7Z5H3
O14654	P04626
P25205	P25963
P01100	Q96GM5
P63096	Q14980
P16234	P46108
P04198	P33992
P49674	Q9Y620
P55854	Q15843
O00459	P63000
O75534	Q9H4A3
O95622	Q8WZA2
Q09028	Q12873
Q04206	Q13526
O94921	P30281
Q06187	Q99755
P62993	Q5JSH3
P17948	P48736
Q49AJ0	Q92993
P08651	Q13573
P21673	P22459
P47756	Q9Y572
P21283	P27448
P27695	P78396
P09471	Q14833
P02768	P06727
P19174	P55157
P18146	P25445
Q14573	Q9H3N1
Q00341	Q07889
Q7Z460	Q99459
P04792	Q16644
Q15428	Q96I25
O00585	P51685
P20226	Q00613
O00755	O75581
P55199	Q13535
O00459	P05019
O15273	Q9HAU4
P05107	P48736
P18146	P61244
P25963	P63167
P31749	Q92547
P16104	Q8IVF5
Q9BY67	Q9Y2J2
P00533	P27986
O60885	O95433
O43318	Q9H2X6
P10244	P20248
P49336	Q96RN5
Q13618	Q92997
P30154	Q00005
P20908	P53708
P22607	Q00722
Q13952	Q68DE3
P04156	Q13449
P63244	Q16659
P09471	P27986
P08631	P42336
Q9BUJ2	Q9UL18
Q08752	Q9HAU4
O95832	P18146
Q9NWF9	Q9Y3C5
P29350	Q01344
Q13573	Q8IWX8
P09471	Q15759
P04150	P18510
P04406	Q8WVC0
O95167	Q9UI09
O00141	Q16543
P61077	Q9Y675
P61981	Q14978
P09429	Q08117
P45984	Q9UBI6
P46108	Q9Y5I1
P20073	Q13107
Q6VMQ6	Q9HCE0
P12931	Q9Y6K9
P27986	Q96Q35
O60262	P35462
P54762	Q13322
O00206	Q9NP99
P29992	P30550
O14578	P19105
Q05516	Q9NX58
P10275	P55317
O43657	Q9Y328
P41159	Q8IU57
O00141	P60900
O00459	P19320
P84022	Q9Y5J3
P49815	P53355
O95433	Q9BYB0
O43181	O43920
Q9NWQ8	Q9UER7
O95299	P03915
P01566	Q01113
P16104	P29401
P00736	P09871
O95983	Q13573
P10070	Q13625
P62140	Q9NP77
O15160	Q9GZS1
P15927	P49736
Q15834	Q9NS73
O15264	P19419
Q05193	Q8IVI9
P11234	Q07890
O15428	P10636
O14576	Q3ZCM7
P29353	Q12929
P63151	Q16539
O75970	Q6AI08
Q8WWL7	Q9UJX4
P03901	Q9NX14
P01106	P16615
P60763	Q9UN19
28938	Q92973
O75643	Q15287
P62906	P83881
O00238	Q5T6F0
O14807	Q9NS23
P22607	Q92914
P05412	P28562
P60900	Q9Y244
P23471	P49023
P21246	P40306
Q14994	Q3L8U1
P45983	P57086
Q8NEC5	Q9UKJ5
O95096	P78426
P48454	Q9UIK4
P61077	Q6ZNA4
P11171	Q04637
Q15078	Q15788
Q66LE6	Q7Z3S7
P27482	Q14123
Q13315	Q9UHB7
P15586	P62993
P05000	Q8IU57
O95467	P0C869
P10144	P55957
P29692	Q8WVB3
P08047	P10276
Q9BQ66	Q9UBX3
P13232	Q8IU57
P35232	P51532
P12814	Q8WZ42
O60232	Q96JP2
P25398	P46783
O15264	P23526
O96019	Q9ULG1
P08123	P17301
Q13885	Q9NPQ8
P20963	Q13239
Q07889	Q9UKX5
P16333	Q14185
P21675	P62807
Q9NQT4	Q9UQ80
O95819	Q8IZL8
Q13114	Q9NR28
P04637	Q9UBN6
P07948	Q9UQC2
Q9NX70	Q9Y2R4
A6NM45	P56747
P17693	Q07444
Q8WUM4	Q9GZQ8
P16104	P49720
P22455	P52798
P21554	P63218
P01112	Q03135
O15264	P17275
P52756	Q6P2Q9
P05141	P19838
P22612	P52565
P35609	Q8WWI1
O60262	Q9Y272
Q96A00	Q9BZL4
P84103	Q8IYB3
O60739	P42771
P38484	P60568
Q13332	Q13432
574493	Q9UNQ0
O95471	P78369
P49810	Q9HBG4
Q13315	Q9GZT6
O14715	P63165
P51991	Q00839
P26012	P63261
Q8NDP4	Q9BQ66
P42701	Q8WXH5
O95751	Q9H9D4
O95167	O95178
P09471	P30939
P26641	Q8NHV9
P32121	Q8NHC8
P06241	Q13111
P01229	P28482
O96008	Q9NS69
O15511	Q9UPY6
P45983	P45984
P14923	P19022
Q08999	Q99708
O15111	Q05639
P30050	P62891
P32121	Q96RC9
P30504	Q8IUC4
P13727	Q12873
Q9GZM7	Q9Y3C7
O95467	P41587
P01569	P40189
Q12874	Q15834
P08754	P14416
P23458	Q08334
P63104	Q8NDZ2
P62829	Q12933
P24394	P29459
P22455	Q9NP95
O15234	P61326
P21802	Q92913
P08572	P26012
P35227	Q99496
P35228	Q99612
P12931	Q13191
406937	P04637
P23258	Q99459
Q9UKB1	Q9Y297
Q8IYD1	Q92900
Q14197	Q96EY7
P23508	Q08257
Q13136	Q9UNL4
P15927	Q9NZC9
P01106	Q15181
P42574	Q9BYP7
P33992	Q9UNS1
O00231	Q13885
P35222	Q9UKB5
Q12972	Q9UQK1
P35658	Q9BW27
Q8WWY3	Q9BWF3
Q12834	Q9Y2T1
P60520	Q9NT62
O00483	Q9P2S5
Q96QV1	Q9UK22
P11802	P24385
O60258	P08581
P26599	Q16629
P56524	Q8IUE6
P13727	Q9NWF9
Q15303	Q6S5L8
P55036	Q9BRX2
P41235	Q6Q788
P22455	P49767
Q13432	Q9Y383
Q13418	Q14790
P60709	Q92558
Q9HAW0	Q9UNL2
Q01105	Q15572
P42677	P62841
Q8IYI6	Q9UL45
P16104	Q99877
Q712K3	Q96AD5
P61956	Q92844
P30793	Q02447
P51148	Q13671
P46940	P53680
P56706	Q9Y5W5
P15056	P31947
Q09472	Q9UK53
O76061	Q12972
Q16254	Q9Y297
Q08493	Q16566
O15198	O95782
P11142	P16871
P26367	Q13461
O43143	Q96I25
P68400	Q01892
Q13547	Q8WXI9
A6NND4	P32121
P62269	Q9HCK5
Q13573	Q14974
Q16619	Q9UHF4
P55157	Q9Y3S1
P04406	Q9UJX6
P20936	Q07890
Q9Y508	Q9Y6K8
Q02388	Q8TBC3
P41236	P98082
P01375	Q9Y5S8
P36873	Q9UD71
P06213	Q9NQ66
P51149	Q13509
O15264	P62263
P08311	Q16663
O15455	O43318
P53350	Q13472
Q04721	Q12860
P05114	Q86U86
Q14197	Q9P2R7
P26358	Q9UK32
Q15714	Q86WB0
P28482	P49585
O15524	P16871
P32298	P61073
A7MCY6	Q9UKV8
P50750	Q03111
O60503	Q13557
P02452	P18564
Q8WWW0	Q9NS23
O14543	Q06124
P31749	Q9NPC1
P63104	Q9NXR1
P19387	P52434
P20618	P60900
406906	Q86SR1
P06241	P18887
Q9BUI4	Q9H1D9
P22694	Q13698
P05771	P27361
Q13573	Q9H1I8
P15170	Q9Y478
O14508	P08069
Q02363	Q5UIP0
P53778	Q99956
P25789	P62987
O75554	P0CG13
O15524	P42702
P05496	P18859
P09429	P41208
O00273	Q9Y4E8
P11362	Q14974
P10321	P43631
Q13137	Q96ME1
O00257	P18146
Q12873	Q8WXI9
P04899	P08173
P54289	Q13554
Q96GE4	Q9BRX5
P10276	Q15788
P18847	P28482
O60858	Q13263
P02776	P10145
O14782	Q99459
P11387	P63279
Q92830	Q9HBM6
P15153	Q9NQU5
Q14164	Q92922
O60262	P27361
Q15834	Q9BRK4
P15498	P19174
O14788	Q16560
Q7L0Q8	Q9P2F6
P07288	Q16695
P48443	Q15596
P04150	Q15596
P55036	P62333
O75489	P03923
P04628	Q6UXX9
P0C1H6	Q6FI13
P17947	Q02556
Q9NY47	Q9Y2T4
Q7Z5H3	Q9HBH0
P05112	P26951
P21802	P49765
O75970	Q9Y5I7
O43464	Q99497
P63165	Q99607
P01889	P28331
P26373	Q13233
P61086	Q15811
P59768	Q15147
Q07817	Q99638
O00329	P17948
P08621	Q99717
P39023	Q9Y5S2
O43633	Q7LBR1
P05015	Q13261
P50914	P61353
O00716	Q14188
P01571	Q5VWK5
P11047	P17301
Q15583	Q5T3J3
P37173	Q9HCE7
P16581	P19838
P05013	P48551
P18754	P27694
P29350	P29597
P01116	P42338
P05231	P16471
P61978	Q07666
P35244	Q6PCD5
P23246	P27348
Q14088	Q9NQC3
P08237	Q99459
P61964	Q16531
P46094	P55774
Q86YS3	Q9H4M9
O14733	Q9NZJ5
Q7L2J0	Q8IY92
P51677	Q9UBD3
P35568	Q15109
P62910	P62987
P43268	Q09472
P39877	P50148
P06729	Q6Y7W6
P26012	P50552
P61764	Q13277
P46527	Q04759
P11473	Q14686
Q96T76	Q9Y5J5
O75367	Q9UMX1
P01106	Q6PL18
Q01196	Q13164
P08670	P20333
P34897	P63092
O14908	Q03167
Q8NE01	Q99750
O00329	P13224
P00167	P20823
P46777	Q15527
Q5VVX9	Q9BYE7
P11216	P27482
P98175	Q9Y2W2
Q9NZT2	Q9Y2Q3
P21580	Q13546
P18146	Q8TB36
Q01201	Q15306
P25025	Q15835
O75533	P63162
P62993	Q07890
O75643	Q15029
P27361	Q05397
P20290	P29323
P15311	P32004
Q10586	Q96GM5
P22694	P41181
Q6FI13	Q86WJ1
P15884	P62158
P40424	P52945
P18564	P53420
P12107	P26006
P10242	P17947
P51668	Q99714
Q9NZ43	Q9P2W9
P10912	P26441
O75925	Q96RG2
P27986	P42702
P17480	Q15906
P53779	Q8N726
Q13362	Q13522
Q93079	Q9UBN7
P25490	Q9ULG1
O60828	P09497
P20333	Q9UKB1
P62879	Q9Y572
P48357	Q8IZI9
P49792	P63165
P36956	P54253
O43683	Q562F6
P04049	Q04206
O15294	P24941
P08648	Q9HBI1
P16333	Q13796
O96019	Q9H981
Q6GPH4	Q96CA5
P40145	Q16566
P31943	Q92879
P33981	Q6WCQ1
Q504T8	Q9NYL2
O60711	Q16659
Q14197	Q9H7H0
406957	Q8WYQ5
P21815	P56199
P03891	Q9P0J0
Q13426	Q8N2W9
P25705	P61981
P36897	Q13153
O15534	P62877
Q14565	Q9Y620
P20591	Q9UBN4
P07949	P62993
P09651	Q00839
P40225	Q99062
Q5T4F7	Q93098
P05015	Q14626
P19438	Q03135
O00141	Q9H8S9
O43639	P0CG48
P01100	Q15654
O00574	P80098
Q93074	Q9ULK4
P13645	Q07157
O14576	Q9NY65
P12004	Q9UBZ9
Q99706	Q9NWF9
Q02156	Q9H0R8
O14558	P31749
P51965	Q8N8N0
O95484	Q16625
Q86SQ7	Q92574
P06454	P11802
Q7Z4H7	Q9H6D7
P35249	P40938
P35626	Q14416
O00257	Q14781
P33993	Q9Y6K9
Q00005	Q9Y243
P08572	P31431
P04899	Q92569
P31946	Q9P0V3
P01871	P12018
Q01668	Q14738
Q86TI0	Q9UGJ0
Q13489	Q9UER7
O75380	O75489
P43146	Q9UI10
P01106	Q9UPT9
P13232	Q13261
A2IXV5	O75015
P05111	P09529
O75554	Q12874
P13612	P46109
Q8TAT6	Q92890
P00533	P53680
P62987	Q712K3
P20711	Q9Y261
O43561	P22681
O14974	Q13315
P50458	P58304
Q15714	Q9Y2Q3
A1A4S6	P60953
Q9NVI1	Q9Y5V3
Q16531	Q9NZJ0
P69849	Q9NRR5
P51686	Q99731
O43242	Q00653
Q99459	Q9NVI1
Q96GC6	Q9Y4K3
P25054	Q9UQE7
P22392	Q15435
P33993	Q8N163
O00144	P50148
O15371	P47813
Q96KR7	Q9BS40
O14979	P16104
O95696	P33992
P05556	Q6UVK1
P62877	Q9UK73
P15260	P26441
P25116	Q9UBI6
O15145	P25025
P42338	Q06187
P56704	Q01974
O75618	P50053
P06401	Q9NR55
P19838	P25106
P18146	Q96T37
P61981	Q9H307
P46108	Q9NRZ5
P00533	P18085
P43686	Q8N3K9
Q14498	Q9UHR5
Q9WJR5	Q9Y265
P08069	P62993
P12109	Q9HCN6
O75665	P56537
P23528	Q9Y5N5
Q13541	Q9BVC4
P04049	P23458
P42025	P67870
Q9H8Y5	Q9UBS4
P63165	Q9NX05
P06400	Q14188
P03923	Q86Y39
O95622	P84996
O43252	Q96I34
P07550	P0CG48
O00161	Q16623
O14544	P51692
P51991	Q01130
Q13315	Q96R06
Q8WUW1	Q92747
P27540	P41159
Q8NFH4	Q8WUM0
P51991	Q13151
P54840	Q9H7J1
Q02410	Q9HBG4
P36894	Q7Z5Y6
Q9HB71	Q9Y4K3
O00329	P15153
O00217	P03923
O15144	Q8WUW1
O43889	Q16566
P05556	Q13418
P19838	Q9Y6Q6
P62495	Q8IYD1
P52434	Q15653
P06239	Q8WYR1
P35916	P52803
P48552	Q92731
O00212	Q92730
P12318	P46109
O14757	Q9UNS1
Q969J5	Q9GZX6
P36873	P54284
P61201	Q9UNS2
P51610	Q6DRA6
P17252	Q8NFM4
Q13315	Q9Y462
Q99683	Q99759
P32519	P41182
Q96CW1	Q96KG7
P54725	P68104
O75093	Q9Y6N7
Q01668	Q15172
O14610	P45984
P32121	Q00987
O95182	P03923
P08107	P21757
P08476	Q96S42
P20073	Q09028
P04626	P07585
P12236	Q15046
Q9UIA9	Q9Y6K9
Q00005	Q13263
P07947	P46527
O15198	Q16537
P23229	P53420
P35225	Q12906
P01562	Q08334
Q13432	Q15714
Q07890	Q13972
P07333	Q9NR46
O15111	Q12933
P10275	Q92922
P43405	Q14242
P40259	Q7Z6A9
Q3LXA3	Q9BYX4
O15127	P63104
P13805	Q16891
P22681	P51451
P35638	Q15744
P19174	P26951
Q8WZA2	Q9Y6V0
P46092	Q16663
P02775	P25025
P05112	Q969J5
P04049	P67870
Q99496	Q9Y385
Q13315	Q8WUA4
Q01113	Q8WXH5
Q9BTE0	Q9UKR5
P23470	P46459
O75807	P08107
Q96EY7	Q9UKV8
P29350	Q99062
O75928	P29590
P06213	P62745
P61353	P62891
Q99741	Q9Y619
O15047	Q93079
Q8WUI4	Q96A08
P01579	P14784
Q96Q15	Q9Y5P8
P07237	P16871
P78347	Q96DC9
Q15796	Q96FJ0
O95405	P15036
P21731	P29992
Q14116	Q9NPP4
Q02790	Q9HAU4
P25054	Q9C075
O14576	Q96AH8
O15479	P67870
O00522	Q13586
O75525	P26368
Q15041	Q9H0F7
P04632	P16871
Q14103	Q15287
P00519	Q5VZ18
O43908	P30511
P23511	P25208
O00445	P19388
P16112	P98095
Q07020	Q16186
P62333	Q9Y4K3
P05771	P18084
P43246	Q16637
P11387	P14625
O43390	Q15287
P29353	Q92835
P08648	Q13797
P10767	P16234
O15151	O15350
O94817	P07814
P10644	P17612
P19634	Q99750
P52298	Q14164
P02741	Q06330
O43609	P62993
O00238	O14544
P26651	Q16539
O75400	Q9NS15
P13232	Q14627
O14653	Q9NYM9
P62993	Q9UQ26
O75821	P55010
Q9P2H0	Q9UNI6
O75030	P01137
P30511	Q8NHL6
Q13402	Q9P202
P01574	P15260
O95551	P14921
Q05086	Q9NR33
P01892	Q14952
P43250	P49238
P51878	Q9C000
P26373	Q15843
P01106	P04844
Q14197	Q9NWU5
P62701	P62854
P07949	Q96PU5
A8TX70	Q13797
P38405	Q8NGN3
Q13315	Q9UGK8
P01116	P63096
Q8IY92	Q8WXX5
406953	Q8WY64
P61073	Q8NHW4
O60896	P63092
Q15291	Q9P0U4
O00470	Q92793
Q13547	Q9NRR4
O43281	P56945
O75815	P25788
O15534	Q99743
Q03135	Q12933
P01127	P09619
Q13501	Q96B97
P04626	Q07889
P00519	P29322
P43246	P54277
O95376	Q9NPD8
Q15369	Q8TEY7
O60832	Q99973
P16109	Q15036
Q99638	Q9UIF7
O75192	P40855
P22234	P51116
407045	P00533
P62805	Q9ULG1
P01100	P60568
P63104	Q6P597
P59768	Q99677
P63098	Q92934
O96014	Q5T4F7
P78560	Q5UIP0
O94916	P26447
P08631	P63096
P08138	Q9Y5V3
P08727	Q9NTK1
P20333	P42224
P28482	Q99717
P49796	Q15768
P19525	P63000
O43353	Q494V2
P13861	Q13485
P62263	P62857
P42858	Q8IZQ1
P08908	Q9P2W3
P63261	Q13796
P55211	Q92569
O14980	P04637
P16473	P63096
O75676	P15336
P49591	Q13315
P10276	P10826
O75197	Q13467
Q06124	Q9H0H5
Q14644	Q9UHD2
O43719	P63162
P25098	P30086
P78344	Q14240
P61019	Q8NEG0
O94991	P49716
P52655	P52657
O95402	Q9BWU1
P24723	Q9NRA0
P22607	Q07889
Q16539	Q9Y6W6
P56746	Q8N7P3
P35568	P62993
O94817	Q16543
P61073	Q86UP2
Q13315	Q16822
P08865	P42677
P32121	Q8NGY6
P43657	Q9UBI6
O00716	Q9UQC2
P09630	Q9NRZ9
P05014	Q01113
P46531	P78536
406891	P05231
P46782	P62244
P60709	P61601
P22392	Q9NQC3
P06213	P35568
O95786	Q96S55
P01037	P04179
P10275	P10914
P54257	Q13501
O43504	P51681
P43360	Q9Y5Q9
Q99836	Q9Y2C9
P51965	Q5VTB9
Q9NPG1	Q9Y6F9
Q16637	Q6P4I2
O75197	Q9UBP4
Q05048	Q16630
Q9BRX5	Q9Y248
P01106	Q9Y5L0
P10912	P35225
O43670	P18146
P52948	Q96HA1
P01375	P26651
O15162	Q8N5R6
P05556	P21815
P46776	P62888
P67809	Q5JVS0
P04234	P42338
P48357	Q86WN2
P56524	Q99880
O14645	Q12929
P35916	Q92915
Q15008	Q16401
P10828	P19793
P60709	Q6PI98
Q14738	Q7Z3S7
Q16891	Q9H9J2
Q16665	Q92905
P23458	P48551
P32121	Q8NH74
O95163	Q9NX18
O00422	Q14141
P29459	Q04864
Q05516	Q99741
P42345	Q9Y243
O75030	P58304
P22681	Q9NR46
P37802	Q9Y4K3
O60684	Q9UI14
Q13315	Q13435
Q8WWL7	Q9UJX2
P41182	Q99836
P51843	P61201
P36542	Q14197
P84243	Q86WJ1
P55201	Q8WYH8
O75365	Q9P035
O75934	Q6P2Q9
O94913	P33240
P22607	P31371
Q9NX24	Q9Y4K3
P16401	Q16777
Q01844	Q68CL5
P54619	Q8N5S9
P01106	Q9BV20
P29274	P84996
P35609	P46777
P10144	P52565
Q9BQD7	Q9Y383
P78543	Q96DU9
O15371	Q14152
Q02750	Q13233
P23769	Q03014
P35080	Q9Y6Y0
P01225	Q13164
Q99547	Q9Y448
P24534	Q9H1Y0
P16333	P51816
P20618	P49721
Q8IXK0	Q9Y4W6
P67870	Q8N205
P48736	P62873
P18146	Q9Y3M8
Q9NPH9	Q9UHF4
P58876	Q92769
Q14191	Q96FI4
A6H8Y1	Q92994
Q09472	Q8N9B5
Q96JB2	Q96MW5
P26006	Q6UVK1
P63098	Q13522
P08107	P12956
P19438	Q8WXG6
Q14155	Q9BZW8
P51692	Q9NRG1
Q06265	Q13526
Q14188	Q16254
O43708	P06241
P04350	Q13233
P57730	Q9ULZ3
O95786	Q14790
O75132	Q04206
P38405	Q8NGX9
O60674	P42229
P06493	Q9UKL4
Q07890	Q8N392
P55010	Q14152
P28482	Q9NYJ8
P18084	Q14315
O15524	P10721
Q13151	Q9BUJ2
Q9C0I3	Q9GZM8
P10301	Q9NS23
P31751	Q15047
Q12968	Q96LZ3
P49841	Q16877
P08047	P48506
O43639	P54259
O14807	P27986
P05230	Q99584
P17096	Q13415
O15144	Q9P1U1
Q00535	Q13315
O43639	Q14185
P31483	Q01085
Q11130	Q9BXR5
Q8TF61	Q9NRI5
P84095	P85298
P04183	Q15784
P52198	Q6ZUM4
P32121	Q8NHC7
O75581	Q9HCP0
O75159	P26951
O95782	Q9Y6I3
P41597	P80075
P23527	Q9UKV0
Q15788	Q9Y6Q9
P24844	P35579
Q676U5	Q9BXW4
P27448	P63104
P61981	Q92538
O60840	P30154
P02747	P08246
P05204	P62993
Q01094	Q96KQ4
O15524	Q13748
P07359	P63104
O75643	P49662
Q13387	Q96JG8
O00571	Q9BTT4
P04183	Q9Y2V2
Q02641	Q15172
Q16658	Q9Y478
P31947	Q70EL4
P06493	P24522
P35222	Q6P1J9
Q15102	Q5T3J3
Q15121	Q9Y383
P26992	Q9P0W0
P28562	Q16659
P12270	Q9Y6R4
Q13467	Q8N474
P15923	P41134
P17980	Q5VTR2
P16070	Q9Y4K3
P35080	P50552
Q99459	Q9UID3
P61981	Q13838
P17066	P19438
Q15154	Q8IYI6
O00746	P01106
Q13113	Q9BVJ6
P19419	P28324
O94989	Q9Y3A3
P22455	Q15147
P49674	P62258
Q8NBJ4	Q9C0J1
P62873	Q16539
P63000	Q6UXH1
P30408	Q08345
Q16620	Q9UQQ2
P10415	Q03060
O43504	P55211
406951	P35226
P10275	P62136
O00267	O43148
O15047	Q9P0U4
P12236	Q92597
P42336	Q9P2W3
Q15654	Q8NEC5
Q13547	Q9P0W2
Q9NVH6	Q9NWA0
P50914	Q8WV24
P19838	Q03181
Q96BA8	Q9Y243
P51991	Q92620
P19012	P35900
P15391	Q9UKW4
O43187	P58753
Q15121	Q5TCS8
P32246	Q99616
Q08379	Q92542
P17947	Q15306
P35225	Q99665
P27361	Q05209
Q13315	Q96CN9
O95084	Q9BUL5
P42684	P63000
P01889	P08579
P33176	P42261
O43688	Q13393
P30273	P32927
P35250	Q9HCU8
P24394	P29460
P05388	P61313
P25025	P78556
P67775	Q9UF02
O14763	Q13158
P43403	P62993
O00175	P51684
Q12860	Q16659
P16520	Q01970
Q00722	Q13976
P42771	Q00987
P63215	Q00722
P51828	Q9UK08
Q9UBN1	Q9UQM7
P19174	P62993
Q4U2R8	Q92624
Q99805	Q9H1C4
P03901	P51970
P10721	Q96J02
P54259	Q3KQU3
P19838	P23246
Q9P2H0	Q9Y2M5
P10916	P35580
P55036	Q13501
O60512	P21673
P13612	P56945
Q92793	Q9H2X6
O75376	P10827
O00499	Q14192
P62241	P62979
Q8WUM4	Q99962
P07949	Q8WU20
O14757	P30305
P08476	Q13705
P19525	Q9NZM5
P06241	Q15427
P62304	Q9Y4Z0
O75376	P14921
406995	Q13315
C9JDP6	Q8N7P3
442890	P30279
P06241	Q9BWF2
O60613	P30504
Q9UKP3	Q9Y2Z0
P42166	P49023
O75928	P52630
P25098	P62166
P11229	P50148
Q14289	Q14511
P28324	P41134
O43166	Q15744
P61088	Q14258
P08575	P27361
P05556	Q01955
P04275	P40197
Q13363	Q13465
P62993	Q06830
P13489	P22695
O75832	Q9UNM6
O15524	P30530
P27361	P29350
O60563	P28799
O75971	Q92966
P17275	P53539
P02549	P48023
O14576	O43264
P25116	P62879
O15514	P24928
P24821	Q05397
Q9H0R8	Q9UN88
O95484	Q8N6F1
Q13868	Q92945
P15153	Q96QB1
Q05397	Q92752
P02647	Q8WTV0
Q00610	Q92844
P07550	P63010
P53350	Q9Y5V3
P09919	P26992
P62258	Q9Y230
P52756	Q9Y2W2
P25054	Q8NF91
Q15714	Q16795
P00540	P01112
Q03519	Q04206
Q13315	Q9H307
P17947	P33076
P01732	P61769
P52292	Q9UH99
P15260	Q8IZI9
O15372	Q99613
P12109	Q9UKX5
Q6FHJ7	Q9NPG1
