#node1	node2
P25685	P54652
P10071	P10914
O15121	Q96JH8
O43683	Q14683
Q9NR30	Q9Y4K3
P62834	Q13547
O15335	P16144
P41594	P84996
P67775	Q04206
O00308	P51170
P01889	P16949
Q01484	Q9UJW0
O14807	Q07889
O43464	Q13489
Q9BPW8	Q9HA65
Q76I76	Q9Y281
Q01844	Q9Y3F4
Q7Z794	Q9UBC1
P84077	Q96JA3
O95985	Q9UBX5
P32881	Q8IU57
P32121	P49682
Q04864	Q9NPF7
P09619	Q8WYR1
P46777	P67870
O95347	Q13573
P07948	Q03405
P10721	Q9Y371
P61020	Q9H223
P30153	Q5VSL9
Q8IY92	Q9H9J2
P04637	P48643
O94856	O95433
P61088	Q14164
P16152	P23508
P63215	Q16539
P55160	Q96F07
P19838	P42081
P30050	P62888
O75937	P52272
P62330	P67812
Q13409	Q9H4B7
P84022	Q9Y6X2
Q13257	Q8NHZ8
P26232	P62258
P01116	P12270
P11234	Q16513
P01106	P61024
P18206	Q14157
Q8TBB1	Q9BQD3
P04275	P05106
P04406	Q16778
28938	Q92973
P13569	Q05086
P08708	P46783
P13236	P49238
P12931	P15586
O95760	Q14194
P01106	Q92947
P08631	Q13177
P11177	P61224
Q7L8L6	Q86UT6
P06396	P68133
P61326	P62633
P49736	Q14209
O60260	Q15645
P09601	P27540
O43365	Q16254
P36507	Q16659
P41220	Q00765
P78396	Q12834
P01562	Q04206
Q99962	Q9BWN1
Q14839	Q16576
P30480	P63167
P53778	Q04771
P19387	Q8N201
P38398	Q7Z569
O00459	P14616
O43918	P00519
O95721	Q9NZN3
Q00722	Q14332
Q12906	Q15428
P22607	Q9H201
Q7Z6B7	Q9H4E5
Q15172	Q86YF9
P04844	Q9BUV8
P31152	Q07889
P23560	P34130
O94964	Q96L34
P46379	Q8IZH2
Q13485	Q96PN8
P25024	P32298
P31946	Q8N122
P42262	Q14957
O43524	P54646
P00519	P54764
P09669	Q8IXH7
P31946	Q02241
O14764	Q9UMX0
O95685	O96017
P50502	P52735
P06899	Q9UBN7
O14493	Q96AP7
Q13573	Q8NE71
Q86SZ2	Q99798
P60709	Q9Y2K3
O95257	Q8WWL7
P38405	Q8N0Y5
P10914	P51610
O95221	P35626
407026	P27986
Q13129	Q99578
O15255	O60381
O43674	Q86Y39
O15372	P47813
P46092	Q8NHW4
Q13557	Q14432
P02766	P55854
P84103	Q13242
O95391	Q13427
P62263	Q9Y2S0
P07478	Q8TEW0
O14503	Q9UKY1
O14920	Q13077
O00487	P51665
P53680	P57735
P07900	Q13077
O60341	Q5FWF5
P05388	Q9Y6K9
P53708	Q05397
Q66LE6	Q96Q15
P25963	P62987
P07814	P19532
Q16539	Q9UGU0
P01106	P54886
P28360	Q92793
P06241	Q9BYB0
P17252	Q9NQA5
P08238	Q13573
Q5JQF8	Q8IYD1
O15169	Q9Y297
Q13216	Q15560
P00533	P43405
O75626	Q9NPI8
P35916	Q9Y264
O14867	O60675
P63000	Q96G28
P60709	Q8TDR0
P06576	P21281
P62993	Q9Y3U8
P26441	Q9HBE5
P22607	Q9GZP0
A1A4S6	Q9H4E5
Q9UBL3	Q9UPS6
P05231	P08887
P38405	Q8NH18
Q9BRD0	Q9Y388
P17252	P63000
Q14289	Q9UKW4
O43707	Q07157
P42766	P62633
Q8IZJ0	Q9HBE5
O75626	P62318
P30504	P61769
P32121	Q8NGQ3
P01225	P58012
P24385	Q9HCS4
P62837	Q9UKB1
O60739	Q9NR31
Q9P2B4	Q9Y3A3
P98177	Q13131
O95382	P63104
P51965	Q8TDB6
Q9H1J5	Q9UP38
P54284	Q969Q6
P28482	Q92905
P38398	Q96RT8
O00220	O14763
P14784	P35225
Q15834	Q9NX63
O15399	P62140
P17252	Q96B18
P01889	P23921
O60412	P35626
P63218	Q9NQ66
P08172	Q9UBI6
P05187	P21281
Q13315	Q9UQ35
Q8N122	Q9BVC4
Q13492	Q9NX02
O94874	P62837
Q5UIP0	Q8WXF1
O14807	Q13671
O60645	Q96A65
P04406	P21281
P10275	Q02548
Q13546	Q86XR7
Q13438	Q9UBV2
P61224	Q9BRK5
P11142	P49368
P01137	P35228
P04899	P07550
P30519	Q6IE81
O14613	P17081
P10276	Q9UKP3
P51843	Q13573
P35228	P51114
P20809	Q9HC73
407028	O00292
Q9HCE7	Q9NPB6
P02775	P46092
P12956	Q15118
O95602	P19388
Q08209	Q12834
Q05586	Q13255
O43374	Q07889
O00471	P35658
Q03113	Q15283
Q01344	Q06945
P12956	Q12905
P22612	Q9UGJ0
P23508	P62873
P61968	Q8TD23
P35626	Q8NGF4
P11171	P99999
Q99878	Q9UQL6
O15514	Q9HCS7
O94979	Q15436
P01566	P23458
Q8IU57	Q9NYY1
Q96BK5	Q9ULE0
Q14197	Q96EL2
O14543	P26992
Q16637	Q92882
P10275	P82094
P16333	Q92918
P38159	Q99459
A8K6C2	P14784
P31751	Q15118
O95967	P49639
406889	P52926
407055	P22607
O15379	O75533
P25054	Q8WYH8
P51690	Q4ZIN3
P43364	Q9NP79
P63215	Q8NFM4
O75251	Q9Y6M9
P63000	Q9Y2Y0
Q9NR96	Q9P1U1
P01375	P42345
Q9HCK5	Q9UJS0
A8K7I4	P16144
P33993	Q14566
P42566	Q9UMX0
P01106	P43243
Q9UJZ1	Q9UKV8
P16109	Q14242
P48643	Q8IZH2
O95433	P07900
O15264	P00558
P55957	Q75N90
P12956	P41220
P26373	P35268
Q5JSL3	Q7L0Q8
Q14197	Q5T9A4
P01034	P54253
P09234	Q01844
P26367	Q8TF72
P61981	Q9NYF8
O15169	P23258
P42766	P62424
P35555	P98160
P13569	Q02817
P13637	P35240
Q9P2D0	Q9Y675
P02751	P26012
Q7LDG7	Q9P2K9
Q07666	Q9Y580
P68104	Q9HAV4
P14921	Q16659
P00533	P13647
P01889	P33993
P63104	Q71U36
A6NC98	Q99624
P27540	Q01201
O14862	O75626
P32121	Q8NHA4
Q12800	Q14790
P10301	P27986
O43318	P45984
P14210	Q04756
O15069	Q05397
P15104	Q9H422
Q9Y4A5	Q9Y4R8
P04183	P26373
O95208	P00533
P23458	Q06187
P57052	Q9BQY4
Q15047	Q9UN74
P01116	P12931
Q86X55	Q9Y2X8
Q06187	Q13094
P01569	Q01113
Q16540	Q9BUV8
Q6PI98	Q9H9F9
P19838	P43243
O94805	Q9UJX2
Q14562	Q8IWX8
Q16612	Q9UMN6
O15111	Q16543
Q14192	Q9UBZ9
P63279	Q6VMQ6
Q14626	Q9P0W0
P01889	Q6VMQ6
P40692	Q5T1H1
Q96RL1	Q99880
P51828	Q13557
Q96RP9	Q9HAU4
Q14152	Q14240
P24385	Q16576
O75607	P01106
Q96PM5	Q9UQM7
P33176	Q14164
P11802	P57678
O43390	Q16629
Q7Z434	Q9Y4K3
P01138	P06213
P49207	P62917
P02778	Q92985
P26368	Q01130
O15259	P21333
Q15834	Q9GZT8
Q13123	Q92993
Q13797	Q9Y6N6
P50570	Q9P0V3
O00257	P29590
Q99615	Q9NRI5
O60674	P46092
P06865	P46108
Q13576	Q9BSL1
O60739	P61160
P05386	P56134
Q13315	Q9Y242
P01111	P08754
Q14CB8	Q9Y4J8
O75446	Q86X95
O60602	P51617
Q05513	Q9Y624
P35606	Q15714
O43524	O43741
O95433	P78357
O60674	P16871
O43347	Q13310
O60508	Q15366
P61952	Q00722
Q15172	Q9Y698
O00311	P11802
Q9H4E5	Q9NZN5
A4D0S4	P16144
Q15834	Q9NS73
Q10570	Q6UN15
P15735	P17612
O75478	Q8IYI6
P62081	P62280
P08700	Q14627
P36575	Q93091
Q6UXF1	Q99962
A2IXV5	P12314
P45984	P67775
P67775	Q16537
P00519	P42166
A6NM45	Q07157
O00459	P00533
O43570	P39880
P21854	P62993
P42338	P60953
P46459	Q12913
P06730	Q13177
Q969G6	Q9UBS3
Q13535	Q9NTJ3
P22392	P68402
Q01201	Q93009
P25787	Q13177
P19320	P19838
O76094	P30480
P12270	Q9UKX7
P14415	Q13237
Q08945	Q99879
P35749	P60660
P22694	Q86YV6
P20248	P49815
Q04864	Q16548
Q14197	Q9H2W6
O60331	P42768
P08620	Q02763
O76081	Q15773
P19174	Q9H9L3
O43559	P28482
O14908	Q96T76
P05013	P42702
P09693	P42338
P68133	Q9Y265
O60921	Q99615
P07942	P24043
O00411	Q9H5Q4
P62987	Q9UMX0
P01112	Q13233
P29353	P37173
Q969Q1	Q9Y692
O75396	Q9NZ43
Q16659	Q9Y448
P46108	P48736
O75335	Q9UPW5
P17302	P23297
P18146	Q16649
Q14197	Q9BYD6
O00305	Q969Q6
P14314	P27824
P22681	P68036
P62241	P62244
P01106	Q92698
P19174	Q15303
Q8WVX9	Q9BUV8
O14966	Q9UK45
P35222	Q12913
P46109	Q92918
Q00013	Q9NYL2
P05026	Q5UIP0
O75909	P02511
P01106	Q02127
P01106	Q8IU85
Q15811	Q9NRI5
P60842	Q9NWA0
P27361	P55211
P53420	Q05397
P27986	P61981
P25788	P52948
P41227	Q9H4K1
P18847	P22607
O43524	P30153
P15336	Q8TDY2
P51532	Q9UKL0
Q07955	Q99590
O14493	Q8N6F1
P62993	Q92934
P15056	P31751
O15105	O95625
P25490	Q6PI98
O75581	Q9GZT5
P30443	P43627
P45985	Q9Y2U5
P31947	Q12778
Q13315	Q5TZA2
P21802	Q9GZV9
P21246	Q99689
P18848	Q9BUB5
P15880	Q14451
P11831	Q9ULH7
P23508	Q01813
P47914	P61513
P26010	Q9HBI0
O43776	Q14164
P23508	P33991
Q7Z3B3	Q8NHQ1
P16871	Q04206
Q13368	Q13636
P04278	P0C869
P17081	Q14185
P08238	Q16665
P56856	Q9UDY2
Q13573	Q9H307
P32121	Q8NG94
P62258	Q00613
P16104	Q9H3N1
Q13315	Q6PJP8
O14641	Q96MT3
P63104	Q92628
P56559	P61421
Q01094	Q13315
O75146	Q13573
P15822	P54253
O95167	O95182
P30405	P99999
P61289	P62195
P45984	Q8N5C8
P48357	Q86WN2
P23219	P31152
P32248	Q9Y258
P35544	P62081
406889	P01111
P45983	Q9UQF2
P63000	Q8IVF5
P49841	Q9UJW3
P08123	P10914
O60503	P84996
Q76FK4	Q9HB90
406991	Q86VQ1
P62166	Q86UW9
P05556	P27701
Q13137	Q8N2W9
Q13557	Q9UBN1
P15018	P15260
O15511	P42768
Q03468	Q15843
O75899	Q9HAV0
P16949	Q15019
Q14188	Q14209
Q96QB1	Q9UBS3
P18621	Q02878
Q8N4E4	Q96LC9
A7MCY6	Q06787
O43660	O75533
P29992	P35367
P01889	Q9BZK3
Q13409	Q9BUF5
P05129	P62873
P01889	P26038
P53778	Q12778
Q04721	Q8TDB6
P62745	Q9P227
P11142	P46527
P20783	P23560
Q06455	Q7Z6G3
P12236	Q9BQ66
406928	Q00534
P50552	Q13573
406913	P35568
P05386	P27635
P49841	P63104
Q8TAM1	Q9UBN7
P78330	P84090
P27482	Q01064
P47736	Q9GZQ8
P35398	Q09472
P02768	Q9UPM8
P62993	Q7Z6E9
P28324	P45983
O15392	P42574
P07948	P14859
P08311	P30740
A6NMZ7	Q13797
P05109	P63000
P41743	Q9BPW8
P02533	P18146
P01111	Q86YV0
Q9HC98	Q9UQE7
P41240	Q12913
P61981	Q7L576
P01106	P42695
P14210	P35968
O75886	P42566
P10600	P55103
Q8IZ07	Q9H0E2
Q12824	Q92922
P06241	P42338
P01106	Q9H583
P62158	Q9Y6J0
O00505	P10070
P16473	P27824
P05997	Q13683
Q3V6T2	Q9Y4K3
P16520	Q9Y272
P24394	Q13191
P00492	P01889
Q13546	Q14790
P01106	Q96EY1
Q09161	Q9Y2Q3
Q15172	Q86US8
Q13535	Q14966
P20719	Q15672
P17948	Q01970
P08908	P28221
P04183	P19793
P17858	Q01201
Q9NNX6	Q9NZN5
Q9BUA6	Q9P2M7
P01116	Q7Z569
O75554	P0CG13
P04637	Q99728
Q00978	Q01628
P49747	Q05397
P62807	Q16777
P0CG47	P49281
Q00597	Q9NPD8
O14610	P48544
P48169	Q15111
P01106	Q9NRG4
O95983	Q09028
P22607	Q9NRA1
O60258	P35968
O76093	P22607
O75369	Q13555
P12270	Q92621
O95831	Q15047
P15407	P45983
P35544	P62273
Q13185	Q8IWI9
O43255	P15498
P01031	P0C0L4
Q13243	Q16629
406937	P08729
P30466	P43627
343477	Q14164
O00187	P11226
P08123	P51512
O00232	P35998
O15264	Q00005
P04406	P49023
Q07955	Q99459
P48788	Q9HAU4
Q8N5C8	Q9Y6K9
P04439	P43630
P07947	Q9H204
P25786	Q9Y5K5
P62714	Q9NY47
P29353	Q9NPF4
P12980	Q8IZS8
P38405	Q8NH42
P63208	Q86WB0
P07108	Q9UNZ2
P20290	P67870
P12931	P46527
P12235	P62993
P51817	P62955
O14746	Q16665
O43390	Q15428
P22090	P62753
O15198	P47897
P18146	Q5JTC6
Q13137	Q8TCX5
P78396	Q9H211
P35249	P40938
O14757	P98170
P21675	Q00987
P68400	Q13112
P15336	P53567
O15530	P17252
P32519	Q9H0E2
P03891	Q9Y6M9
P35544	P62241
P25054	P35658
P28324	Q6SJ96
P09471	P47712
Q15788	Q9NRJ4
P51784	Q9GZQ8
P13804	P78545
P05556	Q9UKX5
P61254	Q02543
Q96CG3	Q9GZT8
Q13535	Q9UKV3
O43463	P11802
Q99942	Q9BUN8
Q00597	Q9H5J4
P52737	Q99750
P17509	P55347
Q13535	Q96KQ7
P31948	Q9Y572
P18085	Q9HCK5
P60520	Q04637
Q16254	Q16875
P46108	Q8IUG5
P42773	Q5UIP0
P09651	Q07955
P50281	P59665
O94864	Q92830
P40197	P42338
P05112	P42701
Q96QV1	Q99759
P62304	Q9Y4Z0
P04049	Q13393
P10244	P63208
O43187	Q9HCE7
Q6MZQ0	Q6R327
P61353	P62891
O15042	O75400
Q7L5N1	Q9UBW8
Q04206	Q13478
P68431	Q9NPI1
Q9Y376	Q9Y478
P08253	Q01955
Q04771	Q969T4
O00472	P41182
P56537	Q8TEY7
P57678	Q9BQ83
P25445	Q12923
O95696	P55201
P10145	P25024
P28482	P54709
P01903	P01911
Q00610	Q00653
P20132	P21912
P42768	P68400
P55072	Q92956
O15169	O95996
O00471	Q99459
Q15365	Q5SZQ8
Q15637	Q9BUJ2
P35268	Q13573
P08631	Q8WYR1
P10767	P35916
O60784	Q7Z3T8
O15265	Q9HBM6
P16234	P52798
P22694	Q13936
Q6UW56	Q93052
P63244	Q9Y6K9
P36897	Q00532
O15371	P62993
P42229	P45983
P01106	P57088
P26885	Q9NRR5
P31930	P99999
P32246	P78423
O00429	P16298
P06241	P31273
P05121	P08246
O14640	Q86T65
Q01844	Q8N6C8
P12107	Q9UKX5
P16234	Q9ULV8
Q71DI3	Q96T88
Q96B02	Q9UBC3
P52735	Q7L1Q6
O43639	O96013
P16885	P35968
P01100	Q04206
O94817	Q16540
P02766	P98160
O14497	P62805
P28066	Q9BQ83
P0CJ72	P25090
P17612	Q8IZS8
O00206	P58753
P16157	Q14573
Q8WWB3	Q9C005
P52630	Q9Y2T4
Q92765	Q9ULW2
P01889	Q9UQ80
O60729	Q9UJX3
Q13620	Q92466
Q12805	Q5VTD9
P52732	Q99459
P17612	Q9UNY4
P25786	Q9BPX1
P56705	Q9UP38
P07737	P60709
P01100	Q13469
P11362	Q9H1Y0
Q8IY92	Q9UKX7
P58876	Q99878
P00491	Q5RL73
O75143	P42345
Q14289	Q9Y277
Q16630	Q9H0M0
P14091	P46379
O95500	P56750
Q96A08	Q9NPI1
P23528	P68032
P16333	P23975
O60739	P60660
P25101	Q9UBU3
Q99570	Q9NYY3
O43639	P48059
P02462	P05106
O00329	Q9NSB8
P38405	Q8NGB6
Q9C0J8	Q9NP77
O00305	Q9Y2T4
O43164	Q96B02
O75348	P36543
Q15843	Q92979
Q13131	Q86V24
P35626	Q8NHB7
P52272	Q8IX12
Q9H9Q2	Q9Y4E8
P08670	Q9UKY1
P17947	P25774
P19438	Q06124
O14497	P24522
Q14934	Q9Y277
P42224	Q8N2W9
Q8N257	Q96QV6
Q12962	Q86TJ2
P01106	Q9UPT9
P25205	Q7L590
O95500	P56746
P02768	Q96HM7
O43524	Q9HBY8
P62195	Q8WW24
O14544	Q14626
O15162	Q14847
P46531	Q9NZ42
P24394	Q8IZJ0
P26651	Q15834
P50151	Q08462
Q07343	Q9NRI5
P11215	P42336
O95997	Q9NYG5
P30307	Q16539
Q676U5	Q8IZQ1
P09619	Q92914
Q13478	Q9NZH6
Q13315	Q9NV58
P17301	P56199
P53582	Q96T58
Q8N3U4	Q8WVM7
P35221	P62736
Q8IY92	Q9GZU8
P42336	P42345
P42701	Q9P0W0
P09874	Q00653
P63092	Q9P2W3
Q9UD71	Q9UQK1
P29353	Q99459
Q96KR4	Q9NWT6
O95049	P60709
Q13137	Q9H0R8
P35398	Q8N2W9
O95741	Q9UHA4
P68431	Q8IZD2
P12931	P36575
P10242	P14316
P48736	Q13114
Q9NWA0	Q9UBN7
O14807	O43157
P55212	Q13077
P13498	Q15080
O75970	P56856
Q13315	Q7Z5K2
P63165	Q9H5H4
Q13535	Q96B97
P42566	P46108
Q92542	Q9UM47
P35222	Q8WVC0
O95602	P52434
P47898	P84996
P23443	P63151
P12644	Q12841
P37173	P67775
Q13114	Q9NP84
P00519	P09603
P49810	Q99828
Q13315	Q8NDX5
P11021	P13569
O00327	P23025
O95182	Q9BQ52
406952	Q01196
P23508	P29401
O75150	Q13535
P17301	P42338
B5ME19	P41091
P30450	Q99706
O60674	P42338
P12277	Q9P2G9
Q6WCQ1	Q9H0H5
O43524	P67775
P07900	P62258
P52272	Q96HC4
O00757	P61106
P08107	P08729
P20941	P51817
P62993	Q96RT1
P01571	Q01113
P67870	Q9UBF6
P06576	Q9P2G9
O75164	P68431
Q8WUA4	Q9UKN8
P02768	Q7Z333
P35498	P63218
O60573	Q96F07
P08581	P08620
Q16584	Q9Y243
P26045	P31946
P53675	Q96CW1
P20809	Q99665
Q5T4F7	Q9H1J7
Q96RE7	Q99459
P03897	P03915
P36405	Q8IWV7
P25092	Q86UT5
O43157	Q9NTN9
P08581	Q15147
O95721	Q96LR2
P62877	P84022
Q00005	Q9Y4B5
Q9HBG4	Q9Y478
O96019	P52565
P40337	Q15459
O00221	Q5H9R7
P49721	Q9Y4K3
P15260	Q9ULV8
O43237	Q9H4B7
P04183	Q9Y600
O43567	P61077
P0CG48	Q93008
O00744	Q5T4F7
P14415	Q9UEF7
P00492	P30480
O43524	Q16665
P32121	Q8NH67
P38936	Q16665
P62140	Q13976
P04899	P50150
P35222	P51532
Q07890	Q15283
P05305	Q7L5N1
P35900	Q9Y2J4
P10589	Q00403
O60934	P78527
Q14498	Q8IWX8
Q16620	Q92529
P08603	P42224
Q6UWE0	Q8IXR5
406952	Q13873
P12236	Q9NWF9
P30291	P31947
Q07817	Q9HBF4
O00329	P42336
P04150	Q9Y3R0
O75925	Q99856
P09651	Q13573
Q99558	Q9Y616
O95202	Q9UHD2
P03897	Q86Y39
O14709	Q13263
P84095	Q5JSL3
P22001	Q12959
O15287	P06493
P56524	Q96KG7
P35626	Q8NH59
Q9BQD3	Q9GZQ8
O14775	P40145
P20333	P35579
P20807	Q8WZ42
P38405	Q96R48
O60262	P08754
P35222	Q01826
P08865	P62263
O15047	P30304
P41743	Q92934
P63244	Q9NRC1
P41235	Q92786
P15514	P33763
O75306	Q16795
P48378	P48380
406929	P08134
P48552	P56545
P50053	Q96JB5
P38936	Q12778
Q15560	Q9H7U1
P08908	P50151
406987	P35556
Q14571	Q9Y6F6
O43353	Q9BVA1
P12931	P63096
P45985	Q15750
Q96C00	Q9NX70
Q14164	Q9NPH2
P63104	Q9UDY2
406947	P61586
Q04206	Q9NR30
P56537	Q96HD1
Q13153	Q9HBH0
Q13315	Q9UBS0
P03372	P49815
P18887	P67870
Q99877	Q9Y5B9
O15169	P68104
P41595	Q13424
Q13315	Q96RL1
P19838	Q9Y297
P11233	P53779
Q14203	Q96KM6
P09486	P19320
P31947	Q9P2M7
P01579	P01589
O14770	Q13501
O15239	Q86Y39
O43172	P56134
P45985	Q9P286
Q15287	Q92620
P15880	P62857
P42773	Q14209
P23511	Q15633
P30556	Q03113
Q9H2G2	Q9NRJ4
Q16891	Q9H1I8
Q8N720	Q9BQ66
P49792	Q5SRE5
P11308	Q6P1J9
Q16537	Q9Y698
P38936	Q99684
P04150	P04637
P46459	Q9UKR5
Q02078	Q13485
Q07666	Q9UNE7
Q9Y3C7	Q9Y6I3
O95400	P26599
5512	Q96SB3
406905	P11413
O15264	Q9P2K8
O75925	P11831
P40763	P48357
P43115	P50148
P29466	Q9C000
407024	P60953
Q14209	Q9UQC2
P32121	Q8NGS3
P27797	P48454
P05014	P42702
P61218	Q9Y535
P10242	Q09472
P52272	Q8IWZ8
P17028	Q15697
P52272	P67809
P25205	P33992
P04049	P31751
P05386	P15927
Q15286	Q9UM73
P08134	Q7Z6B7
Q92905	Q99459
Q96A08	Q9C005
P16104	Q96DB5
O43914	P43631
O95563	P05386
Q15013	Q562F6
P62191	Q5VTR2
Q13315	Q9NUA8
Q15365	Q9BUJ2
P01112	Q0VAM2
P43116	P63092
P04899	P51828
Q13480	Q99759
P29965	Q14653
P04406	Q04864
O15264	O43353
P45983	P62834
P15311	Q9Y478
O14745	P16070
P11021	P11142
P08311	P55210
P23381	P40926
Q09028	Q92800
Q15435	Q9UQK1
P55084	Q9GZQ8
O96019	Q96EZ8
P54284	Q13557
Q8N163	Q99759
P25025	P63096
P13805	Q8ND90
P55157	Q9UBS5
P07333	Q9NRA1
P28482	Q8N122
P62508	Q15466
P06753	P0C1Z6
Q92585	Q9UBG7
O14497	Q96GM5
O15516	P19793
Q01201	Q12824
P26368	Q92620
P43360	Q15042
O00182	P14923
P08754	P24530
