#node1	node2
P11171	P26640
P01562	Q92985
O00213	P00519
Q6UWZ7	Q99708
84717	Q13315
O75807	P62136
O00214	Q14624
P00441	P04156
Q96AW1	Q9Y483
P60953	Q9H8V3
O43318	Q13131
P19793	P42229
Q14315	Q9UBF9
P56556	Q9Y5J5
P35609	Q13573
P33176	P42261
P51149	Q9NY65
O95433	Q15078
P78386	Q9NR96
P17612	P27361
Q13042	Q9UI95
Q9H4A3	Q9Y2U5
O60925	Q99759
Q96ES7	Q9NR33
P27986	Q15366
P51587	Q9H2G2
P30153	P84022
P42574	Q9H3D4
P06576	Q15717
P15927	Q9BSB4
O43707	P63261
P60604	Q8WWF5
O43815	Q9Y6E0
P78352	Q9UHC3
O60239	P02768
P57077	Q13227
P35626	Q8NGG7
P14784	Q9NPH9
P25963	Q9H2S9
O43524	P31947
P03372	Q15596
Q14966	Q9BQ66
P07550	Q9UBU3
Q04206	Q8WUF5
Q13131	Q8IZP0
O75586	P57721
O60437	P05787
Q05048	Q9H0E2
O14920	P34931
P00540	Q99640
Q15287	Q93009
P01732	P17693
Q10570	Q12996
O75676	Q13573
P31947	Q9BRG2
P14778	Q86XR7
Q13087	Q15654
Q14781	Q99750
O95817	Q9UJY1
P05187	P55854
Q5VT06	Q9HAU0
Q92769	Q96A08
O75694	Q99459
P46527	Q03164
O14610	Q92569
P16471	P63104
P15260	P29597
O15553	P25963
P10275	Q92993
Q09472	Q8IZL2
P40763	Q9UM73
P16220	Q12979
O95251	Q9P2H0
Q8IYD8	Q9NPI8
P47712	Q5JWF2
P29350	P29597
P04183	Q9NX74
P26951	Q9GZX6
O15116	P62310
P49450	Q09028
Q13153	Q13233
P62873	Q00975
Q8TE12	Q9UBR4
P05109	P38936
P41236	Q8IWU2
P18621	P40429
P53779	Q9Y6W6
P21673	Q6PI98
Q13415	Q99741
O14610	Q92806
P57721	Q9UKA9
P14616	P27986
P60709	Q00653
Q9UGP5	Q9UIF7
P19174	Q14315
P17612	Q9Y478
P14616	Q8WYR1
Q9NV56	Q9Y4A5
O00505	P32121
P10912	Q9ULV8
P52294	P63104
P16220	Q9Y2W7
O75955	P04278
O94874	Q96JB5
O96019	Q9NRQ2
P16150	P17931
P04049	P67775
Q16594	Q8WVD3
Q5VTD9	Q63HR2
O95400	Q14103
Q6PEY2	Q96RT7
P62266	P63220
P26368	Q15796
P14598	Q05655
P01833	P09341
P08172	P63211
Q07021	Q7Z434
O75044	P61981
Q15459	Q9NZC7
Q13363	Q9H2X6
P26992	P40933
P41227	P51116
O75586	P10276
P10398	P28482
P16118	P17612
O15031	Q92854
P63165	Q9UJU2
O15144	O15145
O14836	Q12933
O75351	Q7LBR1
P42677	Q9NQC3
Q15653	Q9GZS1
P52735	Q5SW79
Q13554	Q9NZT1
O75351	Q9NP79
Q12986	Q14103
P07948	P30419
O43896	P62258
P52333	P61073
P15153	Q92556
Q6ZRQ5	Q96HA7
P60604	Q96BQ3
Q12933	Q13501
P25963	P34931
P62380	Q9NUQ8
P22455	Q6S5L8
P78396	Q05397
P05412	P21675
O75251	Q9Y6M9
P05231	Q99665
P01236	Q14626
P11274	P29353
P05141	P19838
Q96B02	Q9UBC3
P07602	P55072
Q99759	Q9Y266
P28482	P54829
P53680	Q2TAY7
P01106	Q15233
P05412	P22303
P54259	Q8WYB5
Q9BQ83	Q9NT62
O75525	P09234
Q4VXU2	Q9UIV1
Q9NVP2	Q9UKI8
P52948	Q8N1F7
Q6UWE0	Q9Y385
Q9HCU9	Q9UBN7
P26441	Q01344
406955	Q8WYQ5
Q16512	Q9H0R8
Q9UK33	Q9Y620
P46060	Q9Y478
P31946	Q9UBF8
P08708	P62837
P51668	Q9UBS8
P22455	Q9NSA1
O15496	Q9HD67
O75396	Q12981
O95989	P18621
O14640	Q04721
P53365	Q96EV8
P01127	P14616
407042	P01106
P07333	Q96J02
P63096	Q9BXC0
P35916	Q9GZV9
P68133	Q9NXR8
P29350	Q13241
Q8TBB1	Q9Y620
Q6ZVK8	Q9BQD3
Q15038	Q96HB5
P55795	Q01081
P16104	P51531
O75400	P50453
P13942	P18827
P56748	P56750
Q15047	Q9H5F2
O94806	Q4KWH8
P50402	Q12965
P18077	Q15843
P62913	Q15653
P60900	Q00987
P43155	P56545
O00329	O60674
Q15287	Q9P2I0
P07359	P48736
O43264	Q6NUQ1
P17302	Q9BUF5
Q92858	Q9BZE3
P52333	Q99062
P46459	Q13573
P23527	Q9UBN7
P18124	Q04206
O95619	Q13315
Q13547	Q99459
P31946	Q96B36
Q12873	Q9Y2P4
P09914	Q04206
Q14332	Q93098
P60520	Q8N1C3
P62330	Q14203
406951	O15111
P30939	Q9UBU3
P12931	P13645
P48058	P62140
P31785	P40225
P26992	Q9NPF7
P26367	Q13394
P30533	Q9NQC3
O94805	P04183
O60508	Q92620
P10721	P27986
P35268	P62913
P01889	Q9H171
Q99784	Q9NRI5
P53778	Q9H257
P06493	P30260
P56945	Q9UKX5
P00533	P21860
P28908	P41182
A8K4G0	P06241
Q08379	Q7Z3C6
P12107	P23511
Q01959	Q16623
P35626	Q8NGN4
P24043	Q05397
P02679	P05106
P04075	Q8IZH2
O15524	P10912
O60504	P61978
P22612	P50150
P28702	Q99459
P13612	Q17RW2
P78527	Q9BSB4
P63104	Q5PRF9
P23528	P63104
Q15796	Q9NZJ7
O95467	P59768
O75251	O95168
P53621	Q02978
P12830	Q07890
P28566	Q9UBI6
O15105	Q8N2W9
P24534	Q14164
P38398	Q15853
P17275	P53778
P63211	Q9UBS5
407004	Q07869
Q99459	Q9Y3I0
P08670	Q13573
P54725	Q13501
P12830	Q92688
P04792	Q9Y243
P00533	P35221
P38936	P61201
O60508	P61978
O75363	Q9Y230
P27986	Q9Y4H2
O14776	P26368
P18146	Q9Y3N9
P20936	Q15910
P33176	P49841
P84103	Q15428
P06241	Q05655
O75051	Q8WUM4
P49407	Q16627
O00501	P78369
Q99700	Q9NWB1
Q15834	Q15910
O75369	P62993
P21462	Q5JWF2
Q6UXN9	Q9P2I0
Q16827	Q99961
P04406	P05067
P18621	P61927
P11473	Q6P4E1
Q86V59	Q8ND90
P45985	Q155Q3
O60869	P62158
P08575	P35222
P11182	Q9HCK5
O43913	Q9Y619
P16118	Q01094
Q9UBN1	Q9UQM7
Q13315	Q9BQ15
P08648	P20908
Q9BWD1	Q9UET6
P17481	P40424
Q93009	Q9HBZ2
P12931	P19438
P33176	Q14164
O75909	Q15834
P29034	Q02790
P21333	Q13233
O43676	P51970
P35268	P62910
P35236	Q15759
Q7Z5H3	Q92730
P10721	P46934
Q13643	Q14847
Q7L2H7	Q9UKE5
P78559	Q9NRI5
P01243	P30084
P15248	P19235
P39023	Q99558
Q99877	Q9BTM1
Q96GD3	Q9NRR5
P10071	P12755
P01566	Q13261
O43752	Q9HD26
P62244	Q13838
Q13418	Q6NUN9
P15153	P61586
Q15796	Q92985
P06493	Q5MJ70
P06239	P11912
P46109	Q07889
P54253	Q92609
P35637	Q9BUJ2
P19387	P19388
P06400	P21675
O15530	P41743
P52797	P54756
Q13243	Q15366
O75529	P01106
P26232	Q08043
P38919	Q9UKV8
P01106	Q15029
P48454	Q53ET0
P26012	P55268
O00206	P58753
Q96EQ0	Q9Y5P3
P54259	Q06455
O15264	P63218
Q05655	Q8WYR1
Q96BV0	Q9NYL2
P12644	Q15475
P12814	Q5TCQ9
P00505	P23508
Q9H422	Q9UIS9
P46108	Q96T58
P35626	Q8NGK2
Q53GS9	Q99459
O15116	P08243
Q6WCQ1	Q99832
Q99549	Q9P0V3
P00519	Q13905
P51398	P55157
P06493	P21333
Q9UQM7	Q9Y698
P01033	Q15672
P82932	Q5T3J3
P05451	Q06141
O15516	P49674
P08670	P54259
O43390	Q15750
P38405	Q8NGF1
P08575	P17931
P16333	P42167
O95750	P16234
P05106	Q63HR2
Q15365	Q15366
P24844	Q9BZL4
P54289	P63151
P35398	P51843
P06753	Q14240
P11229	P63218
Q04206	Q99731
P16333	Q86UR5
P00519	P00533
P13501	P51686
Q01344	Q8IZJ0
O95197	P11142
Q8WVX9	Q9H7B4
Q9NZH5	Q9UJX3
Q07869	Q3L8U1
O43524	P28482
P34897	P56537
P38405	Q8NGW6
P01106	P78346
Q15326	Q9NR12
P62136	Q06432
O15027	P49642
P51003	Q13243
343477	Q9Y243
Q6ZU52	Q8IYF3
P68371	Q92974
P25787	Q13177
O95166	P18505
P16473	P84996
P06213	P27986
P62899	P62910
Q12769	Q8WYP5
P23229	Q9HBI1
P50454	Q9Y328
Q9H171	Q9ULE6
P05198	P36873
Q96D15	Q9UMX1
P47756	Q00005
P10914	P67870
Q92997	Q96MT3
O95400	P61978
O00206	Q99836
O15409	Q9H334
Q8N4L8	Q9NRI5
P10276	Q15910
O94916	P16298
O43920	Q16718
Q00526	Q13573
P04275	P56199
O60658	Q00653
Q07889	Q96B97
P41182	Q9NZC9
O75643	P61981
P27361	Q3MJ16
P02458	P09486
P30281	P42773
P15018	P32927
Q05397	Q08043
O95777	P83731
P17612	P54284
Q13535	Q15345
P14598	P17947
P08238	Q15750
P05388	P46779
Q8N612	Q9UI14
P00519	Q8NFP9
Q8N8J6	Q96PY6
P52565	P61960
O60925	Q9Y2X7
Q00403	Q04206
P47897	Q12933
P52948	Q92621
P01574	P31785
P04049	Q13177
P11926	P84022
Q15047	Q9UBC3
Q15011	Q93009
P09493	P19429
P42336	Q6ZUJ8
P25787	Q9BQ83
P55211	Q9Y243
P09619	Q92913
P14373	P63279
P05112	Q5VWK5
P62854	Q96BK5
Q9H492	Q9NX00
O43889	P31749
Q14686	Q8NEZ4
P23508	Q99623
O00165	P19438
P26447	Q00987
P46527	Q14188
P54253	Q92614
O75077	P04156
O94776	Q9UKV8
P01574	Q09472
Q8N5S9	Q9NZT1
P54727	Q96IG2
P35244	P49736
406937	Q14677
574034	Q9UBN7
O95747	P55011
Q96G25	Q9NWA0
Q05397	Q9H6S3
P10244	P14635
P61981	Q8WUI4
P05386	P18124
O95793	Q02878
P24534	Q13268
P08107	Q9UBR2
P43405	Q06187
P15498	P43405
O14910	O14936
Q12979	Q96RT1
O14561	P03891
Q9UJX2	Q9Y3Q8
Q01970	Q9UP38
P16333	Q92988
Q13535	Q9P0K8
Q5VTR2	Q9BRP4
P30480	P46060
O95782	Q92963
P14921	P17542
P48736	Q9P2W3
O14967	Q6SZW1
P01133	P21802
Q15047	Q99549
Q15287	Q9Y383
O00422	P31153
P08754	P41143
P08567	P51659
P05231	P08887
O75150	Q09161
P00441	Q13501
Q04724	Q13761
O00469	Q9Y230
P10415	Q8NEB9
O14497	P06400
P11171	P84022
P54257	Q9BPX7
P01570	P26951
O15371	P55884
5512	P62140
P62987	Q16659
Q16665	Q9H4L4
P35637	Q08170
P24522	Q969G3
P43246	Q10586
O14576	Q8NFZ8
P14316	P21359
P62070	P62993
Q16637	Q99683
P08865	P63220
P62837	Q13064
P09681	Q12884
P14635	Q99442
P52948	Q8WUM0
Q8IWZ8	Q9BUJ2
Q01085	Q9H8Y8
O43242	P43686
O95197	Q9H8W4
Q96EY4	Q9NX58
P12111	Q13797
O75832	P62993
P27986	P46531
P16220	Q9NQ66
O75928	Q9UHY7
P41220	Q00765
O43615	P10398
P22694	P42261
O95067	P41002
O43318	O95819
P62263	P62993
P61077	Q9UPQ4
Q05655	Q9Y6R4
P22694	Q9NPA1
P78395	Q13617
Q12906	Q9UKV8
O14788	Q16560
P14416	P63096
P04275	P53708
Q5TCQ9	Q8TEU7
P62837	Q9BYV6
P0C0S5	Q9Y265
Q8TBB1	Q96KQ7
P05230	P38646
100008589	O15160
P29317	P52798
P37837	P56537
P35240	Q13177
Q9NZH5	Q9UJX6
O15264	P35236
P24928	Q13573
Q8N163	Q9HC98
Q02543	Q9NY93
Q99814	Q9H6Z9
Q04206	Q13490
P30876	Q9NX70
P19174	Q92831
P48736	Q9UBI6
P21912	Q14164
Q99816	Q9BV68
O60512	Q15527
P25705	Q99558
Q15834	Q92530
P15248	Q13424
P42768	P60709
Q7Z6L1	Q9BTE3
P40259	P43403
P12236	P45880
Q96BK5	Q9NR30
Q15788	Q92753
P08581	P20827
Q9GZQ8	Q9NT62
P35240	Q92574
P22736	Q9HD36
P10415	Q9Y5P8
P49810	Q9Y2W7
Q7Z460	Q86SQ0
Q8NHQ1	Q9H5I1
O75578	Q07889
P04899	P48051
Q13315	Q8IX12
P15391	P29350
O15121	Q9H8S9
P05771	P49841
P38405	Q8NH70
O43889	P15336
O14733	P45985
P35813	Q92997
P42229	P52333
P22087	Q9Y6D6
P25054	Q15172
P23588	Q9H9G7
P08648	Q9HBI1
P48643	Q00005
Q07020	Q15843
P12980	P14406
P01871	Q8IY92
O00571	Q99558
P67775	Q9Y3A3
Q99459	Q9NUU7
P16234	Q9GZV9
P63252	Q13424
P61981	Q7L576
Q96HR3	Q9UHV7
P17301	P35442
O60739	P51571
Q99459	Q9H0D6
P01106	P62191
P05231	P10912
P19838	Q13164
O15264	P17676
P08700	Q5VWK5
P61073	Q99731
O95271	Q9UIQ6
O75607	P19544
P01589	P10914
P27635	P40429
P07237	Q9UKV8
O43741	Q96RR4
P16220	Q6ZUT6
O75113	Q96J02
P36873	Q8TD86
P35080	Q13464
Q13444	Q9UI95
Q03164	Q8N7H5
O14964	Q16539
P03971	Q9H2X0
P62879	Q14416
O43918	P78527
P20226	P21675
O15360	P38398
A0JLT2	P02545
P29475	Q13557
P32121	Q15173
P27986	Q9UHI7
P01562	P14784
P62158	Q15746
P05771	P19174
Q13751	Q13753
P23921	Q9UKE5
Q14831	Q9UK08
O00622	P01106
Q03135	Q14108
P10644	P82279
P41743	Q8TEW0
P35626	P46094
O96009	Q14164
O95453	Q92945
P11274	P13569
P20823	P48230
P63096	Q92633
Q5JY77	Q9BUZ4
P42677	P62269
Q7L8J4	Q9HAU0
P11274	Q00610
P04049	P30086
O00329	P29597
P62491	Q12846
O00571	P63104
P02768	Q6ZMN7
O43295	P08134
P10912	P23458
O60684	P00367
P61956	Q92934
P00918	Q2Y0W8
O75578	P35442
Q7L0Q8	Q8N392
O95273	Q9HCZ1
P21673	P56182
P34969	P62879
P16333	Q9BWF2
P62993	Q7Z7G0
Q15788	Q9Y6Q9
O75528	Q96ES7
O00410	P18124
O96009	Q12846
P29597	Q14626
Q6P2C8	Q9NPJ6
Q8ND25	Q969T4
442896	P43354
P09619	Q9UJM3
P84095	Q9BZ29
P35637	P55795
O15198	Q15149
Q14197	Q4U2R6
O15085	P61587
P14415	Q8WYR1
P01243	P28300
O75400	Q9NRR5
O14678	O43261
P06576	P30049
P10914	Q02556
P43405	Q15303
O14802	Q9H1D9
O75916	P63211
Q16512	Q9NYF0
P37173	P62714
P19793	P27361
P06756	Q07890
P08069	P55075
Q9BRC7	Q9UI26
P02452	P18564
P43250	P49238
Q15287	Q8NAV1
O00206	P38646
P54259	P61204
P60763	Q96F07
P08637	Q8NHL6
P62837	Q14258
Q13573	Q13813
P01111	Q15311
P40763	Q13163
P49840	Q9Y2T1
P06756	Q92752
P67870	Q8IY92
Q01094	Q15022
P30550	P30679
O95267	P47712
P28223	P29992
P58876	Q16777
O15524	P42226
Q07021	Q9HBU1
P00519	Q92558
P35270	P63104
P40429	Q92901
P60953	Q9Y6R4
O00212	Q07960
Q14627	Q9NYY1
P43403	P46109
P19235	Q9NPF7
P43627	Q06124
O15264	P35637
Q13885	Q92974
O94762	P49959
P31273	Q9NRZ9
P05111	P09529
P63279	Q99856
P19174	P62158
O43157	Q9NZN5
P61981	Q14103
Q12972	Q8WYA6
P60568	Q14626
P58876	Q96DB2
O75152	Q13315
Q5XKL5	Q9Y4P8
O43353	Q9BX69
P27361	Q92731
P01116	P15056
P0CG48	Q99942
Q01105	Q9BT49
P20073	P60709
P07359	P42336
P99999	Q92934
P41182	Q15306
O60229	P48023
O95639	P51003
Q13098	Q9BT78
P53779	Q9UK08
Q53ET0	Q9Y243
P25025	P61981
P16104	Q99714
P12111	P26010
O95467	P51828
P60763	Q9UIW2
O00329	P19174
P10144	P20963
P60520	Q96QK1
Q16539	Q9Y6W6
O14744	P19387
P45983	Q8N5C8
P06730	Q9UL03
Q15596	Q92831
P50591	Q13546
Q13177	Q9UBI6
407021	P56817
P50990	P67775
406991	Q92945
Q9NPJ6	Q9ULK4
P08107	Q13535
P24522	P26641
Q0VG06	Q9NW38
Q15287	Q9NQ29
Q969G3	Q9UJX2
Q13177	Q7L0Q8
O60869	Q13133
P01112	Q13772
O75937	Q15428
P10276	P13631
P11142	Q5VVH5
Q01094	Q13888
P16520	P21554
P17301	Q92569
P25054	Q01082
O43143	O75554
P01100	Q9Y5Q3
O95201	Q15834
P07766	P19338
Q04917	Q14CS0
Q13485	Q13887
P51946	Q9HB71
Q86U70	Q9H0E2
P98170	Q8WVN8
P27361	Q99956
P58876	Q13547
P16220	Q9UQ03
P10912	Q8IZJ0
P28799	P98160
Q04206	Q9Y265
P32121	Q8NH60
O00442	Q9HC36
O43463	P24385
P19876	P51677
Q9NQ66	Q9UK08
P15692	P16234
Q9H0E9	Q9Y265
P39023	P84098
P52564	Q99759
Q16637	Q9P283
Q01484	Q9UJW0
P16104	P60709
P60709	Q92636
Q02641	Q13554
P33240	Q9P2H0
P51817	Q9UBI6
P62879	Q9Y572
O15519	Q04206
Q6PEY2	Q92974
Q6NUN9	Q9BPY3
P06746	Q04724
Q14194	Q9NVP1
O00501	O95484
O15264	O43175
P00533	P52597
Q92934	Q9HD36
Q92730	Q9UDV6
P53779	P99999
P04839	Q16539
Q09472	Q9UBU8
Q7Z2E3	Q9NRD5
Q07889	Q92608
Q13363	Q9H334
P35226	Q14781
Q13573	Q15233
P61604	Q86XK2
Q0VDF9	Q12933
P18146	P35716
Q9HC35	Q9HC98
Q13315	Q96CN9
P18146	P29965
O95433	Q7Z494
P24941	Q01094
Q9H1K0	Q9NRW7
P00558	P16104
Q09013	Q16637
P04844	P46977
P19838	Q99558
Q08828	Q13557
P55010	P55884
O60739	P62280
P27635	P46778
O00401	Q99755
Q9NZ94	Q9P2S2
Q15797	Q9H9T3
Q01780	Q9HAU5
P62993	Q5H9R7
P04264	Q00005
P30279	P49841
Q12904	Q16539
P63208	Q6PJ61
P11940	Q99558
P33993	Q92794
P46776	P62906
O00141	O14920
O60262	Q08462
Q13111	Q71DI3
P28070	Q9Y4K3
O00198	Q92843
O15111	P07900
P52272	Q8IWZ8
P51965	Q86UD3
Q9UK45	Q9Y4Z0
P41220	Q6RFH5
P06493	Q93063
406952	P21453
P62273	P62847
P32121	Q8NGY3
P51817	Q9UKL4
Q2NL82	Q96BK5
P13942	Q05397
Q13573	Q7Z7E8
P10451	P53708
P16885	Q8TD86
P26038	Q13464
P48023	Q9UKS6
Q15047	Q96HD1
Q13797	Q9Y490
P17480	Q9H9Y6
O00470	P55854
P51668	Q8ND25
O96006	Q8TDP1
P01137	Q96NZ8
P63261	Q9Y572
P26678	Q13237
P15924	Q99569
Q6ZNA4	Q969T4
P27348	P49674
P08908	P63211
O15533	Q04206
Q07817	Q96PG8
P08047	P25490
P16333	Q9UBS5
P38398	Q9NWV8
O76003	Q9BZL6
P10599	Q06830
P45985	Q15750
P36542	P63104
P78537	Q9NR33
P45983	Q16621
P62256	Q8IZP6
P00519	Q14191
P01584	P19838
P10827	P28702
Q15915	Q92858
P04637	Q05086
P84103	Q13243
P02792	Q12962
Q8NFD5	Q8TAQ2
O75112	P35609
P05771	P19438
P49720	Q9Y478
O00626	Q01201
O14625	P51684
P62879	Q9HBW0
O96006	Q9HCN4
O75369	P46108
P54253	Q12933
P50213	Q96PM5
O95267	P61224
P08910	P18146
O15496	P27361
P62258	Q13627
O15239	O43677
Q14201	Q9H361
Q9HC24	Q9UM00
Q13007	Q8N6P7
P08236	P21281
P27986	Q96EV8
P10809	Q13315
P62995	Q15428
Q12933	Q9BT49
P19883	Q15139
Q8TAU3	Q9BQ66
P30480	Q02750
P01116	P21359
P06576	P11802
P62714	Q5FBB7
Q86WN2	Q969J5
P26012	P49746
Q92730	Q9P2F6
P09326	Q9BZW8
P52756	Q13243
P55157	Q9H5I1
P52272	Q9Y2Q3
P31751	Q15172
P23508	Q9NR31
Q5VZM2	Q9HB90
P05113	Q14627
O14920	Q15628
P10916	P13533
P18031	P42229
O15105	P62942
P61160	Q07890
Q92922	Q99459
P21673	Q8IY81
O43707	P49023
P54284	Q15173
O76064	Q969T4
P50148	Q9H1C0
P17987	Q9P0V3
O60674	P38484
Q15527	Q9NQX6
P06241	P15498
Q15022	Q16254
Q13228	Q9Y2S7
Q14738	Q5FBB7
P13569	P28799
P13232	P31785
P00519	P12931
O15371	Q14152
Q13315	Q6DD87
Q15149	Q32MK0
Q13315	Q8TF40
Q04206	Q9Y2T4
Q99466	Q9NYJ7
Q13573	Q8IYB3
P00519	Q9Y3L3
A6NIT4	Q8N6P7
P55196	P68133
O14757	Q9NY61
P52797	P54764
O15553	P51878
A6NHR9	Q13573
O15198	P54274
O00257	Q14781
P20333	P38646
P17181	Q969D9
P16671	P49746
Q92730	Q96BY6
P10301	P27361
P62993	Q9H706
P10644	Q04206
O76093	P06213
P35080	P40337
O00626	P51677
P52943	Q96AW1
O76003	Q96KM6
O95813	P36402
P08842	P16220
P13612	P13942
P42261	Q13555
O15169	O75581
P0C0S5	P62875
Q13315	Q9NVC6
P35637	Q92620
P06730	Q8TEQ6
P05109	Q38SD2
O15264	Q9Y4K3
P13196	Q00535
P30154	P37173
P00533	P42566
P01567	P31785
P42229	P45983
Q969Q1	Q9UBK9
P40337	P61081
P05129	P26012
P14866	Q8IWZ8
P01579	P38484
O43734	Q96RJ3
Q96NY9	Q9BQ83
O00482	P20823
P01106	P17987
O14764	P54257
Q05048	Q12996
P27986	P84095
O15520	P00533
Q9BVM2	Q9Y230
A6NIT4	P42701
P51790	Q9HD26
406942	P10242
O60906	Q92636
Q13813	Q9NPI8
O14974	P62140
P49207	P62888
Q71F56	Q93074
O75751	P00519
Q5VYV7	Q8IY92
P11831	P35269
P40337	Q9NR31
P18146	P63027
P48764	Q6P0Q8
P35568	P35968
P31946	P40818
O00206	P51617
P05154	P07225
P17301	Q13753
P02545	Q92993
P39019	P62841
O76071	Q16082
P12956	P46531
P38936	Q00653
P51692	Q8N2W9
P38936	P55273
P06400	Q13363
P62256	Q9H0F5
Q96BY6	Q9H4E5
C9JDP6	O00501
P53990	P54253
Q7L7L0	Q99880
Q16659	Q9UJ83
P78337	Q13562
P01871	P15309
Q06455	Q96QR1
P06748	Q9BQG0
Q8TEW0	Q9BYG5
Q9UNS2	Q9Y4E8
P54259	Q02641
P07355	P07858
O15530	Q15418
P01236	Q969J5
P22528	Q15853
P83369	Q969L4
O75956	O95070
O75438	O95139
Q8IXI1	Q8N264
O60739	P13797
P62993	Q07020
O75369	Q9Y6R4
Q8IU60	Q9NPI6
P06454	Q14103
Q9NR30	Q9UJM3
P13686	Q96DI7
Q00005	Q13085
O95359	P07199
P04899	P08588
P28324	Q02535
P47813	P62826
P08572	Q13797
O15534	O96017
Q03135	Q12933
Q15116	Q9BQ51
P04629	Q96PU5
P36957	P62993
P49257	Q9Y5X1
Q02930	Q92793
P31689	Q9UM11
P01566	P42702
O75694	Q53GS7
P05067	Q92624
P42336	Q9UM73
P26373	P62829
P32881	P42702
P15036	Q99684
Q13576	Q9BSL1
P31749	P49841
P45984	Q16539
P11021	Q04864
O75695	P36405
O75915	P51681
Q13123	Q96NB3
P61966	Q9ULC4
P30559	Q01668
P07437	Q9NY65
O15273	Q9HAU4
P31749	Q5T1C6
Q5T5P2	Q8IYF3
P62993	Q01344
O00755	Q6FHJ7
Q8N4G2	Q9HCE7
Q9H0E9	Q9UBU8
P45984	Q16828
P47914	Q9NY93
P42224	Q8N2W9
O00165	Q04206
P01241	Q8WUH6
P54762	Q13322
O75964	P01889
Q7L576	Q9Y6X6
P04626	P0CG47
P12314	Q13094
P06213	Q05209
P60763	Q5JSL3
P13569	Q9H9S3
O75815	P40939
P16112	P98095
P28482	P30480
P10914	P17676
P09619	P49765
P20936	Q07960
Q9H9J2	Q9P283
P0CG47	P58335
Q7L5D6	Q92993
P49747	Q13683
Q14151	Q8TDY2
P05556	P49023
P27987	P61289
P02768	P07711
P05107	Q14289
P08069	P20827
P60953	P61224
P35626	Q15622
Q16531	Q9NZJ0
P30450	Q13241
O60610	P63261
P13569	Q5SW79
Q92519	Q92523
P28482	P40763
P0CG48	Q7Z6J0
P61978	Q3SY52
P11831	P15036
407008	P25791
Q13315	Q9UNE7
Q05193	Q99961
O95425	P20929
Q13751	Q16787
P04156	P11021
P19419	P31152
O95782	P52735
P22626	Q12986
Q14197	Q9Y2S7
P08107	P13866
Q14626	Q9UHD0
P01243	P43487
P0C1H6	P56524
Q13432	Q96SN7
O00574	P10145
O94817	Q6P2I7
P19022	Q12913
P04350	P20333
P16333	Q15078
O14522	P62993
Q9UKV8	Q9UL18
O95931	Q06587
P35544	P46781
O75081	P17542
P10415	Q9Y2T4
Q86Y13	Q99816
P35998	Q9Y4K3
P06400	P24864
P12110	Q05397
Q04837	Q68E01
P24043	Q9UKX5
P39023	Q9Y478
P63208	Q9UKC9
O94989	Q14161
P01106	Q9Y6J9
Q12905	Q99459
P16104	Q9H7Z6
O95486	Q9NQW1
P33981	Q6WCQ1
P61981	Q13838
O95777	Q2TAY7
O00585	P25024
O60674	P05112
P00492	Q9H1Y0
P11229	Q9HAV0
P13236	P51677
P09237	P14780
P20671	Q9UKV0
Q03518	Q13087
P11912	P43405
P60660	Q15746
Q00005	Q96EP5
P13637	Q96EB6
P61289	Q9UL46
O14639	P62993
O43295	P60953
O15379	O60566
P14317	Q96PU8
O43182	Q07890
Q96A08	Q96RL1
P46108	P53708
P04844	Q9HC24
Q03518	Q99683
Q99459	Q9UJX6
P28223	P50148
P19875	P32248
P62987	P83731
Q15102	Q5T3J3
P18084	P26006
P02775	P32302
O14717	Q9BVJ6
Q13555	Q8NFM4
P62310	Q9UK45
O75578	P16144
B1A4H9	P31785
Q6VMQ6	Q9NRI5
O43395	Q15834
P26012	Q13683
Q7L5N1	Q96SN7
Q12888	Q96T60
P27348	Q04206
O00574	Q9UBD3
P42702	Q9UHD0
P51003	Q04864
P08069	P16885
P28065	Q2M3G0
P50552	P63261
Q13257	Q562F6
O60682	Q01844
Q8N1F7	Q9BUV8
Q16254	Q7L2E3
Q99502	Q9NPC8
Q04864	Q15306
P04198	P33993
Q86UX6	Q9NS64
P27348	Q13247
P04637	Q13043
Q14683	Q8WVM7
P27986	P54710
P10827	Q9NPJ6
O15264	P35638
P26373	Q99558
P04198	Q9UJA3
O76080	P0CG48
P63098	Q9NZT1
Q02241	Q96GD4
P52630	Q9Y2T4
Q16539	Q9Y243
Q9HC38	Q9NPJ4
P09544	Q9Y5W5
Q969H0	Q9Y6Q9
A7E2V4	P54259
P49716	P50591
O00168	Q9UN42
Q13554	Q13557
Q13315	Q7Z5K2
O00329	P23443
406987	P52926
O15350	Q96J02
Q6VN20	Q8N6C5
Q86VP1	Q9Y3M8
O00716	Q13315
P20823	Q13185
P0CG48	P10914
P67809	Q14683
P16220	Q9NQV6
O43395	Q15365
P40933	P42702
P01111	P45984
P04183	Q8WVS4
O60262	Q92569
Q96JB5	Q9UGJ1
P00533	Q14974
P54619	P98177
O00762	P09104
O75159	P23458
O43353	P29466
P26641	P61981
O15392	P55211
P58753	Q9H0E2
P38398	Q969G3
P41743	Q00005
P46781	P62701
P62993	Q99259
P17535	P53004
P07355	P60709
P04085	P16234
P51991	Q13573
O75558	O75909
Q15365	Q7Z434
Q6QNY1	Q8TC12
Q8WZ42	Q9NVP2
P18124	P61513
P05109	Q9UKR5
P40818	Q9NZZ3
Q96RT8	Q9BQE3
P01574	Q5VWK5
P21926	P50454
P25054	Q02556
