#node1	node2
P62258	P68431
Q86Y39	Q9Y6M9
P06400	P42685
P51684	Q15835
P22612	Q9UGJ0
O95777	P42898
P28074	Q9UET6
P30153	Q9Y2T4
P12931	P42336
Q9P2J5	Q9Y6K9
P29597	P38484
P38405	Q8NGL9
P24723	Q16625
Q15714	Q8WWC4
P56537	Q9Y266
P05187	P55854
P29692	Q9Y478
P48051	P61952
P04792	P10275
Q12933	Q9UQN3
P0CG48	Q8TEJ3
P01308	P48745
P46934	P62875
O60260	Q9Y6H5
P02462	P18564
Q8WVB3	Q9NX46
P22626	Q07955
P04183	Q14209
Q13315	Q9HCJ3
P46100	P63165
O43390	P06241
P55010	P55884
P51668	Q8WWF5
P17676	Q15306
P62714	Q13136
P51991	P62258
P07332	P29084
P49368	P68402
J3KMZ3	P28482
P11836	Q15306
O60739	P09936
P19838	P34931
P01563	Q99650
P35626	Q8NGJ1
P56524	Q96QV6
P17480	Q9Y4A5
P26010	P35609
O95685	P13807
P08887	Q9NYY1
A8MT69	Q14469
P43250	P51679
O95298	Q86Y39
P22314	Q92685
Q13564	Q15843
O43586	P42766
Q02156	Q07157
P33778	Q9UBN7
P05231	Q13261
O60260	Q99719
P01732	P10321
P60842	Q04637
P62750	Q9Y3U8
P54725	Q12933
442895	P03372
P10966	P30450
Q9BVM2	Q9Y230
Q9NZN8	Q9UFF9
P10275	Q9Y4B4
P25788	Q9Y244
P25942	Q92504
P29460	Q8N6P7
P35968	P49023
P12931	Q9P1A6
P16220	P22694
P17600	P27361
P36896	P58166
P42773	Q04724
Q14738	Q9Y243
Q13936	Q15173
P46779	Q02878
P18146	Q93096
P47869	P54257
O00329	P06239
Q13332	Q16849
Q9HC38	Q9NPJ4
O43242	Q99459
O95685	P62136
Q8WUI4	Q9BZL6
Q58A45	Q9H361
P06756	P49746
P35225	P42701
Q8WZA2	Q92736
P46108	Q15036
O94805	Q92925
P08637	P20963
P62244	P62993
Q49AJ0	Q92993
P10827	Q9NVC6
Q13651	Q9HBE4
Q13616	Q9UBF6
P08572	Q96IP4
P0C1H6	Q13547
P56937	Q15800
P62249	P62633
P10275	P11182
O15264	P17275
P53778	P63096
P06239	Q05209
O15055	P20393
Q12834	Q9NZH5
Q9H422	Q9UGP4
P12645	Q96NZ8
O15455	P42338
Q13573	Q9UKM9
Q86YZ3	Q96BK5
P60568	Q9HBE5
O14920	Q13077
P22612	P62879
Q14526	Q96EB6
P31749	Q07817
P35638	Q96RU7
P29350	Q13651
P0C1Z6	Q96CJ1
P49792	Q99567
P22694	Q9H1R3
Q9BX70	Q9H0C5
Q15366	Q16629
Q7L0Q8	Q9H7D0
P48200	Q9BYM8
Q15047	Q8WUB8
O14544	Q99062
P04637	Q9NRM7
P62807	Q96QV6
Q15834	Q9BRK4
P07900	P14868
P29353	P40189
P06493	Q13526
O14544	P19235
Q13573	Q8NFH4
Q3ZCQ8	Q9H8T0
Q969T4	Q969V5
P05113	Q5VWK5
Q8IZL8	Q9UL18
O00501	O75508
O15054	P68431
P01106	P35626
P55795	P61978
P49407	Q96J02
O75525	Q99873
P61978	Q9P2K5
P01106	P68366
P08708	P62753
Q99459	Q9Y613
Q9P253	Q9P2Y5
P56537	Q13257
P20333	Q15758
P11831	P17275
P10912	P25208
P14923	Q9H173
Q0VDD7	Q9BT78
P08962	Q9BXN2
O60941	P37198
P18848	P51812
O14950	Q86YV6
P14784	P62993
P04637	Q92597
P01871	P15309
P01574	Q13007
P00519	Q13588
P18564	P46109
P38936	Q99741
P06493	Q13112
Q14192	Q9H173
P22694	Q13733
406948	P24864
O14939	P01116
P08151	Q9UMX1
P02768	Q13315
P12004	Q15054
P58107	Q9Y4K3
P21728	P63092
P37173	P98082
P01889	Q16740
P50750	Q9HAW4
Q01201	Q96GM5
Q15759	Q16690
O75113	Q9H6S1
P19525	Q8WTT2
P10275	P32780
O00214	P08648
P05386	Q13885
P35225	P78552
Q13535	Q92804
Q9Y5E4	Q9Y6T7
P52943	P54257
Q8IZL2	Q9UM47
P00367	Q9Y4K3
P49642	Q14181
Q9C005	Q9UPS6
Q13535	Q9H4A3
P01566	P31785
Q13616	Q9BT78
P01889	Q15631
O60684	P32119
P47914	P61927
O95433	P16383
Q13363	Q9UKV0
O14508	O14654
P25024	P80098
P33681	Q04206
P28324	P45983
P31749	Q9UKG1
O43639	Q08345
P31150	Q9UET6
P10767	P35916
O00463	Q93009
P17813	Q15654
Q5VTR2	Q9BT78
O60739	P00451
O43678	P03905
O60504	P02768
P23229	P50552
P03897	Q86Y39
P07942	P24043
P11171	Q9Y241
P33993	Q9NY93
Q5KU26	Q9NV70
P17844	Q92731
P35222	Q12913
P62081	P62701
P01242	Q9HC73
Q13257	Q9UJX4
O95931	P35227
P49336	Q9NWA0
P0CG48	Q15796
O00487	P43686
P62736	Q8NHR9
P41221	Q8N474
O60739	Q99873
P68400	Q16539
P20248	Q13416
P27986	Q9UHI7
P54259	Q9Y219
P01137	P36896
A8TX70	P13612
Q16539	Q99683
O15524	P14784
P51449	Q14686
P01106	P0CG48
Q01081	Q16629
O43353	P06733
P18206	P26232
P48431	Q92858
Q13363	Q14526
P30480	P37108
P04350	Q8WWQ0
O43298	Q9H8Y8
Q14451	Q15047
Q93062	Q9BQY4
P26641	P61956
O15534	Q49AN0
O43809	Q05048
P01112	P27482
P23443	Q9Y243
O00329	P60763
Q6UXH1	Q9NX14
O14775	Q01668
O94906	Q15428
O14727	Q07812
P04156	P31948
P42574	Q13177
Q07889	Q8IZP0
P05019	P17948
P01584	P17947
P16070	Q12891
O15069	Q9ULV8
Q96HN2	Q9Y4K3
Q5VVX9	Q99496
Q13315	Q96T37
O60861	Q99612
P24821	P56199
P23458	P31939
406899	Q8WY64
P51617	Q9H6S0
P25774	P55957
P24941	P62249
P32246	P51671
P08134	P27986
P11142	P45983
P24522	P32456
P19838	P43243
Q9UJZ1	Q9UKV8
Q676U5	Q9HC29
P01562	Q09472
P19338	Q05513
Q8NDP4	Q99750
P50539	P61244
P22087	P25942
P19438	Q13748
O75391	O95870
Q15181	Q16082
Q8IY92	Q96HN2
P84022	Q9H6Z4
O15530	Q15796
Q9H2F5	Q9NPF5
P62310	Q9BRX9
O76031	Q14197
P46779	P62906
P61964	Q9Y4K3
O75554	Q12874
P16220	Q9UQM7
Q05513	Q8TEW0
O15444	P51677
O14775	P53778
O60888	P40337
P31947	Q96ES7
P40763	Q13287
P47992	P61073
Q5T8A7	Q9NYQ7
P31749	Q13370
P04637	P62380
P33993	Q05086
P01889	P15104
Q13573	Q9H2P0
O15234	Q9BZI7
P14770	P46108
P13232	Q01344
P35222	P68400
P47914	P62750
P40938	Q13573
P24941	Q99728
Q00059	Q9UKE5
Q9H2G2	Q9Y697
P05067	P42574
O60840	Q9Y2T4
P24864	P38398
P02768	Q9NZJ4
P13807	Q96RG2
O43432	O60573
P15336	P62136
P05556	P15531
P63151	Q8WXS5
Q13547	Q7L2E3
P02545	P20700
Q16513	Q5SW24
P61160	Q92747
P05771	Q15139
Q9NRS6	Q9UI14
Q96PU8	Q9BX46
P53677	Q9HC77
P15153	Q96QB1
Q16254	Q99741
P08476	Q13705
P63173	Q92901
P31943	Q86V81
P52756	Q15287
P49207	Q02543
Q7RTX0	Q7RTX1
P03372	Q16254
Q05655	Q92569
P08575	P46459
Q9HAU4	Q9HC98
Q99878	Q99880
O43818	Q9HCE7
O00329	P42681
Q8NFD5	Q9UJX2
P62304	P62314
O75582	Q9NVH1
P98175	Q01081
Q05923	Q15759
Q13315	Q14669
O00206	P19838
Q00653	Q96EY1
O00548	P21675
P05067	P49757
P62993	Q70EK8
P33993	Q9HAW0
P35625	Q13444
O95433	Q14807
P37173	Q03167
Q13432	Q9BXR0
P01589	P05113
O60216	Q13573
P49418	Q92569
Q6P158	Q9NY93
Q96HF1	Q9NPG1
O43676	Q86Y39
P12644	Q15475
P01889	Q09028
Q8IUE6	Q9UKV0
P84103	Q8IYB3
O95400	P35637
P04626	Q08881
P07197	P53778
P61978	Q15287
P28482	Q12913
Q8NFZ4	Q9ULB1
Q16891	Q9BXP5
P12644	Q9H2X0
P05129	Q9Y624
O60565	Q04917
P15336	Q8TEY5
P19174	Q05193
O00194	Q9BV36
O15047	Q9C005
P23396	P60866
O15400	P54920
P08670	Q9HD26
P20929	P25054
Q01094	Q96PG8
P01569	Q9HC73
O60739	P60660
P15923	P27361
P25054	Q96HA1
Q92831	Q9BV73
P02462	P18827
O60739	P07355
Q15365	Q5SZQ8
P48730	Q92997
P21291	Q14192
P01375	Q9Y297
P35568	Q13882
P23786	Q14197
P46926	Q01844
P00167	P20823
P30085	Q9UKE5
P14923	Q9NSA3
Q92616	Q9HC98
O14933	O94941
Q08117	Q9Y6H5
P68036	P84098
Q12841	Q8WZ42
P41220	Q14524
P07948	P15941
Q99608	Q9UBM7
Q09028	Q99459
Q12988	Q96DV4
Q9UPR3	Q9Y5P8
P55060	Q13573
P01567	Q14627
P53680	P62316
Q71F56	Q9Y2X0
Q09472	Q8IZL2
P11686	Q9H334
P30988	P62158
P20333	P49411
P05067	P19086
P41235	Q9BTT4
P39019	P62273
O00459	P52333
P08107	P11021
O43741	P17612
O15520	P06213
Q6PI98	Q9H9F9
P02768	Q9BTX7
P32121	Q8NGQ6
P30154	P54289
Q8N257	Q96KK5
P32246	Q9Y258
Q8N8S7	Q9UGI8
P24941	Q99708
P12931	P18084
P56524	Q9HCU9
P17028	Q9NX65
P63000	Q92997
Q9UJY4	Q9UMZ2
P50453	Q15047
Q13042	Q9UNH5
Q9H4B7	Q9NY65
Q13098	Q9BT78
P51617	Q9H0E2
P06493	P17302
P04054	P27361
Q12959	Q9ULH1
Q14451	Q9UMN6
P05771	Q70SY1
P51124	P68363
Q93062	Q9BRR9
P30281	Q7L590
P60709	Q02045
Q13315	Q9BQ15
P00519	Q9NUR3
P06400	Q9BY41
P16104	P47897
P25054	P49674
P09669	P21246
P07992	Q96S82
O43809	Q04724
P23368	Q9Y4E8
P18146	Q13887
P35222	Q9Y265
P35368	P50148
Q14164	Q9NR31
P10145	Q15654
P25100	Q9Y210
Q07889	Q92608
P41235	Q13503
Q13573	Q9NUU7
Q96RL7	Q9H2G2
P62070	Q8TDF6
P46777	P63241
P26992	Q9NPH9
O00291	O94973
Q07889	Q9NZN5
P38405	Q8NGP6
P60604	Q2TAA5
P62913	Q02878
P54619	Q9NP71
P30304	Q9NYV4
P00403	P27986
A6NM45	Q16625
P00533	Q13191
P07737	P68133
P67870	Q9H9F9
Q8IZQ1	Q9H1Y0
P05412	P18848
O43617	Q9Y5R8
P49792	Q12802
Q00610	Q9NZN4
P35749	Q8IY92
P45984	Q02750
O43237	Q9NRD5
P01019	P62993
P60228	P62330
Q16531	Q9NX09
O60739	P26583
P33778	Q9UQL6
Q15435	Q16659
P40189	P40933
O00459	Q8IXI1
O43353	P35579
P38432	Q4J6C6
P49116	Q9NYJ8
P05549	P08651
P18564	P25940
P32418	Q01484
P56524	Q13557
P22455	Q92569
P04198	Q8N726
O14640	P55196
P00533	P35568
Q04724	Q9UN74
P07437	Q68CR1
P63279	Q13569
P04637	Q96PG8
P01732	P30511
P10599	P32119
O75052	P29475
P05113	P26992
O15534	Q99743
P26441	Q16394
Q9H361	Q9NY30
P11474	Q9Y4A5
Q07021	Q14103
P55157	Q92988
P01137	Q06828
P81274	P98175
P19086	Q13255
P14859	P24385
P30480	Q9UGP8
Q12778	Q13541
P21583	P22455
O75821	Q99613
P39687	Q13469
P19087	P35913
P17066	Q01201
O15534	Q13616
P04908	Q99880
P01308	P22455
Q99459	Q9Y230
P68431	Q16576
P45983	Q9UQF2
O60353	P35222
Q14680	Q9BZR8
P35754	Q14653
P27361	P50607
P05387	P62993
407044	Q13153
P30876	Q9NZC7
O15162	Q9BUZ4
P39023	Q9Y478
P62877	Q7Z6M2
P19838	P78545
O00459	P52735
P39023	Q14164
Q06413	Q14934
P05412	Q96EB6
Q7Z6K4	Q9UJU2
P06241	Q9BPX7
P63279	Q13064
P42766	Q99558
O14730	P22087
O00555	P04899
O75955	P61073
Q16778	Q71UI9
O15111	Q13233
P35222	P42574
Q14151	Q8TDY2
O14513	P16333
P32121	Q8NHB1
P08107	Q04206
Q15562	Q9HCS4
P10768	P30480
P01106	Q99933
Q13315	Q6NXE6
P48736	Q13480
P42336	Q15303
O14775	P48736
P49703	Q8IWV7
P23497	Q92793
O95072	Q16537
P24385	P38936
Q8TEY5	Q96BA8
O95639	P27448
P01241	P07741
Q13315	Q9H307
P07550	Q13315
P01574	Q5VWK5
Q00610	Q13315
P38606	Q13315
P30457	Q9BUP0
P00750	P05787
O95685	P15735
P04406	Q93079
O75533	Q8TAD8
P62140	Q6UN15
P62070	Q8WYR1
O14576	Q9UJ70
O95178	Q16795
O14807	P04049
P30480	Q14697
Q07864	Q13573
Q15599	Q8IUQ4
P26599	Q16629
P12004	Q9UET6
Q14197	Q99551
P40939	Q13233
P51965	Q9HCM9
Q15834	Q9H5V7
P23511	P24941
P0C1H6	Q9P0M6
Q9UNX3	Q9Y3U8
P63104	Q96J92
P19525	Q7L2E3
O60784	P0CG48
P09455	Q4LE39
P04278	P63267
Q12967	Q13393
P62805	Q4FZB7
Q86UD3	Q9Y2X8
P98082	Q9H2G2
P43250	P49407
P20248	Q9H211
O75381	P14317
P46778	Q9P1W9
P19474	Q92793
P07202	P15260
P01137	Q9NNX6
P01024	P17927
P35544	P62854
P05412	Q92793
P49366	P62256
P05129	Q8TAA9
P14543	P98095
P16581	P35609
Q9Y265	Q9Y572
O96019	Q8NFD5
O60711	Q96BD5
P27708	Q01201
P27986	P29074
O95630	Q9NRV9
O14964	P46934
O94915	P31946
Q15834	Q9Y247
P55769	Q9BUQ8
Q13315	Q9NY93
P29353	Q14289
O95467	Q9UF11
P13861	Q92934
P0CG48	Q9UNA4
P16520	P49286
Q15306	Q9Y4K3
P16104	P38646
P19474	Q9HCK5
P01106	P42166
Q6IA17	Q9Y4K3
O00303	P30480
P05412	P63279
P35579	Q9BX84
P28067	P28068
O14530	P33240
Q00534	Q13547
P14625	Q16665
P30273	P42336
Q14197	Q9Y2R5
P14859	P19793
O00232	P01243
O14508	P15509
P51003	Q13243
P36873	P36897
O60671	Q9UIF7
P52272	Q99459
P18621	P47914
P30307	Q5MJ70
O60503	O95398
O15111	P55957
406887	P05231
P13501	P32246
O75914	Q96L33
P11171	Q99436
O94916	Q13554
P14174	Q9NWF9
P04183	Q8NBE8
O43674	P51970
P40337	P46783
P05154	P07225
P08238	Q16659
Q13315	Q8IY95
Q13573	Q6ZW49
Q92917	Q9Y2I6
Q12873	Q13547
P15882	P61247
P18084	P56945
O15371	O75822
P05129	Q9H6Z9
Q13315	Q96ER3
P11161	P18146
P19784	Q9HCE7
P62807	Q9BTM1
Q00653	Q3ZCQ8
O00329	P01106
P45984	Q13115
O60566	Q96DE5
O95551	P11388
P05771	P51817
P17612	P45984
P51668	Q9BV68
A8MTJ3	Q9NYV8
Q13573	Q96QD9
O00144	Q9UBV4
P53618	Q9NRR5
Q7L1V2	Q9H270
P06213	Q9NRF2
O75530	Q15022
P18077	P42766
P29590	Q14653
P40337	Q96QK1
P11229	P63096
Q12778	Q13043
Q16543	Q9HC98
P99999	Q9UET6
Q10567	Q13573
P15559	P25490
P19793	P55345
P27986	Q32MK0
P04183	P13196
P61353	P62424
P38484	Q9NYY1
P38405	Q8NGX3
P04150	P10275
P14316	P50591
P48551	Q9GZX6
P54284	Q9Y5P8
P21281	Q14108
P14618	P52789
Q8TAB5	Q96L14
P05107	P42336
P04629	P29350
P00505	P78396
O14986	P63000
P05386	P61353
P11309	P52630
P04626	P12931
P08100	P19087
Q9P2A4	Q9Y6W5
O60566	Q13042
Q03518	Q86V81
P22607	Q6PGQ7
Q15173	Q5FBB7
P49841	Q9UII2
P63104	Q96RK0
O75143	P60520
Q66LE6	Q9NPF5
O14904	Q9ULW2
Q08170	Q96SB4
Q96HR3	Q9BWU1
O14733	P63000
P54259	Q9BSW2
O43913	P42771
P01106	Q13610
O14974	Q13315
P68032	Q969Q1
O96019	Q92993
P55036	Q99460
Q13485	Q99717
P18825	Q03113
P22492	P63104
Q32MK0	Q9P286
P08700	P15260
P05014	P78552
P08069	Q9H0M0
Q04206	Q92769
P07910	Q13315
P62873	Q15759
Q15047	Q9H9J2
O95819	P26373
P06756	P07996
O75469	P41235
407007	O43521
O95985	Q04206
P22392	Q13283
P04156	P62993
P28335	P29992
P62805	Q96L91
P62979	Q15653
P04899	P22612
O95870	Q9BVK8
Q96GD4	Q99459
P04275	P26006
P46781	P62857
O43261	P68104
P04150	P16220
O43237	Q13885
P01112	Q8TDF6
P01023	P12544
P58557	Q9H8T0
O43660	Q9UMS4
P84022	Q13445
P45973	P60709
P62805	Q9UM07
Q15427	Q9BWF3
P40145	P63215
P15173	Q02363
P62195	Q9UKF6
P02647	P41235
P18146	Q16827
P62316	Q6WCQ1
O75928	Q05516
Q9UD71	Q9UQK1
O43809	Q9ULV5
P16499	P51160
Q13485	Q96D21
Q5FBB7	Q8NDV3
Q14106	Q4VXU2
O15264	O95398
P01567	Q9HC73
Q99928	Q9H0R8
Q13546	Q8IVM0
P19235	P32881
O95433	P55287
O43561	P06239
P51587	Q14565
Q7Z699	Q9UBS4
P05452	P23443
Q99459	Q9UKA9
Q13432	Q9NXU5
P31942	Q9P1W9
P11142	Q00005
P05388	P62258
O95400	P14678
P62993	P68363
P63104	Q99683
P17081	Q92608
O43157	Q92730
Q14197	Q9BYD6
P16104	Q9H3N1
P15056	P46940
P04183	P14618
O60861	Q8N693
Q16665	Q9H4L4
O43293	P40763
P08700	P14784
P06241	P11137
P35544	Q9NX58
