#node1	node2
P47813	P54253
Q13291	Q92835
O43353	P04049
P19438	Q96B97
O14807	Q8WYR1
P09471	Q13467
Q15369	Q96BK5
P46531	Q92831
P21580	Q13571
P23229	Q9UKX5
P0CG48	P62987
P46459	Q99459
P41182	Q9NR96
O95990	Q9BUH8
P10451	Q9UKX5
O15264	Q14697
Q15759	Q9HAV0
Q13435	Q96FV9
Q9H1J7	Q9NPG1
O14832	Q9P2S5
O60674	Q9UHF4
P28799	P49639
Q13418	Q9H2U1
Q13098	Q13216
P63208	Q96EF6
P08754	Q08462
406885	P01111
P15248	P31785
Q13370	Q16566
P49682	P55773
P32004	Q15418
P11940	Q15365
P58876	Q9BTM1
P18146	Q9UII4
O96018	Q92844
P05452	Q9Y2W1
P35225	P42702
Q13233	Q9H1R3
P0C5Y9	Q969S8
P20671	Q7Z2G1
O95169	P03901
O43261	Q9GZT6
Q13409	Q13748
P24522	Q9Y6R4
P13637	Q9Y3U8
P61981	Q86VM9
P05783	P19012
Q09028	Q12830
O60674	P52630
P19438	Q9Y4K3
Q13555	Q9UQM7
O43734	P25942
Q9HB96	Q9UBZ9
P19793	P55345
O43809	Q9UQB3
P04233	Q99538
P12931	Q9Y6Q6
P49918	Q09472
P11021	Q92597
Q12933	Q9BRK4
P21675	P62805
A0JLT2	Q9UBN7
Q04206	Q15025
O75293	Q8TAE8
P24539	Q14197
Q13153	Q9Y2X7
O60291	Q96B02
P13631	P19793
P62714	Q86XL3
P62166	Q9UBF8
P36956	Q04206
Q9HBE5	Q9UHD0
O14745	P23508
P04275	Q13797
P14866	P67809
P48729	Q9Y2B4
P28749	Q13547
Q8NC60	Q9BV38
P15927	P51681
P46734	Q9P2K8
O15264	Q9Y5S8
P78539	Q15118
P68104	Q9BX70
P35998	Q15008
P22681	Q13905
P36873	Q8IZS8
Q7Z6B7	Q8IXI1
P02774	Q9NX55
P27695	Q13569
Q14654	Q15878
P26232	P31946
O15118	Q86WV6
P20073	Q09013
Q15528	Q9NVC6
406900	Q01094
P17931	Q08380
P62158	Q9Y283
P09466	P51965
Q15637	Q9BWF3
Q9P2M7	Q9UDY2
Q9H8W4	Q9UKJ5
Q2TAY7	Q6WCQ1
P50914	P61353
P08246	P17676
P62158	Q01064
O95400	P07910
Q13243	Q8IX12
P00533	P98172
A8K6C2	Q8IU57
P29353	Q12929
O75925	P52630
P0C0S8	P0C1H6
Q9NRI5	Q9UPT5
P84243	Q9HC52
P05305	Q7L5N1
Q92558	Q9Y2A7
O00626	P51684
A8K4G0	P62993
O43525	O43526
O00144	Q92997
O43900	O95433
P62805	Q9H9F9
P10074	Q13418
O75478	Q9ULM3
P14866	Q12986
Q13564	Q15843
P10275	Q99743
P04150	P05412
P35626	Q8N349
P49281	Q9BT67
Q05655	Q99759
P11831	P62380
P38919	Q9BZI7
O60684	P36957
P02751	Q13797
P09488	P62993
P11831	Q12968
P61353	Q92901
O43707	P56945
P19256	Q15011
P63000	Q07960
Q01780	Q08945
Q13315	Q96Q83
P07741	Q14164
Q8NEF3	Q96LR2
O95863	Q96NG3
Q9H0S4	Q9UKV8
P31930	P99999
P04183	Q06323
P16220	Q6IPM2
P10914	Q99731
Q15173	Q9UF02
O14775	P22694
P51817	P61224
Q14CB8	Q9NP66
O15551	P56748
P31751	P62136
O95759	P49755
Q9H1Y0	Q9HCH5
O60664	O60831
P54284	Q15173
O00459	Q13077
Q12841	Q8WZ42
P06239	P23467
Q86YS3	Q9H0H5
P23634	P78352
P43403	Q07889
P01111	P55196
P32121	Q8NGJ0
Q96AG4	Q9UKE5
P56524	Q16778
P22681	Q13094
Q14192	Q9H2S9
P52298	P52597
P60763	Q6ZUM4
O75038	Q04759
P26006	Q9UQP3
P52735	Q07889
P04234	Q14790
O60812	P19525
Q5JSJ4	Q96MT8
P09651	Q01130
P04637	P20073
P0C5Y9	Q99880
P10914	P19838
P18206	Q9BX66
Q01085	Q16539
P35609	Q13352
O75956	P05386
Q04695	Q9UKW4
P38936	Q13485
O00115	Q9Y265
P06239	Q06124
P63104	Q9UK53
Q7Z6B7	Q9HCK4
P15529	P40763
P06241	P12319
O75159	Q13651
O60237	Q96A32
Q13315	Q96JI7
P01876	P12830
Q00610	Q14164
P49023	Q13418
Q86SE5	Q8TAP4
Q86YV6	Q96A32
P60510	Q9BWH6
Q16864	Q9P2H0
P00734	P07359
O95251	Q99728
P05412	Q969H0
P01241	P47756
P35372	P50151
Q15717	Q9Y478
P05090	Q9Y6E0
Q5RL73	Q9NY59
P04632	P31785
P47712	P60709
P07550	Q14232
P51965	Q969V5
Q9NQ11	Q9NX76
Q04206	Q8WXE9
P62158	Q9UHD2
P62070	Q8WWW0
P28749	Q06190
P30153	P54284
P02462	P53708
Q8N5F7	Q9Y388
P51685	Q8NHW4
Q9BX73	Q9UGN5
Q86VW0	Q99417
P19235	P29597
O14980	Q9HCE7
O14920	P15509
Q9Y333	Q9Y4Y9
P21246	Q96EW2
Q96HA1	Q9BW27
O00505	P49407
P08034	P12931
P54792	Q05397
P13612	P49747
P05106	P20908
P12980	Q8N3C0
P55072	Q9UNZ2
P35626	Q8N0Y3
O60391	P78352
P19174	P26951
P01106	Q9NTK5
O00459	P61587
P61077	Q96G75
P31946	Q13164
Q04724	Q15038
P31749	Q5T1C6
Q96P70	Q9UKV8
Q06124	Q9Y286
O96019	Q6PI98
P48059	Q9NPH0
P26373	P49207
P07948	P22681
P62826	Q05639
P63000	Q92608
P28749	Q7L2E3
Q8WVM8	Q9H9E3
P30542	Q99832
Q5UIP0	Q9UQ90
P15924	Q13535
P14780	P16070
P13639	P63104
P56524	Q06413
P01111	Q01201
Q8N2Q7	Q9HD26
O95500	Q96B33
P23396	P32969
P50552	P56199
P15374	Q13315
P08700	P40189
P62854	Q9HCK5
P52597	P52756
Q15714	Q92616
P28074	Q99436
Q01094	Q13888
P15692	Q15717
O15111	P42345
Q15788	Q8IWT3
Q15796	Q9UJX6
P04049	P36873
P63104	Q9BSJ8
Q86TG7	Q96KM6
P54253	Q9UMN6
Q12789	Q13535
P50993	Q9UEF7
P23511	P30307
P11234	Q15139
O15265	O94864
P51610	P68400
O00231	Q06455
O43684	Q8NHZ8
P62701	Q13233
O60840	P62879
P19838	Q13464
P05783	Q15149
P08243	P17676
P32121	Q8NHC7
P42263	P62136
P16333	P52757
O15111	Q14164
O14807	Q07890
P22612	P45983
P12757	Q9UM11
Q13315	Q96I24
P17028	P54257
O95782	P13987
P28069	P37231
P01566	P15260
P58546	Q9UBN6
P78352	Q8N2Q7
P32927	P52333
P25208	P33076
P19419	Q9Y3A3
Q08289	Q9Y5P8
P62273	P62753
O14920	O60477
O14920	Q04864
A8MVU1	P60709
P07942	Q96RT1
P41134	Q99081
Q06787	Q7L576
O95685	P31947
Q92905	Q9Y4E8
P31260	Q12778
494336	Q6DJT9
Q15834	Q8IYI6
O75420	Q13322
Q13200	Q9UNM6
P46734	Q13546
P12931	P15036
Q8TEE9	Q96ST3
O60353	Q9GZT5
Q05519	Q16629
P37173	P63010
Q00013	Q96RT1
P14598	Q9C026
O43660	P52272
Q16594	Q9Y4A5
P04004	P13612
P04049	P22694
P04049	P33241
Q14197	Q9H1K4
Q9H1D9	Q9UKR5
P04792	Q5UIP0
O95298	Q9Y6M9
P11940	Q00653
O14576	P38936
P01112	P22455
O43175	Q99459
P84022	Q9H7M9
Q01813	Q9Y478
P26367	P48431
P07942	P56199
P48729	Q96A00
P00736	P09871
P07948	Q92556
P01111	P10398
P09467	P11142
Q92917	Q9BQA1
O95168	P03886
O43557	Q06643
P09919	P10912
O75771	P54132
O43541	P01579
Q15116	Q9BQ51
Q9UNG2	Q9Y5U5
P43246	Q99459
Q14197	Q9Y277
O75578	Q14315
P25963	P42574
Q96HA7	Q9Y294
O60262	Q8NFM4
P01266	P07306
P51991	Q8IYB3
P61247	Q96BK5
P01241	P17980
P61981	Q8WUI4
Q8IU57	Q9P0W0
P10145	P41597
P37231	Q13772
P22736	Q15596
P06241	P98082
Q04721	Q86UW9
Q9BVV2	Q9NR12
P84022	Q15797
P16234	Q9NP95
P09467	Q63HM2
P11172	Q99459
O75475	P04792
O95622	P38405
Q8WW43	Q9UM47
O15211	P01112
P61981	Q9UK53
P32248	P32298
P03372	P31751
P47755	Q6IBS0
O14965	P61978
P36639	P78549
P62158	Q96NX5
P18146	P33151
O75293	P04637
P31785	Q92569
A8MTJ3	Q9NYW4
P23396	P63244
P68431	Q12888
P08069	Q13322
P06400	Q8TAQ2
P46937	Q9UJU2
Q75N90	Q92569
406881	Q15717
Q14240	Q96DG6
P62906	P83881
P55854	Q2NL82
O00329	P30273
P49841	Q2T9K0
Q96L91	Q9Y4A5
O75838	P11802
P28482	P50151
P05164	P21281
P08514	Q17RW2
P12814	Q9BUZ4
P17676	Q16539
P04217	P54108
P15056	P61224
Q96BN2	Q9BRQ0
Q9NYJ7	Q9UM47
O95793	P27635
P31943	Q5VVJ2
P18124	P61927
Q02241	Q16537
P08311	P21281
P12931	Q05513
P62837	Q9UPQ4
Q92530	Q9NR12
P35626	Q8NGG8
O43586	P61254
A0JLT2	P62487
P61981	Q9H4L5
O95249	Q13190
Q15013	Q15047
P46527	P62258
P15336	P35638
O14508	Q6UXL0
O14763	Q00653
Q68CJ9	Q9NR55
P62993	Q9UMY4
O00233	Q13200
P62805	Q92993
P12236	Q99759
Q13813	Q9NYJ8
P18848	Q9UQM7
P53350	Q96G01
P26641	P78417
P15311	P51817
O60506	Q16637
P17252	Q14957
Q7L591	Q92835
Q12996	Q9H0L4
O95886	P27986
O60934	O94762
Q14197	Q96A35
P54257	Q9H5J8
P04183	P54252
P27824	P48039
P0CG48	Q13155
P18084	P46108
O15504	Q8NFH5
O14974	O60237
Q02556	Q9HAU4
O43524	P53779
Q6PGQ7	Q99689
P84022	P98082
P02768	P62495
O43181	P28331
P28222	P50150
P05000	P26951
P28482	Q13233
P46778	P63173
O00571	P50616
Q14197	Q9P0M9
Q05639	Q9UKG9
O14920	Q9UHD2
P23528	Q15418
P01857	Q9H974
P55001	P98160
406899	P40763
Q12769	Q8WYP5
Q6WCQ1	Q86UA6
P63104	Q9NZM1
Q8TEW0	Q9NQ66
P16520	P84996
P54257	Q13562
O60493	P01889
P12814	Q9Y2D8
P02768	Q08174
P30101	Q9Y4K0
P06241	P09619
406955	P46527
Q15027	Q9HC29
P28072	Q14164
Q01804	Q96JB5
O75925	Q92731
P00519	P09619
P01303	P30559
Q12788	Q9Y5X4
Q12933	Q9NYJ8
O43390	Q8IYB3
P20264	P51636
Q00987	Q13263
P04792	Q8IY92
Q9HCK5	Q9NZI8
P27348	P63104
O95167	P03915
O75093	Q9HCK4
P04899	P43115
P60604	Q9BY78
O60831	P51681
Q13085	Q13131
P07942	P16144
P49790	Q9NRG9
O00264	Q9H9B4
494336	P11362
Q15038	Q96HB5
P55072	Q9BUN8
P01106	Q9BQC3
Q8NB91	Q9NPD8
P01100	P01112
Q99750	Q9BR84
Q9H4K1	Q9Y620
P24385	Q00534
P48552	Q92956
O95359	Q92831
O00574	P02775
P51668	Q9Y675
P05112	P23458
O15467	P61073
P17948	Q99961
Q13243	Q16659
P30281	Q01094
Q86UE4	Q9NX58
P49736	Q09472
Q14204	Q9Y5J5
P07766	Q8WYR1
O94985	P98160
O94985	P04156
P63092	Q9HAV0
A5YKK6	O75175
P14316	Q92831
P08069	P63244
O95750	P11362
P29474	Q16665
P20333	P62979
Q15435	Q9UD71
O95685	Q9UQK1
P51149	Q96B97
Q8IZL8	Q9NR30
Q9BQ66	Q9H9D4
P61586	Q14CB8
P38432	Q674X7
P40763	P41597
P57721	Q15287
P23258	P49840
P31946	P35221
P01857	Q68CZ2
P21917	P63215
PI3KR1	PI3KR2
Q8WTR7	Q8WV44
406906	Q01484
P24821	Q13797
P43146	P61586
P18825	Q9Y210
O15350	Q9GZV5
Q9UKP3	Q9Y2Z0
P67870	Q9BVA1
P60520	Q9UPU7
P49959	Q9BXW9
Q15475	Q96NX9
P61224	Q92565
P63098	Q14934
P28221	Q9UBU3
P42684	Q13671
P25963	Q96EB6
Q9NPA5	Q9UKR5
P05230	P68400
P63165	Q9UER7
O75528	Q9NS73
P47898	P63092
P78527	Q9Y230
O95816	Q13233
P17252	P22694
O95633	P01106
O96000	Q86Y39
O43678	Q9Y328
P30153	Q86XL3
P49406	Q969Q1
P19838	Q13887
P00519	P50851
P20333	Q9NQH7
P23945	Q01094
Q8NHG7	Q9UNZ2
Q7Z5H3	Q96L33
P01889	P55786
Q9H1J7	Q9H237
P78371	Q9H0Y0
O43707	P18564
O43869	P32121
P27635	P83881
P35626	Q8NGC1
P61586	Q5JSL3
O00716	Q92922
O60673	Q9UBZ9
P36578	P63173
P15941	P49841
P46100	Q9UER7
Q9H4G0	Q9Y3M8
Q05195	Q15744
P13612	Q13477
P01614	P02647
P22681	P26951
Q8N2W9	Q8TAD8
O75251	O95182
P00519	Q02218
P68402	Q15102
P01111	Q8N431
P14317	P43405
Q13522	Q9UQK1
Q15287	Q9UHX1
P56856	Q8N6F1
P14174	Q9H1Y0
P25940	P26012
P27986	Q05193
O00238	Q16539
P63000	Q6H8Q1
O95267	Q68DD2
Q3ZCQ8	Q86UA6
Q9C000	Q9NPP4
P42696	Q13315
P62249	P62753
P32121	Q03167
P67775	Q01668
P67870	P68400
P62805	Q92466
O43187	Q15051
P17275	P53778
O60224	Q969G2
P12931	Q13177
P16581	Q04206
P10071	Q9Y6M4
O00422	P46459
P01569	Q8N6P7
P50213	Q9Y6K9
P10912	Q12913
P23508	Q9NPJ3
Q99459	Q9UPN3
P14210	P22607
P19793	P42229
Q15906	Q96JC9
P12018	P16220
Q03014	Q92911
O43921	P22455
P14921	Q6SJ96
P30307	Q04917
P55157	Q9NRJ4
Q13485	Q9UI36
O95816	Q9NYJ8
P11142	P18206
P17301	Q9HBI1
O15524	P42226
P11802	Q99828
Q13315	Q15382
Q15369	Q16665
Q68E01	Q9BQ15
P35222	Q9BZK7
O15519	P41182
Q9NQW7	Q9NRI5
O75367	P62805
P01562	P32927
P41597	Q07325
P11362	P62993
P62633	P83731
Q5JWF2	Q86XP0
Q09028	Q9NVP2
P78552	Q969D9
Q86U70	Q9BWG4
O95831	Q8NC60
P46783	P62249
Q7Z3S9	Q9NRR5
O94805	P04183
Q9HB71	Q9UFF9
O14744	Q9UKV8
P41182	Q15306
P31994	Q9Y6Q6
P12931	Q05655
P45983	P55957
Q13042	Q9UJX5
P01588	P38484
Q8NB91	Q9NVI1
A0JLT2	Q9NVC6
O75365	Q92538
P02768	Q6ZMN7
O95503	Q71DI3
P20333	Q14974
P12757	Q9Y6X2
O15530	P31751
P52789	Q9UMX0
P17252	Q9GZQ8
P62136	Q07817
P16066	P49768
O14654	P48736
P62330	Q15019
P56279	Q09472
574411	P08183
P31152	Q13480
P31946	P68400
P08123	Q9UKX5
O15111	Q04206
P01574	P14784
O14757	Q9HB96
Q99081	Q9Y2D9
P01112	Q13772
P45983	Q13233
P18084	P49023
P62424	Q9Y3U8
P06400	Q13309
O75832	Q9UNM6
O15530	Q8WYR1
P24522	Q01085
Q15018	Q9HAU4
O43809	O75530
O95343	O95677
P06756	P16885
Q04721	Q8TDB6
O60296	P48169
P10415	P17612
P06400	P36873
O76064	P16104
P01023	P61812
Q13546	Q9Y5S8
P02787	P21817
P30480	Q9H773
P10912	Q8IU54
Q13216	Q7L5N1
Q01831	Q16531
Q15428	Q9UHR5
P23588	Q9H9G7
Q8IY31	Q8TDR0
P01137	Q9BZS1
P19235	P23467
P60900	Q00987
Q8N205	Q9UK32
Q01892	Q16254
Q01844	Q9Y676
P78362	Q07955
P29400	Q9HCN6
Q96A65	Q9NV70
P61978	Q13247
P08311	P17947
P13639	Q9NRI5
P11802	Q15047
O95149	P50542
P51817	Q15746
P34947	P35243
693210	Q16288
Q7L523	Q9NQL2
P16220	Q9Y6K8
P43364	Q8IXB1
P41221	Q9H1J7
P01116	P04049
Q09472	Q13625
O00221	O95816
P15927	Q14191
O60333	P68104
O96000	P17568
Q13315	Q14738
P06756	Q9NVD7
Q15047	Q96PU8
O15169	Q9NRG4
P05093	P58012
O75581	O94907
P51681	Q9BTT4
O00422	Q16082
P49916	Q02539
O75618	P06493
P01909	Q13432
P11021	P19838
P36915	Q99935
P10242	Q13813
P22612	Q9UBN1
Q9UKE5	Q9Y3D3
Q13153	Q9NPC7
Q9UI95	Q9UJX6
P01111	Q13322
P51116	Q12933
P19525	P45985
Q96EQ8	Q96LR5
P03973	P28799
Q5JWF2	Q92633
P04637	Q9NYZ3
P01106	P04049
Q14416	Q9UK08
Q96RR1	Q9H8T0
P45983	P63215
O60291	P60604
P54253	Q8TAQ2
P0C0S5	P58876
P98095	Q01955
P51965	Q9Y3C5
P01303	P30874
P48169	P54257
O43318	Q9UQF2
406977	P08581
Q14839	Q86YP4
Q96DE5	Q9UJX4
P25398	P62857
P05013	P10912
P08246	P10144
P20702	P36941
O96014	Q9ULV1
P16220	Q13237
O75486	O75528
O76064	Q8IYW5
P48552	P63279
Q14582	Q9NV44
P50591	Q12933
P52756	Q12986
P62993	Q05682
P20226	Q9P0U4
P62304	Q9H840
P60709	Q14247
P50591	Q92851
P46379	P61769
P24385	Q9Y3I1
O15350	Q96KQ4
Q8WUB8	Q969R5
P49815	Q9UK32
P63279	Q96B23
Q13315	Q99661
O43166	P58400
P05060	P60484
P01568	P15260
O14745	P07550
P32456	Q15102
Q92997	Q9H7E9
P62993	Q8IZD9
A6ND36	Q15796
P62314	Q99684
Q04828	Q16236
Q14781	Q9HC52
O15460	P48634
P32969	P83881
P01889	P43355
P63000	Q04206
O43395	P41235
P35226	Q8IY57
Q9NX70	Q9UHI6
P60709	P63244
Q01094	Q05682
P10809	P17152
Q13573	Q9H5V9
P31749	Q9Y2T4
P02787	P24592
P01236	P24394
P04626	P16591
O60682	P15884
P09471	Q14416
Q9BTT4	Q9BUE0
P08069	P49913
P42338	Q13480
P04629	Q8WYR1
P49792	Q6EEV6
P00451	P18135
P10276	Q9Y6Q9
407021	Q9Y6K1
O60383	P04183
Q14181	Q92765
P00403	P62258
P02766	Q7Z5J4
P02766	P08138
Q8N5V2	Q9H9J2
O00463	Q9NYJ8
P02458	P16144
P08700	Q14626
P62993	Q96RL7
O75821	P55884
Q96SB4	Q9NX58
P08754	P25929
Q9H0M0	Q9HCE7
P08700	Q8N6P7
P19388	Q15560
P07237	Q9UHX1
P14416	P63218
P19012	Q99816
P16619	P49238
P04626	P06493
Q15836	Q9UNK0
O94868	P08238
P35442	P53708
P19634	P63104
P19876	P41597
P23945	Q8NEU8
P19525	Q16539
P61769	Q15113
P25025	P34947
Q15370	Q96L50
O14640	Q14332
P63104	Q01105
Q96A37	Q9H832
O14544	P26951
P08514	P12111
O60840	Q9UK08
P02776	P51684
O00303	P05198
P01298	Q9GZT6
O14764	Q9UMX0
P20671	Q969S8
P46527	Q04917
P30084	P63104
O14964	P42566
Q9UI14	Q9UNI6
P58340	Q16478
P31751	P56277
P19320	Q92583
Q96DG6	Q9NRG4
P27816	P27986
O00220	Q92851
P17612	P61925
P16333	Q14118
Q66LE6	Q9UF02
Q13315	Q8NG08
Q8WWV3	Q9NQC3
P48039	P57088
Q96DB2	Q9P0M6
O75800	Q9H6Y7
Q13490	Q9NR28
O15143	Q9UPY6
Q9HAW0	Q9Y678
O95619	P68133
P00519	Q13415
Q00653	Q05639
P42226	Q7KZF4
P50914	Q13118
O75396	Q13190
O75821	Q99459
Q92597	Q9UL03
P05019	P35916
P04183	Q8IY92
Q8IZD9	Q9H4E5
P07437	Q13748
P51681	P61604
P38936	Q7L5N1
P22301	P32927
P25788	Q9Y5K5
Q06587	Q14781
Q3ZCQ8	Q6WCQ1
P56645	P63165
O00459	P14770
O14654	P46108
P05112	Q13651
O95405	Q15038
P12956	Q15118
P08246	Q9UBQ0
P38398	P52701
P29622	Q9NRH1
P30307	P62258
O00459	Q9UQC2
B1A4H9	Q01113
O94842	P16220
P34969	Q5JWF2
P14060	Q53ET0
Q04917	Q96L34
P09630	Q9NRZ9
P27361	Q9NRA0
P26232	P35609
P63279	Q9Y692
P26373	P62917
P17861	P22612
P01589	P40225
P62195	Q8TCT6
O94868	Q15834
P01589	P42338
Q05655	Q15717
O43187	Q8NI60
P60709	Q9Y572
Q12972	Q9BQA1
P46109	Q92608
P19388	Q8N7H5
9757	O15550
Q155Q3	Q92997
Q96EP0	Q9Y6K9
P01106	Q96KA5
P01892	P43628
P25942	Q13077
Q8NHQ1	Q9H5J8
P40424	P40425
P08670	Q5T3J3
P12830	P49674
Q8NGJ1	Q9UGN5
P51693	Q8WYH8
P08575	Q92854
Q15750	Q96AC6
P00736	P02745
Q8IYF3	Q8WW14
Q92793	Q92985
P12004	Q149N8
P33151	P35968
P61254	P61513
P01106	Q92769
A8K6C2	Q13261
P21281	P36957
Q07817	Q9UMX3
P26992	P41159
Q13315	Q96QR8
O95715	P51686
Q6VMQ6	Q9NPJ6
P55795	P61978
O00212	Q9P227
O75369	P26012
P32248	P63096
Q15907	Q86TI0
P29965	Q04864
P27695	P56537
O75529	Q96BN2
O15126	Q05086
P13727	P17676
P30050	Q9UKV8
Q01658	Q9H8E8
P25963	P62837
Q14197	Q9Y606
P02775	P51684
P16473	Q5JWF2
Q13761	Q99706
O60232	Q9BVV2
O95359	P07199
Q9UKE5	Q9Y617
O43741	Q9Y376
Q07157	Q9ULL8
Q15759	Q9Y5S8
Q13315	Q9BRS2
P49841	Q15796
P62899	Q14164
P61513	P62945
Q13315	Q13765
P15923	Q96I15
P63010	Q96CW1
P52756	Q86V81
Q13485	Q8IZD4
P27540	Q16790
P0CG48	P17275
P36897	Q6P3X3
O95571	Q5UIP0
P36873	Q01449
P19419	P28482
P16220	Q15032
P51587	Q8IZU3
P06493	P25208
P18146	Q9UIV8
P61981	Q5TBA9
O14757	Q9UKI8
P35221	Q08043
Q14765	Q9NSE2
P01106	Q8IUF8
P61006	Q01968
P01570	Q14653
Q01081	Q9BUJ2
P01241	P26368
P26006	P49023
P35680	Q9BWD1
P28749	Q92994
Q13153	Q8IWR0
Q96RT1	Q9Y289
P40225	Q6UXL0
P26992	Q9P0W0
P28799	P52790
P14866	Q9P0W2
Q6PEY2	Q9NRH3
P02458	P56199
P15056	Q13233
Q9HC38	Q9NPJ4
P42680	Q05209
O43889	P28482
P16234	Q92915
Q01844	Q01851
P16220	Q8N126
P18564	Q14315
P06899	Q96BN2
P22314	Q9H2C0
Q16891	Q9NX63
P18887	P68400
O96009	Q13190
P62266	P63220
P18146	Q93096
P07948	P15941
P12931	Q15109
O14576	P18754
P21675	Q15545
P49711	P63165
P08134	Q5JSL3
P35443	Q13797
P49207	Q9NY93
P01574	Q99062
Q06455	Q9Y2W2
Q9H5Q4	Q9Y5J5
P62993	Q9NRW1
407053	O43306
P35916	Q9Y264
P63104	Q7L576
P49715	Q05516
P36507	Q05655
Q01201	Q12824
P24864	P49918
Q8TCU6	Q9P2W3
P29317	P52797
O94817	Q7Z6L1
O15551	O95049
O75914	Q8IXI1
O43765	P0CG04
P98161	Q6VMQ6
P09496	Q9H492
Q92979	Q96DW6
Q9HAU4	Q9Y692
Q92561	Q96FK6
P38398	Q96RT8
Q9GZS1	Q9UH99
120329	P55210
P25963	Q16695
P35080	Q07890
P16871	P60709
Q15291	Q9P0U4
P60660	Q96BK5
O00220	Q13546
O60832	Q14978
Q16659	Q71U36
P24394	Q13007
P04629	P35222
P35637	Q15637
O94973	P09496
Q08462	Q9P2W3
P0CG47	Q9Y572
P09471	Q13255
P62805	Q96L91
O75937	O95400
P35222	P84022
P31749	Q07817
P19793	Q15788
P17301	Q9UQP3
P12111	P53708
P36956	P49327
Q15527	Q9Y639
O00206	Q15717
P04406	Q15102
P19438	P54253
Q13200	Q99459
P05129	P17612
O15519	Q9NT62
Q92890	Q9UJX6
P40126	P56693
Q13332	Q9BVJ6
Q16514	Q9H0E3
P04049	P30304
Q8N1F7	Q96T60
P11362	Q9H1Y0
P60484	Q92569
Q7Z3U7	Q9UJY5
P13569	P56470
O60840	P30154
P01732	P17693
P15153	P42331
P46379	P48304
P08069	P63092
P01241	P99999
O15511	Q92558
Q14573	Q9NSC5
Q86YZ3	Q96BK5
P20333	P23396
Q13191	Q9HBE5
P28482	Q99956
P04275	P23229
P50570	Q96B97
O14920	P07814
Q9H9S4	Q9Y478
P02458	Q9HCN6
O14920	Q13077
P01579	P16871
Q15714	Q96IX5
O43913	P42771
O00459	Q9Y6Q6
O60266	P38405
P30504	Q63HN8
P09429	P20226
Q16143	Q96BT3
P61586	Q92608
Q92769	Q96KK5
Q92542	Q9NZ42
O95059	Q96B26
P98177	Q8WTS6
O43143	Q13315
P14373	P49459
P56645	Q99743
Q5JQF8	Q9NY30
P60763	Q14185
O15162	Q0VAR9
P10636	Q13526
O14543	P29597
P16118	Q9UGJ0
P43360	Q13617
P35580	P62258
O60840	Q16537
P55345	P61978
P31751	P98170
P17081	Q9H0H5
P42574	Q86TL0
Q96GM5	Q99459
P08908	P62873
P62136	Q92783
P02775	P49682
P26367	Q5SQQ9
P03372	Q13153
P13612	P18564
P98177	Q8IZQ8
P19419	Q6SJ96
P31689	Q04206
P17612	Q09472
P16885	P35968
P30480	Q9BXJ9
P04083	Q13432
P22392	P54819
O15160	Q99459
O14798	Q9Y2P4
Q09028	Q13111
Q92985	Q9NWZ3
O60925	P59666
P62877	Q13619
P49910	Q15834
P50395	P61006
Q8WUQ7	Q9UBC1
P51991	Q08170
P62877	Q86VP6
Q6P0Q8	Q9NRP7
P01106	P53007
P31946	Q9Y2A7
P16035	Q9Y266
O14939	P05771
P37837	P56537
P19876	P58012
P51828	P63096
P08588	P32121
O95343	O95475
O14980	P27540
P06241	P51805
Q8N257	Q9UQL6
O15198	Q96T21
O60711	Q96HA1
Q6P1J9	Q9P2I0
Q99469	Q9BU70
P62837	Q969V5
P33151	Q9BYG4
P16333	Q9H9L3
Q15041	Q9H0F7
Q96AH8	Q9BUF5
P32927	Q9Y4K3
P06127	P20936
Q14155	Q96RT1
P06239	P14784
P08708	Q99558
Q14103	Q9BUJ2
P62633	Q9H361
P07202	P38484
Q12933	Q70EK8
P25789	Q9Y5K5
P07910	Q9UKA9
Q15631	Q9Y4K3
P67936	Q9BY11
P62913	P62945
O95999	P58876
P14778	P51617
P31431	Q8IZC6
O14964	P54257
P46940	P63104
P21246	Q96NT1
P48736	P61224
P14415	Q92569
P60763	Q8TEW0
P30050	P83731
P55211	Q13635
O15198	O60318
P12956	Q96FF9
P42261	Q13555
O60266	P09471
P63104	Q8WUI4
P0CG47	Q9Y3C5
P04637	Q92793
P19438	Q07889
O00459	P01133
407053	P34925
Q00839	Q16637
P22234	P23508
P31749	Q86XI6
P08047	P46695
P02462	P06756
P12757	P51668
Q07020	Q16186
P48431	Q92858
P04406	Q99650
P27986	P30260
O00232	Q9Y5K5
Q13177	Q13404
P41235	Q13310
P51784	Q9C0C7
P07900	P14625
P01889	P10966
Q06190	Q5T6C5
P11171	Q15907
Q13233	Q13748
Q13573	Q16629
P05129	Q9H0R8
O15409	Q9H334
P16152	Q14164
P08514	P78509
P08107	P27695
O43318	Q9ULM3
P19387	P68104
P58107	Q6WCQ1
O95166	P48169
O75716	Q14164
P01889	Q15631
P27361	Q9BVL2
O00193	P30480
P35626	Q8NGC0
O75964	P56134
Q13387	Q9H267
P83916	P84243
P01566	Q9HBE5
O14920	Q13489
P04150	Q12888
Q05655	Q13393
P28482	Q96BA8
O00212	Q9H7D0
P27361	Q13557
P41279	P45985
O60828	P42858
O94915	Q9NRI5
P07711	P22314
P04150	P51692
O00231	O75832
P61981	Q9UI47
Q14562	Q8TBK6
P15153	P15882
P00519	P52803
P19174	Q96T58
