#node1	node2
P20042	P55884
O14640	P20073
P62807	Q99878
P52789	Q9UMX0
O75044	Q07890
P00519	P54760
P01579	Q09472
P05091	Q8N357
P02458	Q05397
P29597	Q8IU57
O15397	P54253
P28482	P43146
Q14449	Q99558
Q13568	Q9Y4K3
Q12873	Q8N6T7
P47736	Q9GZQ8
O43320	P09619
P63279	Q14191
P35580	Q9Y478
Q13315	Q8IX21
Q16531	Q9H7D7
P67870	Q02543
Q13535	Q15345
P10398	Q16539
P04156	Q03135
P33176	P63104
P15153	Q9Y4W6
Q96A00	Q9BZL4
O00329	P05556
P03372	P38398
P05141	P29372
Q14831	Q9P2W3
P06493	P38919
P00813	Q01094
P01106	P62191
P02749	P43629
P32121	Q8NGP4
Q12933	Q9NYJ8
407021	P27986
Q99963	Q9BQD7
P67775	Q13541
P05109	P38936
Q5UIP0	Q9NZL4
P28482	Q03135
P24534	Q00005
P60900	Q9Y5K5
P01243	P50395
343477	Q9BRP4
Q15714	Q93008
O75365	Q9Y5L0
P62837	Q8N5U6
Q14790	Q8WXF8
P19174	P51816
P20338	Q9H1K0
P20273	Q13094
P01106	Q92552
P05109	Q99759
P58012	Q9UBK2
P07948	P32519
P05106	Q13418
Q96SN7	Q9Y3C7
P01857	Q6PD62
P22607	P35568
O95644	Q9BZS1
P62834	Q12967
P45985	Q9P286
Q04771	Q15797
O00329	P16234
O00555	P61952
P52434	Q9H9Y6
Q13422	Q9HCP0
Q9Y3T9	Q9Y5V3
P68431	Q8IZD2
P84095	Q13464
P35968	Q9H201
P63151	Q8WXS5
P43403	Q13239
P04908	Q99879
P35998	P54725
O95168	P03897
P30154	Q15172
P19438	Q8TCG1
P31151	Q99759
O15111	P38646
P05015	Q01113
P04745	Q9P2K9
Q14738	Q9NY47
O43390	P26599
P17302	Q9BUF5
O60506	Q16637
O14920	Q06187
P14678	P62308
P45984	Q05923
P51946	Q13330
P06241	Q86SG6
P26358	P62987
Q5T6C5	Q99750
P0C0S5	Q13619
P01225	P48546
O95169	Q9P1W9
P28482	Q86XP0
Q99816	Q9UKU7
P37231	Q96EK7
Q07020	Q9UKV8
P01241	P30084
P01116	P08069
P10276	P62195
P13612	P23229
P08754	Q08462
O94907	Q14696
P20618	P28062
Q92783	Q9ULH1
P48546	P63092
P38405	Q8NGJ7
O15335	P05106
P16157	Q13009
Q13114	Q15326
Q9NYG5	Q9UJX5
O75940	P49137
O43559	Q06124
O14543	P26951
O14576	P04637
O00626	P51686
P20333	P58107
P12931	Q13797
Q06546	Q16881
P45983	Q07817
P61313	Q02878
O15085	P55157
Q9P0X4	Q9Y2W7
Q13616	Q8N668
P15822	Q7Z2E3
P35626	Q8NG98
P18077	P61513
P55160	Q92558
P0CG48	P12004
P53778	Q8WZA2
Q14197	Q9BYN8
P32745	Q9HD26
P35626	Q8NG95
Q00987	Q15349
Q01081	Q86X95
P22392	P61626
Q07955	Q99459
O15504	P25054
P17301	P20908
P09874	P18887
P04275	P53708
P49593	Q9UQM7
O14775	O75899
P21731	P30679
P11802	P62136
O60658	Q15653
O00253	O43741
Q05397	Q9Y6N6
P32927	Q969D9
O75947	P18146
P60763	Q96N67
P35080	Q9Y6Y0
P51965	Q9Y4L5
O14640	P15153
P28222	Q9UBU3
P45984	Q12933
P01241	P62807
P22681	P63104
P11171	P22234
406952	Q8WY64
Q15047	Q96RU7
P19878	Q9HBY0
P35222	P50402
P63261	Q9UKX5
P43351	Q13315
Q9NP71	Q9Y478
28938	P52292
O15514	Q6P1J9
P24385	P50613
O15379	P10276
Q13188	Q8N878
O95785	Q9NPF4
P30450	Q14954
P60660	Q86YV6
O60716	P15153
P62993	Q9UBK5
P23258	P49023
Q9BTP7	Q9Y4R8
P84243	Q09472
O95819	P16989
O75364	P20160
P14866	Q15287
P58401	Q8NFZ4
P16144	P42574
Q04771	Q9NW38
P30480	Q9BZK3
P62841	P62857
P27694	Q6PCD5
Q9BVA1	Q9HD67
P41279	Q00610
P51452	P53779
P42684	Q9H204
P41182	P63098
P01889	P48147
P61353	P62945
P32121	Q8NGZ9
P25054	P49023
Q92574	Q9Y478
Q9NS73	Q9Y2I6
O60716	Q99459
P15884	Q96I15
P07900	Q9UNE7
P11802	Q99828
P23396	Q9UL18
P01871	Q6PD62
P16949	P30480
P01106	P24394
O60840	P63218
Q03135	Q9H0E2
Q13557	Q8TEY5
Q13547	Q9C0K0
P06493	P23511
P31751	Q00005
P51681	Q8TBK6
Q13257	Q562F6
Q15788	Q9ULH1
P32121	Q8NGS0
Q86XI6	Q8TD86
O96006	P02766
P07949	P46934
Q15021	Q99459
O95863	Q96NG3
P62258	Q13111
P25787	Q14164
P23511	P28906
P04628	Q14469
P22612	Q13733
P14921	P17542
Q15554	Q9H816
O43597	Q8IWV7
O95837	P28335
Q8IYT8	Q9Y383
P15498	P43403
P01100	P45452
P13987	Q2TAY7
P24666	Q9UKE5
Q15075	Q9UL26
P42229	P51692
O15182	Q5UIP0
P18846	P67870
P01566	P48357
P62993	Q9Y230
Q13887	Q92793
Q9BX70	Q9H0C5
P08311	P25116
P46940	P62158
O96013	P62745
P0CG48	Q86WV6
P49759	Q8NBJ4
P07858	Q9HBJ7
Q68EM7	Q9HBH0
O95467	Q9UF11
Q96P70	Q9Y478
P78527	Q9UBU8
P16871	P48643
O60641	Q8TDR0
P40937	P51681
O00303	P21246
Q07866	Q16659
O60739	Q9UN86
P84103	Q13247
P78395	Q15369
P24522	P68104
O00232	O00233
Q08209	Q9UJX5
P30153	Q15172
P04156	Q14515
Q13315	Q9UHL9
P26006	P56945
P00747	P00750
O60674	Q99062
Q14134	Q96CN9
A8MTJ3	Q9NYW1
O76071	Q13085
O60674	P15260
P57052	Q9BQY4
P05386	P83881
P07237	Q99689
O15234	Q9Y5S9
P98177	Q96BR1
P17252	Q99941
P56645	Q12968
P47914	P84098
O95433	P48023
P62993	Q96NZ9
P61968	P67870
P29460	Q04864
P22607	Q9HCE7
P01116	P27361
Q13153	Q13485
P35626	Q8NH18
P68133	Q07890
A6NHL2	Q9BSJ2
P51531	Q92922
P36897	Q00534
P24539	Q14164
Q96QR1	Q9HAW0
9757	P61964
P19387	P24928
P35638	Q9NR55
P10747	P46459
O95863	P61201
P15260	Q9NPF7
P15259	P18206
P18146	Q5BJF2
P00505	Q9Y478
P63215	Q99677
P15153	Q9BYG5
O43242	Q9UET6
P12931	P38570
P57772	Q13573
Q9H9G7	Q9Y262
P27482	Q16566
Q15714	Q75N90
P01137	Q03167
P05556	Q9UBP9
P27708	P63104
Q13145	Q9ULV1
P04629	P16885
Q12778	Q9UGJ0
O95059	P14618
P14091	Q92979
Q13813	Q9NV70
Q5JVS0	Q70Z53
P63000	Q96F07
Q13177	Q14155
P62993	Q9NYF8
Q96RU7	Q9Y2D1
P19438	P54136
P55769	Q9BUQ8
P11166	P27824
P50453	Q5UIP0
P10415	P35638
Q71DI3	Q9HC52
Q00005	Q02413
O15379	Q92793
O75419	P02768
P18146	P48145
O95819	Q8IZL8
406881	Q9H9Z2
P24666	P43403
O00198	Q07817
Q9H0E9	Q9NXR8
P13612	P26012
P25024	P47992
P42830	P49682
P46934	Q969W9
P12931	P61978
P22392	Q16576
P22415	Q02880
P14859	P26583
Q13418	Q9H3U1
O95299	Q9Y6M9
P04406	P54259
Q14686	Q15291
Q13976	Q15147
O75396	Q9NYM9
P0CG48	Q15843
P01106	Q05516
