#node1	node2
P22695	P31930
P48454	Q9H1A4
Q15654	Q9H0E2
P61513	P62424
Q96EU7	Q9NS00
O75971	P46736
P12004	P18887
P10275	P49116
O60508	P84103
P30050	P62891
Q8TDY2	Q9BXW4
P19474	P63104
P49454	Q9Y6A5
P53350	Q8TD16
Q99996	Q9BSJ2
Q15750	Q16539
P63000	Q05513
P27361	Q05513
O75955	Q8NBJ4
P52564	P62834
O60684	P60520
P12532	P30480
P01563	Q99062
P51693	P61224
P33991	Q9Y2Q3
P02787	P05546
P16871	P40763
P62701	P62979
O00562	P06493
O95376	Q92993
P04637	Q9Y265
P61077	Q05086
P27348	Q04912
P04626	P23471
Q15560	Q96B36
P62913	P83881
P07199	P09874
Q15024	Q9NQT5
O75015	P05771
P27482	Q15746
P14652	Q05516
P33991	Q13415
Q00987	Q8N488
Q13043	Q9GZQ8
P01133	P52735
P41235	P51843
P62875	Q9GZS3
Q13315	Q6VY07
P02545	P13569
P30466	P43631
P67809	Q13151
P42226	Q15306
Q05639	Q99759
P35568	P53779
P62136	Q5T8A7
P22105	P56199
O94973	Q15797
P35251	P67870
P28749	Q92994
Q15256	Q16539
O60437	P12757
O00483	O15239
O43187	Q9Y616
P18084	Q12929
P05106	P55268
P19883	Q15139
P05231	Q01344
Q8N6P7	Q9NPF7
Q7L591	Q92835
P05000	P31785
O75084	Q01970
P12644	P46531
O75095	P46109
O14965	O95685
P22736	Q14802
Q13007	Q99665
P01106	Q9NVU0
P51587	Q99728
P08887	Q96JP5
P55084	Q13233
O75937	P61978
P24941	Q02535
P0CG47	P22681
P61803	Q14164
O00212	Q13009
Q15154	Q8WYH8
P56134	P56556
P09651	Q8IZH2
P01106	Q07889
P63104	Q9UQ35
P31946	Q9ULT8
P05000	Q14626
P54253	P63279
P08107	Q13315
O43747	Q96KM6
O00221	O15111
P26368	Q99717
P21802	Q99961
Q01094	Q14457
P51610	P61964
P10721	P40763
P63104	Q9UKM9
P41597	P49407
P17948	Q99963
O00212	Q9P2F6
O95405	Q4LDE5
P62424	P62891
P10914	Q96DX7
P39656	Q16659
P16144	P23229
P60953	Q96QB1
Q14627	Q9HBE4
B1A4H9	Q99650
Q3ZCM7	Q96AH8
Q15750	Q8WUM4
Q13247	Q8IWZ8
P08865	P16871
P01106	Q8IZH2
O43295	Q96L33
Q7Z2V1	Q8ND90
P12931	Q04759
Q9BQ89	Q9H2G2
Q13114	Q92956
P15336	Q9BPZ7
P35579	Q8TDR0
P04637	Q92831
P22681	P48551
P21246	Q9NRR5
P98177	Q8WTS6
O00329	Q05655
P0CG48	Q13490
O14508	P08069
O14727	P54652
407047	P55316
P42858	Q13177
O95863	P04637
P38919	Q99459
O43175	Q13573
Q92597	Q96CW1
O15265	O75486
P09769	P42336
P26378	Q01844
O43181	O43920
P01889	Q8N743
P37231	Q9Y6Q9
O15047	O43521
Q01201	Q07021
O60271	Q16539
Q13794	Q96IK5
Q99570	Q9NX18
O75581	Q13467
Q02763	Q9GZP0
Q13077	Q99558
O15111	P04792
Q13077	Q9Y6K9
O76070	Q9Y675
P04141	P48551
Q14654	Q15878
P23528	P62993
Q99459	Q9H9A5
P51668	P62081
P23497	P63279
P78364	Q06587
Q05513	Q66LE6
Q9BZI7	Q9Y5S9
P23508	Q8WXF1
P49750	Q99459
Q07955	Q15287
P04632	P56134
P29083	Q7KZF4
O43617	Q9NPJ6
P22626	Q13573
Q15654	Q96DG6
P27986	P37173
P07910	Q9UKA9
P32246	Q92583
P14635	P31947
P52298	P52597
P01106	P84022
P35222	P48729
O14818	P28072
P34947	P51684
Q15287	Q92614
P61224	Q9Y4G8
O75044	Q92730
O14641	P60763
Q99549	Q9H9B1
P04637	P54278
O00264	Q13177
P03956	P08123
P12980	Q16288
Q92974	Q9BVA1
O75159	P42229
O75554	Q12874
P11049	Q9BXN2
Q9Y286	Q9Y4K3
P18065	P35222
P05067	Q92624
Q00005	Q9HCC0
O94817	Q14152
P56177	Q13485
P05129	Q12879
O60563	P24928
Q71U36	Q9H9G7
P51817	Q05469
P20393	Q8WYA1
P22301	P26992
P51149	Q13488
P62913	Q9UNX3
O00463	Q07011
O14562	P0CG48
O43913	P49736
Q08334	Q9GZX6
P50591	Q14790
P60510	Q13322
Q9NRR5	Q9UMX0
O43889	Q9NS37
P05230	P19784
Q12933	Q9Y230
P38159	P62995
O60733	P29992
P32121	Q13428
O75381	Q96G25
P47756	Q9BYC9
Q16531	Q8NHY2
P16220	P48730
P63104	Q96N67
P01857	P28039
P30048	Q86UT6
O14494	O14939
Q12846	Q8NFX7
Q8IY81	Q9Y6K5
O00411	Q14197
P22736	Q12873
O60341	P04637
P05386	P26373
P61586	P68133
P06748	Q9UL18
P01106	Q13488
Q13619	Q9BW61
P19174	P20810
P35658	Q9UBU9
P63261	Q92729
P04040	Q06124
P06241	Q14289
P16520	P22612
P46778	P62945
P31947	Q9Y2I8
B1A4H9	Q14627
Q9BVP2	Q9H1I8
Q13404	Q9BZR9
P31995	Q8N149
P23229	Q07889
P51398	Q13158
O75534	P23508
O00327	P0CG48
Q7Z6L1	Q9H1Y0
Q9UBG7	Q9UM47
P55209	Q92844
Q8HWS3	Q8TAP4
P17980	Q7L5Y9
P35372	P59768
P46527	Q00535
P05113	P38484
P13688	Q06124
P60900	Q15008
Q5T681	Q99750
P10301	P48736
O14625	Q04206
P01567	P16871
P32121	Q9H207
Q15427	Q9BWF3
P29590	Q00987
Q16637	Q9Y333
P40225	Q99650
O60925	P59666
P01584	Q00653
P48549	P63211
Q10570	Q9NZC7
P84095	Q8IZD9
O14775	P28222
O75521	P32121
O15155	O75396
P01009	P08246
P49368	Q66LE6
Q01105	Q15172
Q13885	Q92974
P30968	Q13285
P63218	Q8NFM4
P51965	Q9UII4
P06132	Q9UGU5
O15455	P42338
P56192	Q04206
A0JLT2	Q14498
Q9UQK1	Q9Y243
P12931	P28340
P51681	Q9BTT4
O95069	P18146
P18084	P22105
P28356	P40424
A5YKK6	Q9HC52
O14964	Q16539
P30622	P53350
P27986	Q9UHI7
P39023	Q07020
P24385	Q96ST3
O15350	Q15796
Q16533	Q5SXM2
Q12904	Q14164
P42574	P62258
O15131	P22392
P31751	Q06190
O96020	P46527
P22612	P45983
P27986	Q96L33
P35626	Q9H346
Q13573	Q9Y446
P0C5Y9	P23527
Q07889	Q14CB8
O75400	Q15428
O75376	Q15916
Q13588	Q92835
P37287	Q9BRB3
P04637	P58004
P62158	Q96RR4
P51665	Q13200
O43353	P07437
O14602	O75821
P62834	Q9UNN5
Q15797	Q9UNE7
Q96QZ7	Q9Y624
Q05513	Q13501
P63096	Q14832
P62987	P84098
P35228	Q99612
P60228	Q9HAU4
Q13748	Q9UKG9
P08047	Q9UBL3
P17612	P41235
O00308	P51170
O75791	Q9BQ66
P48431	Q92858
P0C0S5	Q99877
Q8WUM4	Q9Y6E0
P40818	Q9NZZ3
Q00005	Q9BXT2
P83916	Q71DI3
442896	Q9Y2Y9
O15287	P07992
O75084	O75581
P01241	P14923
P02746	P18146
P36894	Q16539
O14920	P62136
O15520	Q07889
P18846	Q13315
Q01113	Q9NPH9
Q13145	Q9UP38
Q96DU9	Q96EP5
P19838	Q15653
P63165	Q96PQ6
P08069	P49913
O60391	P62140
Q5VWK5	Q9HBE4
P16520	P21554
A8K6C2	P40238
Q9BV68	Q9Y4K3
O95602	P17480
P36873	Q9Y572
P61313	Q07020
Q13568	Q9UHD2
P01579	P15260
Q14691	Q9Y248
A0JLT2	P19388
O14713	P05556
P22681	Q15303
P62424	Q02878
P01574	P31785
O00305	P62136
P61513	Q02878
P08107	P53041
P45984	Q12933
P01567	Q99650
P06899	Q96QV6
Q8WXI9	Q92831
P15336	P22612
P04626	P46109
Q01085	Q9H8Y8
Q3KQU3	Q96AW1
P23769	P24468
P26006	P26010
P30305	P62258
P63218	Q9UBS5
Q9Y228	Q9Y3A3
P00734	P03951
P18206	P63244
P40429	Q92901
P19438	P25705
Q15834	Q5T0L3
O76013	Q9ULA0
P49703	Q14232
P29320	P52798
P32121	Q8NG77
P10912	P29460
P36888	P42338
P32121	Q8NGD3
O95072	Q14738
P20827	P35916
P62316	Q8TBK6
P04141	P19838
O00238	P18075
P35613	Q9H6Z4
Q9BY27	Q9NWS9
P11362	P52797
P22694	P51787
P63211	Q14416
Q13228	Q9Y2S7
A6NIT4	Q13651
P10599	P32119
P15927	Q5RL73
P62851	P62857
Q99547	Q9NP97
O15230	Q9UKX5
P12814	Q9UQM7
P45983	Q9P2W3
P08581	P12034
P07910	Q14103
Q9UKG1	Q9Y243
P35626	P46094
P46783	Q9Y4K3
P48200	Q9BYM8
Q15287	Q96SB4
P62136	Q10586
Q92844	Q9Y4K4
P34931	Q9H816
Q8IZH2	Q9NPI6
P53778	Q13233
P63162	Q07666
Q15428	Q86XP3
O43734	Q96RJ3
P42261	P49841
P49720	P63104
P52948	Q9NR21
P28482	Q16665
O15519	P42574
Q13573	Q9UBP9
Q06455	Q9HBM6
P02545	P62993
Q06710	Q12951
P19174	P30530
P49207	P61513
P54257	Q14203
O75582	P84090
O75385	Q16625
P51817	P51828
O14944	P00533
Q8IXJ6	Q9NP81
P60228	P60709
P08138	P60953
P08047	P49585
407051	P56817
P43403	Q13094
Q8N1F7	Q9BW27
A8MYU2	P22694
Q9UL45	Q9Y3C0
P49755	Q9UET6
P00403	P63104
O43295	Q9H4E5
Q99459	Q9BZJ0
Q9H1D9	Q9NW08
P27361	P62136
O75461	Q01094
O60603	P62979
O14602	Q14152
O43318	Q92918
P30304	P49336
P02775	P03956
P38936	Q7Z699
P35998	Q15008
P62328	Q96ID5
P62256	Q8IZP6
A0JLT2	O43513
O00422	P60228
Q04695	Q16695
P36956	Q9BWQ8
Q13077	Q92844
P62879	Q9UBY5
O95670	P36543
P28328	P49459
P63279	Q9UBW7
P08603	P26022
P22090	P62701
P62993	Q9Y697
P05387	P35268
P27694	Q8TD31
O75665	Q9H7U1
O60921	Q99615
Q15942	Q8N8S7
P40337	P61758
O95863	P49841
P04637	P27695
P49841	Q9NQW7
Q13315	Q96EY1
Q13888	Q13889
Q16659	Q92882
P08833	Q12778
P46781	Q9UKV8
P60709	Q9H9Y6
O60711	Q96BD5
P51817	Q13224
Q9BSI4	Q9NYB0
P08887	P40763
O60244	Q96G25
P38405	Q8NGR4
P42830	P51684
P32121	Q8NGE5
P22681	P23458
P23528	P61586
P08134	Q14CB8
2310	Q13485
P62805	Q09028
Q12955	Q15796
P31947	Q8TF72
P07948	P08754
P17252	P27361
Q16513	Q9UQL6
Q9NWA0	Q9Y2X0
O95376	Q969T4
P11166	P63279
P49459	Q14194
P13569	Q9Y6N5
Q00653	Q13748
O00273	Q15029
P21673	Q9Y3Q8
Q9H981	Q9Y230
P12830	P14923
O75084	Q15147
O75569	Q9Y5X3
Q68CP9	Q86U86
P04899	Q8NFM4
Q14186	Q99856
P10415	Q9H2V7
P55789	Q99627
Q15345	Q15369
O43318	P25963
P10275	P21127
O43390	Q07955
Q8N2W9	Q9H213
Q13115	Q16539
O00463	Q15326
P51617	Q9HAT8
P00519	P11274
O95049	Q9P2M7
O43353	Q9HC29
P55072	P63104
Q13509	Q8NCM8
P56537	Q9Y6K5
Q13315	Q9NR33
P19838	P23396
P20936	Q8TAM1
O15264	P22234
P58753	Q9Y3Z3
O75197	P56703
P50914	P62987
P01106	P04035
P53355	Q9Y490
P56750	P56880
Q13017	Q8IXI1
O60506	Q9UL18
Q13573	Q9UN86
Q05397	Q8TAM1
P31946	Q14C86
Q15369	Q9Y4K3
O14561	O95299
Q08334	Q8N6P7
P04899	P08238
P01106	Q9GZR7
O15524	P10914
P62917	Q9UKV8
O14593	Q92769
Q03405	Q15527
P62979	Q9H2S5
O60925	P56182
Q13009	Q92730
P06241	Q13432
P62136	Q4KMQ1
Q9NPB6	Q9Y2Z0
P36897	Q15796
O43353	Q15306
P21583	P22607
P43250	P51686
P02647	P02747
406882	P05231
P17252	P17302
P62314	P62318
P08754	P12931
P51817	Q8WXS5
P10636	Q14203
O15519	P45985
P31930	Q9Y230
P13612	P21815
P19174	P21802
P05019	P35568
P01112	Q8TD86
O43493	P05556
P32121	Q8NH49
O14512	P78552
O95685	O96017
P35222	Q15233
P62993	Q07020
Q00887	Q13485
Q15759	Q9NYJ8
P27986	Q13023
Q01094	Q92466
P14672	P54619
P26599	Q01081
P18621	P27635
P10768	Q9Y4K3
O43920	Q16718
P01106	P36542
P22392	Q12802
Q13769	Q96FV9
O75525	P61978
Q12778	Q8WTS6
P01106	Q8TAA5
Q14919	Q9Y3D8
P01258	Q16602
O15392	P98170
O14775	O43306
Q8NG27	Q9H1I8
Q9UN86	Q9Y6E0
P10914	Q14938
P61604	Q9H1Y0
O75475	P01375
Q8N9I9	Q99466
P30050	Q02878
P25025	P78556
P61247	P62081
P54840	Q9UQK1
Q8TDR0	Q9NYJ8
P02462	P31431
P00533	P63010
P08637	Q8NHJ6
P16520	P48544
P84022	Q12955
P05129	P15311
P17480	Q96L91
O75970	Q9BX67
Q16537	Q7Z3S7
P52198	Q9Y3M8
O15446	Q13315
P13010	Q00653
P19634	P22694
Q92547	Q99638
P62979	Q969F2
P12980	Q6UXH1
Q13573	Q16594
P02775	P14780
P46109	Q02763
P25705	P61981
O96006	P51606
Q16637	Q7L5N1
Q14203	Q9H8T0
P13747	Q14954
O14610	P63096
O14686	Q9BRQ0
Q13387	Q92918
P05129	P28482
P35030	Q8TEW0
O15371	Q14164
P16885	Q9UKW4
O60840	P06241
P61421	Q9NRF9
O43521	P42574
P20339	Q96AX2
Q86V86	Q92934
Q15147	Q9UP38
P28222	P62879
P18084	Q9Y490
P12980	Q02535
P51828	Q9UBI6
P04637	P36405
P45983	P46734
P18146	P49848
O15111	P45985
P15311	P17612
O75832	Q15008
P01112	P07949
O43237	P51149
P0CG48	Q8IVH8
O15527	P18887
P05106	Q00722
P62310	Q96GE4
Q8TCW9	Q8WTW4
P02751	Q08380
P51686	Q15835
P62244	P62269
P15976	Q15744
P20339	Q13671
P63208	Q9UK22
P11387	Q08211
P17980	P40337
P08648	P29965
O43524	Q16665
O43791	Q9Y4K3
Q5QNW6	Q9C005
Q96DG6	Q9UHX1
P05787	Q07889
Q14674	Q9NZH5
P19438	Q9NS23
P84243	Q12888
P02675	P27797
P04114	P98164
P41159	Q16665
P51610	Q09028
Q96T58	Q9Y618
P67870	Q96RK0
P31751	Q16537
Q14103	Q16629
P43405	Q13191
P55854	Q9Y618
Q9NX70	Q9UMS4
O60508	P61978
Q07955	Q9UBU9
P06213	Q6S5L8
P13569	P54619
P61978	Q13243
Q05655	Q16236
O95819	Q969H6
O14862	O75626
Q15796	Q8WYQ5
P01106	P19447
Q15303	Q99961
P20226	Q09472
P01116	Q13009
P41221	Q9UEF7
P63215	Q96PN6
P62158	Q9Y4K3
P67775	Q9UBN1
P20823	Q8IUE6
P10145	P46092
P18084	P35442
P34810	Q01543
Q12796	Q92731
O77932	Q15024
P08842	P22681
P54259	P61964
P0C0S8	Q99879
P20333	P55060
Q15654	Q8NC51
Q6STE5	Q92925
P14543	P98095
P08754	P53779
P25116	Q5JY77
P29350	P42229
P05023	Q9UL18
P00533	Q96PU5
P05107	Q15762
O14610	Q15147
P35638	Q09472
P00533	P48736
P02751	P11912
P40189	Q92569
P55036	Q9BRX2
P01106	Q96P70
O95837	P22888
Q8WUY8	Q9UI14
P53041	Q14344
Q96CW5	Q9BSJ2
Q9GZV5	Q9H204
P15927	Q9UQ84
P09919	Q01344
P46379	Q15155
P06241	Q05655
O60684	Q96K83
P10767	P11362
Q8NFH3	Q92621
P0CG47	P36897
A6NJZ3	P35626
P98164	Q14623
Q12834	Q9UJX6
Q16665	Q9UIJ7
P18146	Q13207
P63104	Q9GZS3
P62136	P62955
P0C0S5	Q9Y230
P50453	Q9Y3C7
O00237	Q9Y2X8
P63279	Q9NX47
P18084	Q63HR2
P38405	Q96R45
P34913	Q9UFN0
Q8IWS0	Q9NX58
P49116	Q9NYJ8
Q96G23	Q99608
Q14790	Q86UA6
P27361	Q8N5C8
P19793	P24468
P16333	Q14185
Q12979	Q96RT1
O14497	P62805
Q96CX2	Q9Y4K3
Q9BQI0	Q9Y572
P01375	P14921
P36873	Q9UD71
P04183	P29074
P24723	Q9NSI5
P02763	P17931
O43791	Q99836
O15211	P26641
O60828	P55795
O95813	Q9NQB0
Q9H788	Q9Y286
O00555	P62879
P50616	P61978
P55212	Q13526
P25963	P61201
P52735	P60953
406921	P29375
P00519	Q7Z408
Q92793	Q96BA8
Q5QNW6	Q96QV6
P42677	Q9Y572
O75525	Q92530
P01133	P36542
P35626	Q8NGE0
P60709	Q8TF72
O95425	P62993
Q13435	Q9Y5S9
P52434	P61218
P63211	Q14833
O95467	P16066
O14490	P19174
Q04917	Q96L34
Q07960	Q8IXI1
Q16543	Q9Y478
O95415	P46977
P08670	Q9BVJ6
Q8IY92	Q9P2E9
O15551	O95832
P08514	Q16363
Q07666	Q92793
P25800	Q96RT1
P0C0S5	Q92466
Q9UMW8	Q9Y6K9
P37840	P42858
P32969	Q92901
A0JLT2	Q14978
Q04726	Q08117
P25786	Q14232
P62993	Q15651
P35626	Q8NHC4
P46783	P62244
O15244	P08047
Q01201	Q3ZCQ8
P01137	Q92769
Q13415	Q96CS2
P10827	Q92569
O76093	P08138
Q16836	Q6WCQ1
P11686	Q9H334
O76093	P17948
P49238	Q16627
P50539	P61244
P35568	Q14432
O00459	P10747
P15248	Q13651
P30101	Q9Y4K0
P16220	P56279
Q12778	Q9UGJ0
P10644	P62993
Q00839	Q13573
P54132	Q2NKX8
O95685	Q16816
O95999	P62979
P52948	Q96HA1
Q06124	Q16695
O14965	P61978
O43261	P34896
P10916	Q7Z406
P13612	P62834
P31943	Q04864
P55327	Q96J77
P61981	Q96A72
Q9UHD2	Q9UKV8
O00268	Q16514
O75815	P07355
P46778	Q9NX58
P42704	P62330
P36896	P61812
P51671	P51685
P16885	Q96LZ3
P04899	Q92633
P07900	Q06455
P11047	P56199
Q14289	Q8WUM4
P09874	Q99459
O14495	O14939
P42574	Q14103
P11684	P98164
P40426	Q6RW13
P16591	P82094
O75367	Q8IYW5
P23458	P32881
O95989	Q6ZN04
Q05655	Q9NR28
P31321	Q9H4A3
O75899	P04899
Q9H8Y8	Q9UHY8
P20073	Q13432
O43566	P61224
Q5T3J3	Q9HCU9
P12755	Q15796
P25205	Q9UBU7
P45983	Q8N726
P10275	P11142
P14672	Q02078
P05549	P62993
O60711	Q9BUY5
O60739	P34897
Q13573	Q8WX92
P33552	Q02224
P05231	Q9HBE5
Q01844	Q8N6Q3
Q8WUA4	Q9Y5Q8
O14775	P48736
Q13153	Q7L0Q8
P46531	Q9UJU2
P63104	Q7Z6B7
O15446	O95602
P24522	P51531
P18564	Q9Y4G6
P28482	Q15349
P62249	Q9NX58
Q9H0R8	Q9P035
P84022	Q16539
P05023	Q92569
Q03164	Q9GZS3
P45984	Q13114
P62158	Q15628
Q07157	Q9P2M7
O00442	Q99459
P13569	Q9UGI9
Q13315	Q8NCE0
P19438	Q13748
P05771	Q68DD2
O00401	Q99828
P63104	Q0VF96
O60266	P55011
O00329	P16520
P68133	Q969Q1
P55160	Q96F07
O43524	Q93009
P01116	Q15759
Q8TAQ2	Q99459
P30480	P52209
Q92878	Q9NYB0
P61587	Q9P286
P57678	Q9BQ83
P19438	Q9BRP4
Q9UGP8	Q9Y2Q3
P22694	Q16539
Q49AN0	Q9UGI9
P19793	Q15650
P60953	Q9BYG4
P11388	P68400
P07948	P35222
554210	P23468
P56199	Q13753
P01116	Q14644
P53708	P56945
P01298	Q14164
P56856	P57739
P35626	Q8NGJ1
O00206	Q99519
P41968	Q96G30
O43521	P50591
Q15648	Q9ULK4
P05388	P62891
Q13557	Q9BXT2
P22307	Q12778
Q00987	Q9P1W9
O00329	O00463
Q13573	Q92608
P12814	P68032
P46527	Q13315
Q15365	Q9UKM9
O00255	Q13547
P01568	Q6UXL0
P06756	P12931
P00533	Q96J02
O14492	P10721
P53779	Q13115
Q6P0Q8	Q92616
O75122	O94817
P45983	Q9Y4H2
P04198	P25205
P41240	P98082
P45983	P61952
P06748	Q8N726
Q8TD84	Q9UPR0
P32456	Q13188
O00168	Q13733
Q92882	Q9H204
Q13242	Q15365
P32004	Q02246
P51617	Q9NWZ3
P51679	P80098
P02679	Q6P1J9
Q86UW9	Q9NRR5
P25054	Q9P267
P02452	P08648
P14091	P46379
Q96A47	Q9UBR4
Q6QNY1	Q9NWB7
P31785	Q9UBD9
Q12769	Q9Y3B2
O43293	P38936
P01571	Q9UHF4
Q14671	Q9UFF9
P49841	Q07820
Q7Z7C8	Q9H204
P04183	Q9Y265
P84095	Q92556
P38936	Q5VU43
P16152	P38646
Q15843	Q93034
P04179	Q7L5D6
P04637	P53779
O75150	Q9BSJ1
P08708	P62266
P12931	Q9BYB0
P35225	Q8IU57
P35243	Q03135
P07992	Q96S82
O95644	P49841
O75444	P02511
P05771	P63218
P32121	Q8NGE1
P23284	P40337
P46779	P62917
Q13164	Q9UKL4
P01857	P02751
P18848	Q13976
O60603	P27348
P26373	P62829
P50553	Q09472
P22607	Q92569
P56747	Q16625
P08069	Q5JWF2
P22392	P61326
P21266	Q9Y4K3
O96020	Q9BS18
O75928	Q8IVL1
O15444	P51684
P56945	Q13797
P62899	Q02878
P49736	Q01094
O00459	P29597
P18847	P27361
O75486	O75528
P22681	P55085
P27448	Q96AD5
O94916	Q13555
P00533	P27986
Q7Z2G1	Q96KK5
P19419	P37840
P53778	Q9UBI6
Q13315	Q8NDX5
P04435	P07766
P67775	Q9BUB5
P11802	Q16254
Q15052	Q9Y2X7
O15457	O43196
P07948	Q6S5L8
Q01105	Q15572
P17612	P19429
P28482	Q13362
P16220	Q13237
P00533	P01100
O15519	Q16543
P50553	P56693
Q8IUC6	Q9Y4K3
P35637	Q08170
P28066	Q9P2G9
P21506	Q9GZM8
P11215	Q02447
Q92922	Q92925
O43927	P49238
P63104	Q9P270
P40429	P61513
P38405	Q9GZM6
O96020	P11802
Q04864	Q15653
P62191	Q15008
Q08881	Q8IZP0
P55157	Q9UJT2
Q7Z6B7	Q9Y6N7
Q15554	Q9NUX5
O75964	P18859
P08727	Q15154
P07437	Q9BQE3
P68104	Q15796
O43426	Q15811
Q99627	Q9Y239
O00212	Q5T5U3
O00233	P48556
P35626	Q8NHB7
O60739	Q8TEW0
P22736	Q8TAM1
P18146	Q15797
Q2TAZ0	Q9UNF1
P63208	Q9Y2K7
P07949	P62993
O43318	O43734
P04637	P05109
P27986	Q9UBK5
Q14790	Q92844
Q13416	Q9UJX2
O00144	P04628
P62899	P63173
Q99583	Q9UH92
P51681	Q9Y4X3
Q99496	Q9HAU4
P52198	Q6ZUM4
O15379	O43823
Q04206	Q16663
O00401	Q99963
P19174	Q15078
P62244	P62753
Q13557	Q14315
P08047	P35520
P41235	Q12778
O00459	P54710
Q01082	Q6WCQ1
Q9H293	Q9NRR5
P10071	Q9UKB1
P01241	Q99062
Q13315	Q9NVU0
O00238	P34820
O00443	P00533
P09529	P27037
O75400	Q9Y388
P55036	Q9UMX0
P04626	Q92729
O75581	Q9NPG1
P19438	P51571
Q13247	Q86V81
Q06323	Q92979
P49841	Q9Y6I7
P54652	Q01844
P16104	P20042
P04083	P21980
Q9BQD3	Q9GZT8
P45985	P53778
O00559	O15111
O60828	P10275
P16520	Q99677
P35637	Q13573
P11464	Q9BVJ6
P36639	P78549
P42701	P52333
Q05086	Q5JPE7
O43524	Q08999
O95376	Q96P48
P62495	Q9Y5S9
O15031	Q9H3S1
P19883	Q16513
P38405	Q8NGD4
O14965	P38398
Q86U06	Q9Y3C7
P04921	Q00013
P54253	Q9BYW2
P13798	Q9GZZ9
P62805	Q9NVP2
P08069	P31371
Q7Z478	Q96BT3
O14802	Q9NW08
P35268	Q9HC24
P16871	P68371
O75030	P28482
P18848	Q13237
P26599	Q9BUJ2
Q13698	Q86W47
Q13625	Q9BYC9
Q9HAT8	Q9NWZ3
Q13547	Q6FI13
Q9UJX2	Q9Y5N6
A4D0S4	P13612
O95817	Q15038
P21917	Q9UK08
P11233	Q9NZL6
P39019	P62851
O15198	P28799
Q00005	Q562F6
P83881	Q92901
P05129	P45985
P60709	Q14686
P04118	P18146
Q99836	Q9NR97
O43889	P35638
P01106	Q9UGL1
Q8TAA9	Q9NRD5
P30273	Q92569
P07437	Q9Y4K3
P31273	P62993
Q13509	Q14155
P23508	Q15653
P52434	Q15653
Q02535	Q99081
P84243	Q15542
O96020	P01106
P33240	Q13011
P55854	Q8N3C0
P05112	Q8IU57
P22612	Q01668
P55210	Q7L5N1
O00308	P54259
Q9GZS1	Q9NXS2
P14210	P35916
O15111	P46531
P22694	Q9Y478
Q04206	Q3ZCQ8
P12830	P15151
O14905	Q92765
P09651	P67809
P42338	P49841
Q13546	Q9HB75
P11171	P84022
P10636	Q13501
O15264	P31749
O00483	O14561
Q00839	Q8IWZ8
Q9H257	Q9HC29
Q04206	Q9H257
P42574	Q9UBF6
O43889	P17252
P55196	P68032
O95983	Q92769
P53779	P60763
P17568	Q9UI09
P05155	P16581
P51679	Q92583
P01024	P0C0L4
P11021	Q15750
O00763	Q9UGI9
P35968	Q99963
P32121	Q8NH00
Q06609	Q9BSJ2
P04183	Q13596
P05771	Q68CJ9
Q15329	Q9UQ80
P08670	Q96C92
P30480	P62750
O00526	P55317
P08107	P10809
P62993	Q8N5U6
Q14197	Q9NQ50
O60437	Q92817
P63000	Q8TEW0
P48357	Q9UGJ0
P25940	P26006
O94805	Q12824
406928	O75461
P01700	P01857
406906	Q9BUM1
P14866	P35637
P06730	Q8IWZ3
P13500	P32248
P23919	Q99459
P24522	Q8NFD5
P08908	P21453
Q07889	Q8NF50
P24522	Q07869
Q9UKT4	Q9Y297
P10321	P43627
Q07890	Q96BY6
O60885	Q9H7E9
P22455	Q9Y4K3
O94921	P30304
P26010	P60709
Q5VTR2	Q99460
P42768	Q05209
O95411	P62993
Q8IX03	Q9UKE5
P08670	Q13469
O94864	P06899
P50151	Q9UBY5
P14174	Q9H9D4
P30305	P61981
Q12834	Q9UJX3
Q9NPF5	Q9UBU8
P52948	Q9H4D5
P24864	P28482
Q2M3C7	Q8TBB1
O95072	Q8WVM7
O43707	P19838
O00567	Q9UL18
P17612	P53779
P02787	Q13315
P11021	P21281
Q7Z3S9	Q9NRR5
P54253	Q9P1W9
P56524	Q14526
P59768	Q9UBS5
O00168	P54709
P22612	Q9NY47
P54619	Q16822
O94829	P62826
P17980	Q9NNW7
O43251	Q15717
O75347	P24941
P04049	P48736
P54289	Q15172
O95977	Q14344
P68400	Q8IY92
A5YKK6	O75175
P08172	Q9UK08
A6NIX2	P10276
P05412	P18847
Q9HBE5	Q9ULV8
O95400	P62308
P63279	Q8TDB6
P06576	P38936
O00506	Q9Y376
P62807	Q92796
A8TX70	P26010
O60503	P09471
P08670	Q9UHX1
P32927	P43405
P62244	P62851
A6H8Y1	Q92994
Q02556	Q14330
P49736	Q13368
Q3ZCQ8	Q9Y6K9
Q14493	Q8WTR7
Q9Y2X0	Q9Y4A5
P52597	P84103
Q15843	Q9H9Q2
P09630	P17535
C9JDP6	Q9UDY2
P41220	Q12873
P38405	Q8NGK6
P26358	P49716
Q567U6	Q8TDR0
P00519	Q86SG6
Q07889	Q9NZL6
P49674	P56645
P15336	P53778
O00238	O15105
P49257	Q8NI22
P25786	Q14566
O60641	P25963
A4QPH2	Q92624
P25054	Q9UP83
P21781	P98160
P35637	Q99459
Q13315	Q9P0P0
P60900	Q9Y4K3
P22105	Q9UKX5
Q96PU8	Q9NWB1
P68133	Q01995
Q08345	Q8TEW0
Q10570	Q6UN15
P18124	P46777
P35268	P36578
P52564	Q02779
P67809	Q01130
